URN,COHORT,OVERALL,FEC,INDEP,OTHERFE,SSF,SFC,SPI,AP_PRU,SPECIAL,APPREN,HE,COMBO,KNOWN,UNKNOWN,OVERALLPER,FECPER,INDEPPER,OTHERFEPER,SSFPER,SFCPER,SPIPER,AP_PRUPER,SPECIALPER,APPRENPER,HEPER,COMBOPER,KNOWNPER,UNKNOWNPER
111503,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
111504,30,20,20,0,0,0,0,0,0,5,0,0,0,SUPP,SUPP,92%,80%,0%,0%,0%,0%,0%,0%,12%,0%,0%,0%,SUPP,SUPP
111505,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
111506,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
111511,10,10,SUPP,0,0,0,0,0,0,5,0,0,0,0,0,100%,SUPP,0%,0%,0%,0%,0%,0%,88%,0%,0%,0%,0%,0%
111517,10,10,5,0,5,0,0,0,0,0,0,0,0,5,0,67%,42%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%
139155,230,200,65,SUPP,15,120,0,SUPP,0,SUPP,15,0,0,20,5,89%,28%,SUPP,6%,53%,0%,SUPP,0%,SUPP,6%,0%,0%,9%,3%
112038,180,170,65,0,5,95,0,0,0,0,10,0,5,10,SUPP,94%,37%,0%,2%,53%,0%,0%,0%,0%,6%,0%,3%,4%,SUPP
112039,120,110,90,SUPP,SUPP,15,0,0,0,0,10,0,0,5,5,89%,73%,SUPP,SUPP,14%,0%,0%,0%,0%,9%,0%,0%,6%,5%
136575,240,220,85,0,20,115,0,SUPP,0,0,15,0,0,10,SUPP,94%,36%,0%,9%,50%,0%,SUPP,0%,0%,6%,0%,0%,5%,SUPP
112041,130,120,40,0,15,60,0,0,0,0,5,0,0,5,SUPP,93%,32%,0%,13%,48%,0%,0%,0%,0%,4%,0%,0%,5%,SUPP
112043,210,200,55,0,SUPP,140,0,0,0,0,10,0,SUPP,10,5,93%,25%,0%,SUPP,66%,0%,0%,0%,0%,5%,0%,SUPP,6%,1%
136852,210,200,155,0,10,30,SUPP,0,0,0,20,0,SUPP,10,10,92%,72%,0%,4%,15%,SUPP,0%,0%,0%,10%,0%,SUPP,5%,4%
112045,200,180,90,SUPP,5,90,0,0,0,0,10,0,SUPP,10,10,90%,44%,SUPP,1%,44%,0%,0%,0%,0%,4%,0%,SUPP,5%,4%
136596,260,240,75,SUPP,10,150,0,0,0,0,10,0,5,10,SUPP,95%,30%,SUPP,4%,59%,0%,0%,0%,0%,4%,0%,1%,4%,SUPP
137223,180,160,80,SUPP,5,65,0,0,0,0,10,0,SUPP,15,5,90%,46%,SUPP,4%,38%,0%,0%,0%,0%,5%,0%,SUPP,7%,3%
138024,210,180,135,0,SUPP,45,0,0,0,0,5,0,0,20,10,87%,65%,0%,SUPP,22%,0%,0%,0%,0%,2%,0%,0%,9%,4%
136383,240,210,75,0,5,125,0,0,0,SUPP,15,0,SUPP,20,10,89%,32%,0%,2%,54%,0%,0%,0%,SUPP,6%,0%,SUPP,8%,3%
112050,140,130,130,0,0,0,0,0,0,0,10,0,0,5,5,94%,94%,0%,0%,0%,0%,0%,0%,0%,9%,0%,0%,4%,2%
136573,270,250,240,0,5,SUPP,SUPP,0,0,0,15,0,0,15,SUPP,94%,90%,0%,2%,SUPP,SUPP,0%,0%,0%,5%,0%,0%,6%,SUPP
112052,180,140,135,0,5,5,SUPP,0,0,0,5,0,0,25,10,82%,77%,0%,3%,2%,SUPP,0%,0%,0%,4%,0%,0%,13%,5%
136524,200,190,95,0,0,90,0,0,0,SUPP,5,0,SUPP,10,5,93%,47%,0%,0%,45%,0%,0%,0%,SUPP,2%,0%,SUPP,6%,2%
112054,190,160,95,0,5,65,0,0,0,0,20,0,SUPP,15,10,86%,49%,0%,3%,33%,0%,0%,0%,0%,10%,0%,SUPP,9%,5%
112055,270,230,225,0,SUPP,5,0,0,0,0,10,0,0,30,5,87%,85%,0%,SUPP,2%,0%,0%,0%,0%,4%,0%,0%,10%,2%
136572,120,110,110,SUPP,SUPP,0,0,0,0,0,5,0,0,5,5,92%,90%,SUPP,SUPP,0%,0%,0%,0%,0%,6%,0%,0%,5%,3%
136614,190,170,160,0,5,5,0,0,0,0,15,0,0,15,5,90%,85%,0%,2%,3%,0%,0%,0%,0%,8%,0%,0%,8%,2%
112058,110,110,70,SUPP,SUPP,35,SUPP,0,0,0,SUPP,0,0,5,5,95%,62%,SUPP,SUPP,29%,SUPP,0%,0%,0%,SUPP,0%,0%,3%,3%
136533,270,250,110,0,5,130,0,0,0,0,15,0,SUPP,20,5,91%,41%,0%,2%,47%,0%,0%,0%,0%,5%,0%,SUPP,7%,2%
136567,240,210,200,5,10,SUPP,0,0,0,0,10,0,0,15,10,90%,85%,1%,4%,SUPP,0%,0%,0%,0%,5%,0%,0%,6%,3%
112061,220,200,90,0,10,95,0,0,0,0,15,0,0,20,5,89%,41%,0%,5%,42%,0%,0%,0%,0%,7%,0%,0%,10%,1%
137839,120,110,85,0,5,20,0,0,0,0,10,0,0,10,SUPP,90%,71%,0%,3%,17%,0%,0%,0%,0%,10%,0%,0%,9%,SUPP
112063,100,90,80,0,0,5,0,0,0,0,SUPP,0,0,10,5,89%,84%,0%,0%,4%,0%,0%,0%,0%,SUPP,0%,0%,8%,3%
112065,140,130,125,0,SUPP,SUPP,SUPP,0,0,0,5,0,0,15,SUPP,90%,87%,0%,SUPP,SUPP,SUPP,0%,0%,0%,3%,0%,0%,9%,SUPP
136873,180,160,160,SUPP,SUPP,SUPP,0,0,0,0,5,0,0,10,5,91%,89%,SUPP,SUPP,SUPP,0%,0%,0%,0%,2%,0%,0%,6%,3%
112067,150,130,130,0,SUPP,0,0,0,0,0,5,0,0,20,5,85%,84%,0%,SUPP,0%,0%,0%,0%,0%,5%,0%,0%,12%,3%
138780,10,10,5,0,0,0,0,0,0,0,0,0,0,0,SUPP,86%,86%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,SUPP
134062,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
137478,20,20,15,0,0,0,0,0,0,SUPP,0,0,0,SUPP,SUPP,90%,81%,0%,0%,0%,0%,0%,0%,SUPP,0%,0%,0%,SUPP,SUPP
112085,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
112086,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
112087,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
112375,30,30,20,0,SUPP,5,0,0,0,0,5,0,0,5,5,82%,62%,0%,SUPP,15%,0%,0%,0%,0%,9%,0%,0%,9%,9%
112377,40,40,20,0,5,5,0,0,0,0,10,0,SUPP,5,SUPP,85%,51%,0%,15%,17%,0%,0%,0%,0%,20%,0%,SUPP,12%,SUPP
112378,40,40,20,SUPP,0,15,0,0,0,0,10,0,0,5,5,84%,51%,SUPP,0%,33%,0%,0%,0%,0%,23%,0%,0%,7%,9%
112379,110,100,40,0,0,65,0,0,0,SUPP,5,0,0,5,SUPP,95%,35%,0%,0%,59%,0%,0%,0%,SUPP,5%,0%,0%,5%,SUPP
137269,30,30,15,0,0,15,0,0,0,0,SUPP,0,0,SUPP,SUPP,91%,50%,0%,0%,41%,0%,0%,0%,0%,SUPP,0%,0%,SUPP,SUPP
112381,220,210,65,SUPP,15,130,0,0,0,0,25,0,0,10,5,94%,29%,SUPP,8%,57%,0%,0%,0%,0%,10%,0%,0%,5%,1%
112382,150,130,75,0,20,35,0,0,0,0,30,0,0,10,5,88%,51%,0%,14%,23%,0%,0%,0%,0%,20%,0%,0%,8%,3%
112383,210,190,85,0,20,15,75,0,0,0,30,0,0,15,5,92%,40%,0%,9%,8%,36%,0%,0%,0%,15%,0%,0%,6%,1%
112384,40,40,15,0,SUPP,10,10,0,0,0,5,0,0,5,0,93%,39%,0%,SUPP,23%,27%,0%,0%,0%,7%,0%,0%,7%,0%
112385,180,160,65,0,10,80,10,0,0,0,20,0,0,10,5,91%,36%,0%,5%,44%,7%,0%,0%,0%,12%,0%,0%,7%,2%
112388,130,110,40,0,10,35,25,0,0,0,20,0,0,10,5,87%,32%,0%,9%,27%,19%,0%,0%,0%,14%,0%,0%,9%,3%
112393,240,210,85,SUPP,10,115,0,0,0,SUPP,25,0,SUPP,15,15,87%,35%,SUPP,3%,47%,0%,0%,0%,SUPP,10%,0%,SUPP,6%,7%
112394,80,60,30,0,5,25,0,0,0,0,10,0,SUPP,15,0,78%,37%,0%,9%,30%,0%,0%,0%,0%,12%,0%,SUPP,22%,0%
112395,170,150,70,0,20,55,0,0,0,SUPP,20,0,SUPP,10,5,89%,44%,0%,12%,33%,0%,0%,0%,SUPP,13%,0%,SUPP,7%,4%
112397,230,210,65,0,15,130,0,0,0,0,25,0,SUPP,5,10,93%,28%,0%,7%,57%,0%,0%,0%,0%,10%,0%,SUPP,3%,5%
112398,240,220,90,0,40,90,0,0,0,0,50,0,SUPP,10,10,92%,37%,0%,16%,38%,0%,0%,0%,0%,21%,0%,SUPP,4%,4%
112399,110,100,25,0,10,60,0,0,0,0,5,0,0,10,5,86%,22%,0%,9%,54%,0%,0%,0%,0%,5%,0%,0%,9%,5%
112400,170,160,90,0,10,SUPP,55,0,0,0,20,0,0,10,SUPP,92%,52%,0%,6%,SUPP,33%,0%,0%,0%,12%,0%,0%,6%,SUPP
112401,130,110,45,0,15,55,0,0,0,0,15,0,SUPP,10,5,89%,36%,0%,10%,42%,0%,0%,0%,0%,13%,0%,SUPP,8%,3%
136671,170,150,50,0,5,100,0,0,0,0,10,0,0,5,5,93%,30%,0%,2%,61%,0%,0%,0%,0%,5%,0%,0%,4%,3%
136732,120,120,10,SUPP,SUPP,105,0,0,0,0,SUPP,0,0,SUPP,SUPP,98%,8%,SUPP,SUPP,88%,0%,0%,0%,0%,SUPP,0%,0%,SUPP,SUPP
137369,290,260,80,SUPP,25,150,0,0,0,0,25,0,SUPP,20,15,88%,28%,SUPP,8%,51%,0%,0%,0%,0%,9%,0%,SUPP,8%,5%
136526,240,220,95,0,10,115,0,0,0,0,15,0,0,10,5,94%,41%,0%,3%,50%,0%,0%,0%,0%,6%,0%,0%,4%,2%
137205,150,140,55,0,SUPP,80,SUPP,0,0,0,5,0,0,5,5,94%,37%,0%,SUPP,55%,SUPP,0%,0%,0%,4%,0%,0%,3%,3%
137107,70,60,30,0,5,30,0,0,0,0,10,0,0,5,5,91%,45%,0%,4%,42%,0%,0%,0%,0%,14%,0%,0%,4%,4%
137251,110,100,40,SUPP,10,50,0,0,0,0,15,0,0,5,SUPP,93%,38%,SUPP,7%,46%,0%,0%,0%,0%,14%,0%,0%,5%,SUPP
137338,70,60,25,0,5,20,10,0,0,0,10,0,0,10,5,82%,36%,0%,7%,27%,12%,0%,0%,0%,15%,0%,0%,11%,7%
136357,220,210,50,0,0,160,0,0,0,0,15,0,0,10,5,94%,22%,0%,0%,72%,0%,0%,0%,0%,6%,0%,0%,4%,2%
137252,250,230,70,0,15,140,SUPP,0,0,SUPP,25,0,5,15,10,91%,27%,0%,7%,56%,SUPP,0%,0%,SUPP,9%,0%,1%,5%,4%
137254,180,160,55,0,15,90,0,0,SUPP,0,20,0,SUPP,10,5,90%,31%,0%,8%,50%,0%,0%,SUPP,0%,11%,0%,SUPP,7%,3%
136902,160,150,30,0,5,115,SUPP,0,0,0,5,0,SUPP,5,5,96%,19%,0%,2%,73%,SUPP,0%,0%,0%,4%,0%,SUPP,2%,2%
135620,120,100,40,0,20,35,0,0,0,SUPP,20,0,0,10,15,80%,33%,0%,16%,29%,0%,0%,0%,SUPP,16%,0%,0%,9%,11%
135621,190,140,45,0,15,85,0,0,0,0,15,0,SUPP,20,25,75%,23%,0%,8%,45%,0%,0%,0%,0%,8%,0%,SUPP,11%,14%
135632,150,140,50,SUPP,15,65,0,0,0,0,20,0,SUPP,5,5,91%,33%,SUPP,11%,45%,0%,0%,0%,0%,14%,0%,SUPP,5%,4%
135940,320,270,175,0,20,SUPP,75,0,0,0,40,0,0,35,15,84%,55%,0%,6%,SUPP,23%,0%,0%,0%,13%,0%,0%,12%,4%
112464,10,10,0,0,0,0,0,0,0,10,0,0,0,0,SUPP,92%,0%,0%,0%,0%,0%,0%,0%,92%,0%,0%,0%,0%,SUPP
112465,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
112466,10,10,0,0,0,0,0,0,0,15,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
112467,10,10,SUPP,0,0,0,0,0,0,10,0,0,0,0,0,100%,SUPP,0%,0%,0%,0%,0%,0%,90%,0%,0%,0%,0%,0%
112468,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
136306,120,110,5,0,0,105,SUPP,0,0,0,SUPP,0,0,SUPP,SUPP,98%,4%,0%,0%,92%,SUPP,0%,0%,0%,SUPP,0%,0%,SUPP,SUPP
136666,130,130,5,SUPP,0,120,0,0,0,0,0,0,0,SUPP,SUPP,98%,2%,SUPP,0%,94%,0%,0%,0%,0%,0%,0%,0%,SUPP,SUPP
137690,100,80,45,0,5,35,0,0,0,0,5,0,0,15,SUPP,84%,45%,0%,4%,35%,0%,0%,0%,0%,7%,0%,0%,14%,SUPP
138496,80,70,60,0,5,SUPP,0,0,0,0,5,0,0,5,5,89%,78%,0%,9%,SUPP,0%,0%,0%,0%,4%,0%,0%,7%,4%
115720,140,120,75,0,5,45,0,0,0,0,5,0,0,10,10,85%,51%,0%,5%,30%,0%,0%,0%,0%,2%,0%,0%,7%,8%
136772,250,230,75,SUPP,5,150,0,0,0,0,10,0,0,10,10,94%,30%,SUPP,2%,61%,0%,0%,0%,0%,4%,0%,0%,3%,3%
115723,190,160,60,0,5,90,10,0,0,0,10,0,0,20,10,85%,31%,0%,2%,47%,5%,0%,0%,0%,5%,0%,0%,9%,6%
137298,240,200,135,SUPP,15,50,0,0,0,0,20,0,0,20,15,85%,57%,SUPP,7%,21%,0%,0%,0%,0%,8%,0%,0%,9%,6%
137059,130,130,45,0,0,5,75,0,0,0,5,0,0,5,0,98%,36%,0%,0%,5%,58%,0%,0%,0%,2%,0%,0%,2%,0%
137097,160,140,25,5,SUPP,95,20,0,0,0,5,0,0,5,5,93%,15%,2%,SUPP,62%,13%,0%,0%,0%,5%,0%,0%,3%,5%
136982,240,220,45,0,10,160,5,0,0,0,10,0,SUPP,15,5,92%,19%,0%,3%,68%,2%,0%,0%,0%,4%,0%,SUPP,6%,2%
136767,120,120,10,0,0,105,0,0,0,0,SUPP,0,0,SUPP,SUPP,98%,10%,0%,0%,88%,0%,0%,0%,0%,SUPP,0%,0%,SUPP,SUPP
137123,120,120,10,SUPP,0,105,5,0,0,0,5,0,0,SUPP,0,99%,6%,SUPP,0%,86%,6%,0%,0%,0%,2%,0%,0%,SUPP,0%
136874,130,120,SUPP,SUPP,0,105,10,0,0,0,0,0,0,5,SUPP,97%,SUPP,SUPP,0%,84%,10%,0%,0%,0%,0%,0%,0%,2%,SUPP
136353,130,130,SUPP,0,0,125,0,0,0,0,SUPP,0,0,SUPP,0,99%,SUPP,0%,0%,98%,0%,0%,0%,0%,SUPP,0%,0%,SUPP,0%
136578,120,110,10,SUPP,SUPP,100,0,0,0,0,SUPP,0,0,5,SUPP,96%,8%,SUPP,SUPP,86%,0%,0%,0%,0%,SUPP,0%,0%,3%,SUPP
137752,260,220,60,SUPP,5,150,0,0,0,0,15,0,SUPP,25,15,85%,24%,SUPP,3%,57%,0%,0%,0%,0%,5%,0%,SUPP,10%,5%
137033,260,240,80,5,10,135,10,0,0,0,10,0,0,10,5,95%,32%,1%,4%,53%,5%,0%,0%,0%,4%,0%,0%,4%,2%
115758,230,220,65,0,10,120,20,0,0,0,10,0,SUPP,10,5,94%,29%,0%,3%,53%,9%,0%,0%,0%,5%,0%,SUPP,4%,2%
136474,200,190,25,0,5,150,10,0,0,0,5,0,0,10,SUPP,93%,12%,0%,2%,73%,5%,0%,0%,0%,3%,0%,0%,6%,SUPP
137634,230,210,80,0,15,115,0,0,0,0,25,0,SUPP,15,5,91%,34%,0%,7%,50%,0%,0%,0%,0%,10%,0%,SUPP,7%,2%
136292,210,190,35,5,5,140,5,0,0,0,5,0,SUPP,15,5,90%,16%,2%,1%,67%,3%,0%,0%,0%,3%,0%,SUPP,7%,3%
138746,230,200,90,SUPP,5,105,SUPP,0,0,0,10,0,0,10,15,89%,39%,SUPP,3%,45%,SUPP,0%,0%,0%,4%,0%,0%,5%,6%
136623,230,220,80,0,5,130,0,0,0,0,15,0,0,5,10,93%,35%,0%,3%,55%,0%,0%,0%,0%,6%,0%,0%,3%,4%
136960,190,170,50,10,5,110,0,0,SUPP,0,5,0,0,10,5,91%,27%,4%,2%,58%,0%,0%,SUPP,0%,4%,0%,0%,5%,4%
137382,170,130,25,SUPP,SUPP,100,0,0,0,0,5,SUPP,0,10,30,76%,14%,SUPP,SUPP,60%,0%,0%,0%,0%,3%,SUPP,0%,6%,17%
136764,100,90,40,SUPP,0,50,0,0,0,0,5,0,0,5,SUPP,95%,43%,SUPP,0%,50%,0%,0%,0%,0%,3%,0%,0%,4%,SUPP
136725,270,260,75,0,5,170,5,0,0,0,10,0,SUPP,15,5,94%,27%,0%,3%,62%,1%,0%,0%,0%,4%,0%,SUPP,5%,1%
137217,160,140,20,0,SUPP,30,90,0,0,0,5,0,0,5,5,91%,14%,0%,SUPP,20%,56%,0%,0%,0%,3%,0%,0%,4%,4%
136527,200,180,25,5,0,20,135,0,0,0,10,0,0,15,5,90%,11%,2%,0%,9%,67%,0%,0%,0%,5%,0%,0%,7%,3%
115772,160,130,70,0,5,55,0,0,0,0,5,0,0,15,10,82%,44%,0%,3%,35%,0%,0%,0%,0%,4%,0%,0%,11%,7%
137387,150,140,90,SUPP,5,35,0,SUPP,0,0,10,0,0,10,5,91%,61%,SUPP,4%,25%,0%,SUPP,0%,0%,8%,0%,0%,6%,3%
115774,150,130,105,0,5,25,0,0,0,0,10,0,0,5,10,89%,69%,0%,2%,18%,0%,0%,0%,0%,7%,0%,0%,4%,7%
115775,110,90,65,0,SUPP,5,15,0,0,0,5,0,0,10,5,85%,62%,0%,SUPP,5%,16%,0%,0%,0%,5%,0%,0%,10%,6%
136985,100,90,40,SUPP,5,10,35,0,0,0,5,0,0,10,5,87%,40%,SUPP,3%,8%,34%,0%,0%,0%,7%,0%,0%,8%,5%
136016,130,110,25,0,SUPP,75,5,0,0,0,5,0,0,15,5,84%,20%,0%,SUPP,60%,3%,0%,0%,0%,3%,0%,0%,12%,4%
136199,150,120,60,0,15,45,0,SUPP,0,0,5,0,SUPP,20,10,79%,40%,0%,9%,29%,0%,SUPP,0%,0%,3%,0%,SUPP,13%,7%
138428,20,10,5,0,SUPP,0,0,0,0,0,0,0,0,SUPP,5,47%,33%,0%,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,SUPP,40%
138429,10,10,5,0,0,0,0,0,0,0,0,0,0,SUPP,5,50%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,SUPP,33%
115812,10,10,SUPP,0,5,0,SUPP,0,0,0,0,0,0,SUPP,SUPP,75%,SUPP,0%,50%,0%,SUPP,0%,0%,0%,0%,0%,0%,SUPP,SUPP
115813,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
115821,10,10,5,0,0,0,0,0,0,5,0,0,0,0,0,100%,60%,0%,0%,0%,0%,0%,0%,40%,0%,0%,0%,0%,0%
115823,10,10,5,0,0,0,0,SUPP,SUPP,SUPP,0,0,0,0,0,100%,56%,0%,0%,0%,0%,SUPP,SUPP,SUPP,0%,0%,0%,0%,0%
115824,10,10,SUPP,0,0,0,0,0,0,5,0,0,0,SUPP,0,83%,SUPP,0%,0%,0%,0%,0%,0%,67%,0%,0%,0%,SUPP,0%
115825,10,10,5,0,0,0,SUPP,5,0,SUPP,0,0,0,0,SUPP,92%,50%,0%,0%,0%,SUPP,25%,0%,SUPP,0%,0%,0%,0%,SUPP
131549,10,10,5,0,SUPP,0,5,SUPP,0,0,0,0,0,0,0,100%,50%,0%,SUPP,0%,25%,SUPP,0%,0%,0%,0%,0%,0%,0%
131557,20,20,10,0,SUPP,0,0,5,SUPP,5,0,0,0,SUPP,0,96%,48%,0%,SUPP,0%,0%,17%,SUPP,22%,0%,0%,0%,SUPP,0%
134190,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
117499,180,160,80,0,5,75,5,0,0,0,5,0,SUPP,10,5,91%,44%,0%,3%,41%,3%,0%,0%,0%,3%,0%,SUPP,5%,4%
138747,250,230,85,0,15,125,SUPP,0,0,0,20,0,SUPP,10,15,89%,34%,0%,5%,49%,SUPP,0%,0%,0%,8%,0%,SUPP,5%,6%
138582,70,70,35,SUPP,SUPP,25,SUPP,0,0,0,SUPP,0,0,5,SUPP,94%,54%,SUPP,SUPP,36%,SUPP,0%,0%,0%,SUPP,0%,0%,4%,SUPP
117500,180,170,55,0,SUPP,110,0,0,0,0,SUPP,0,0,5,5,94%,31%,0%,SUPP,63%,0%,0%,0%,0%,SUPP,0%,0%,3%,3%
139873,160,160,35,SUPP,5,115,0,0,0,0,5,0,0,5,5,96%,21%,SUPP,2%,71%,0%,0%,0%,0%,3%,0%,0%,2%,2%
139154,160,150,30,SUPP,SUPP,120,0,0,0,0,5,0,0,SUPP,5,96%,18%,SUPP,SUPP,76%,0%,0%,0%,0%,2%,0%,0%,SUPP,3%
137288,160,150,20,0,5,120,10,0,0,0,5,0,0,5,SUPP,96%,13%,0%,2%,76%,5%,0%,0%,0%,2%,0%,0%,4%,SUPP
117504,150,140,70,0,5,55,5,0,0,0,5,0,0,5,10,92%,48%,0%,2%,39%,3%,0%,0%,0%,4%,0%,0%,2%,6%
137038,170,160,55,SUPP,SUPP,105,0,0,0,0,5,0,0,5,SUPP,96%,32%,SUPP,SUPP,62%,0%,0%,0%,0%,2%,0%,0%,3%,SUPP
137985,170,160,40,SUPP,0,125,0,0,0,0,SUPP,0,0,SUPP,0,99%,24%,SUPP,0%,75%,0%,0%,0%,0%,SUPP,0%,0%,SUPP,0%
137847,170,150,65,0,SUPP,80,0,0,0,0,5,0,0,15,5,88%,39%,0%,SUPP,48%,0%,0%,0%,0%,2%,0%,0%,9%,3%
136608,210,200,55,5,5,120,10,0,0,0,5,0,0,5,5,94%,27%,2%,1%,58%,6%,0%,0%,0%,3%,0%,0%,3%,3%
137270,190,180,35,5,SUPP,140,0,0,0,0,SUPP,0,0,SUPP,5,97%,18%,3%,SUPP,75%,0%,0%,0%,0%,SUPP,0%,0%,SUPP,2%
117512,140,110,45,0,5,60,SUPP,0,0,0,5,0,0,20,10,78%,33%,0%,2%,42%,SUPP,0%,0%,0%,4%,0%,0%,15%,6%
138286,180,170,30,0,0,140,0,0,0,SUPP,5,0,0,5,5,96%,17%,0%,0%,79%,0%,0%,0%,SUPP,2%,0%,0%,2%,2%
117515,190,170,75,0,5,95,0,0,0,SUPP,10,0,0,10,5,93%,40%,0%,2%,51%,0%,0%,0%,SUPP,5%,0%,0%,5%,2%
117518,250,220,90,0,5,130,0,0,0,SUPP,5,0,0,10,15,89%,36%,0%,2%,52%,0%,0%,0%,SUPP,2%,0%,0%,5%,6%
140294,160,150,40,0,SUPP,110,0,0,0,0,5,0,0,10,5,92%,24%,0%,SUPP,68%,0%,0%,0%,0%,2%,0%,0%,6%,2%
136973,180,170,40,SUPP,SUPP,130,0,0,0,0,5,0,0,5,SUPP,96%,22%,SUPP,SUPP,72%,0%,0%,0%,0%,2%,0%,0%,3%,SUPP
137110,210,180,100,0,5,80,0,0,SUPP,0,10,0,0,15,10,88%,49%,0%,2%,38%,0%,0%,SUPP,0%,5%,0%,0%,7%,5%
137339,180,170,25,10,0,140,0,0,0,0,SUPP,0,0,SUPP,5,97%,15%,4%,0%,78%,0%,0%,0%,0%,SUPP,0%,0%,SUPP,2%
117525,110,100,50,0,SUPP,45,0,0,0,0,SUPP,0,0,5,10,87%,46%,0%,SUPP,39%,0%,0%,0%,0%,SUPP,0%,0%,5%,8%
139036,180,170,85,SUPP,5,75,0,0,0,0,15,0,SUPP,5,5,95%,49%,SUPP,3%,43%,0%,0%,0%,0%,7%,0%,SUPP,3%,2%
137757,120,110,25,0,0,90,0,0,0,0,SUPP,0,0,5,SUPP,96%,20%,0%,0%,77%,0%,0%,0%,0%,SUPP,0%,0%,3%,SUPP
117528,200,180,100,0,5,75,0,0,0,0,10,0,0,20,5,88%,49%,0%,3%,36%,0%,0%,0%,0%,5%,0%,0%,9%,3%
136396,200,190,75,0,5,115,SUPP,0,0,0,10,0,SUPP,5,5,97%,37%,0%,2%,57%,SUPP,0%,0%,0%,6%,0%,SUPP,2%,2%
117530,190,170,65,0,5,100,SUPP,0,0,0,10,0,SUPP,10,10,90%,34%,0%,3%,52%,SUPP,0%,0%,0%,4%,0%,SUPP,5%,5%
117531,170,150,60,0,SUPP,85,0,0,0,0,5,0,0,10,10,88%,36%,0%,SUPP,52%,0%,0%,0%,0%,4%,0%,0%,5%,7%
140049,190,160,70,SUPP,SUPP,90,0,0,0,0,SUPP,0,0,15,10,88%,37%,SUPP,SUPP,50%,0%,0%,0%,0%,SUPP,0%,0%,8%,4%
117534,150,140,75,0,5,55,0,0,0,0,5,0,0,10,10,88%,49%,0%,5%,35%,0%,0%,0%,0%,3%,0%,0%,6%,6%
138484,70,50,20,0,SUPP,25,0,0,0,0,5,0,0,10,10,73%,30%,0%,SUPP,41%,0%,0%,0%,0%,5%,0%,0%,15%,12%
138632,210,200,80,0,SUPP,120,0,0,0,0,5,0,SUPP,5,5,95%,37%,0%,SUPP,56%,0%,0%,0%,0%,1%,0%,SUPP,3%,2%
117537,170,150,45,0,5,95,5,0,0,0,5,0,0,15,5,88%,27%,0%,2%,56%,2%,0%,0%,0%,3%,0%,0%,8%,4%
117538,100,100,55,0,SUPP,40,0,0,0,0,5,0,0,SUPP,SUPP,96%,53%,0%,SUPP,41%,0%,0%,0%,0%,7%,0%,0%,SUPP,SUPP
137656,100,90,25,0,5,45,10,0,0,0,5,0,0,10,5,85%,27%,0%,3%,45%,11%,0%,0%,0%,3%,0%,0%,11%,4%
137002,230,220,75,5,SUPP,130,10,0,0,0,10,0,0,5,5,96%,32%,1%,SUPP,58%,4%,0%,0%,0%,3%,0%,0%,3%,2%
