RECTYPE,LEA,ESTAB,URN,NFTYPE,TPUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,PTEBACC_E_PTQ_EE,PTEBACC_PTQ_EE,PTL2BASICS_LL_PTQ_EE
1,856,6024,138376,IND,,NA,NA,NA,NA,NA,NA,NA
1,856,4000,138869,VA,62,53.9,-0.01,-0.29,0.27,0.18,0.1,0.74
1,856,4724,129645,VA,62,50.8,0.12,-0.16,0.39,0.16,0.13,0.65
1,856,4267,120292,CY,214,43.8,-0.44,-0.59,-0.29,0.32,0.13,0.52
1,856,4005,131945,FD,140,41.3,-0.48,-0.67,-0.29,0.34,0.11,0.46
1,856,4244,120282,CY,269,54.6,0.48,0.35,0.61,0.76,0.5,0.71
1,856,6000,120326,IND,,NA,NA,NA,NA,NA,NA,NA
1,856,4723,120307,VA,176,49.3,-0.18,-0.35,-0.02,0.3,0.2,0.58
1,856,4232,120279,CY,232,53.1,0.05,-0.09,0.19,0.36,0.28,0.69
1,856,4250,120286,CY,254,51.3,0.3,0.17,0.43,0.49,0.29,0.7
1,856,6905,128364,AC,74,34.8,-1.12,-1.36,-0.87,0.22,0.08,0.31
2,856,6025,139559,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,856,7003,138094,ACCS,8,3.4,-1.56,-2.41,-0.7,0,0,0
2,856,7218,130371,CYS,39,0.6,-1.91,-2.26,-1.56,0,0,0
2,856,7220,131187,CYS,22,15.8,-1.6,-2.09,-1.11,0,0,0.05
2,856,7215,120362,CYS,16,15.5,-1.59,-2.22,-0.96,0,0,0.06
2,856,7213,120361,FDS,9,NE,NE,NE,NE,NE,NE,NE
2,856,7221,131099,FDS,11,NE,NE,NE,NE,NE,NE,NE
4,856,,,,3409,46.1,-0.13,-0.17,-0.09,0.322,0.191,0.565
1,857,5405,137340,ACC,152,54.8,0.4,0.23,0.58,0.3,0.22,0.76
1,857,5406,136530,ACC,165,56.8,0.34,0.18,0.51,0.29,0.25,0.79
1,857,6000,120322,IND,,NA,NA,NA,NA,NA,NA,NA
1,857,5404,136629,ACC,172,53.9,0.14,-0.03,0.3,0.38,0.31,0.73
1,857,6002,120320,IND,,NA,NA,NA,NA,NA,NA,NA
2,857,6004,131018,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,857,6005,134938,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
4,857,,,,489,55.1,0.29,0.19,0.39,0.327,0.262,0.761
1,860,4500,124449,VC,104,47.2,0.16,-0.05,0.36,0.05,0.04,0.57
1,860,6013,124470,IND,,NA,NA,NA,NA,NA,NA,NA
1,860,4112,140123,ACC,197,53.2,0.27,0.12,0.42,0.47,0.23,0.73
1,860,4143,137356,ACC,184,46.7,-0.06,-0.22,0.09,0.3,0.22,0.59
1,860,4710,124459,VA,118,48,-0.25,-0.45,-0.05,0.14,0.08,0.55
1,860,4607,124455,VA,105,50,-0.28,-0.48,-0.07,0.25,0.16,0.6
1,860,4067,124396,FD,152,51,-0.17,-0.34,0,0.61,0.39,0.61
1,860,5401,137384,ACC,192,49.3,0.05,-0.1,0.2,0.08,0.04,0.35
1,860,5403,124468,VA,156,51.2,-0.15,-0.32,0.02,0.43,0.18,0.6
1,860,6008,124486,IND,,NA,NA,NA,NA,NA,NA,NA
1,860,6023,131695,IND,,NA,NA,NA,NA,NA,NA,NA
1,860,4178,124443,CY,221,50.7,0,-0.14,0.14,0.22,0.17,0.69
1,860,4153,136959,ACC,97,50,-0.04,-0.25,0.17,0.39,0.23,0.64
1,860,4140,124425,CY,211,49.9,-0.21,-0.36,-0.07,0.27,0.11,0.58
1,860,4093,140470,ACC,123,49.4,0.02,-0.17,0.21,0.89,0.28,0.45
1,860,4094,124412,FD,197,53,-0.13,-0.28,0.01,0.84,0.37,0.63
1,860,4075,124400,CY,233,49.1,0.06,-0.08,0.19,0.08,0.06,0.62
1,860,4176,136414,ACC,321,53.7,0.28,0.16,0.4,0.66,0.39,0.76
1,860,6003,124473,IND,,NA,NA,NA,NA,NA,NA,NA
1,860,4077,124401,CY,137,48.7,-0.46,-0.64,-0.28,0.51,0.27,0.66
1,860,5404,136886,ACC,140,54,0.01,-0.17,0.19,0.64,0.21,0.73
1,860,4126,124422,CY,207,52.6,-0.07,-0.22,0.07,0.47,0.37,0.7
1,860,4079,124402,CY,175,46.4,-0.17,-0.33,-0.01,0.2,0.13,0.45
1,860,4003,137103,AC,118,43.1,-0.53,-0.72,-0.33,0.23,0.12,0.43
1,860,4002,137100,AC,121,50.9,0.22,0.03,0.41,0.34,0.26,0.58
1,860,6906,139234,FUTC,182,48,-0.43,-0.59,-0.27,0,0,0.68
1,860,4061,136323,ACC,224,56.3,0.26,0.12,0.41,0.6,0.43,0.71
1,860,4181,124445,CY,136,43.5,-0.41,-0.59,-0.23,0.27,0.1,0.49
1,860,4087,124408,CY,216,54.3,-0.03,-0.18,0.11,0.54,0.34,0.8
1,860,4012,141700,VA,79,44.5,-0.52,-0.76,-0.28,0.51,0.23,0.51
1,860,4070,142313,ACC,228,47.2,-0.25,-0.39,-0.12,0.3,0.13,0.45
1,860,4009,141342,AC,117,51,0.03,-0.16,0.23,0.3,0.19,0.65
1,860,6905,136136,AC,164,46.1,-0.07,-0.23,0.1,0.26,0.11,0.47
1,860,4004,137146,AC,145,47.2,-0.1,-0.28,0.07,0.28,0.14,0.49
1,860,4085,124406,FD,117,42.5,-0.09,-0.28,0.11,0.22,0.03,0.48
1,860,6012,124474,IND,,NA,NA,NA,NA,NA,NA,NA
1,860,4090,140154,ACC,134,52,0.05,-0.13,0.23,0.26,0.18,0.7
1,860,6444,136685,IND,,NA,NA,NA,NA,NA,NA,NA
1,860,4072,124399,CY,130,55.9,0.57,0.38,0.75,0.69,0.44,0.66
1,860,4096,124413,FD,76,42.3,-0.38,-0.62,-0.14,0.72,0.18,0.38
1,860,4089,124409,CY,76,46.9,-0.12,-0.36,0.12,0.26,0.16,0.58
1,860,6015,124487,IND,,NA,NA,NA,NA,NA,NA,NA
1,860,4066,124395,CY,65,38.1,-0.69,-0.95,-0.43,0.31,0.15,0.45
1,860,4010,141343,AC,151,49.1,-0.43,-0.6,-0.26,0.24,0.14,0.57
1,860,4055,124392,CY,126,42.3,-0.1,-0.29,0.1,0.08,0.03,0.35
1,860,4610,138729,ACC,176,60.9,0.64,0.48,0.8,0.81,0.68,0.88
1,860,4051,124391,CY,120,47.5,-0.12,-0.31,0.08,0.28,0.18,0.51
1,860,4158,138728,ACC,186,51.5,0.27,0.12,0.42,0.34,0.23,0.62
1,860,4007,138351,F,27,42.5,-0.67,-1.08,-0.26,0.3,0.15,0.59
1,860,6005,124471,IND,,NA,NA,NA,NA,NA,NA,NA
1,860,6011,124476,IND,,NA,NA,NA,NA,NA,NA,NA
1,860,4713,140802,ACC,160,50.2,-0.12,-0.29,0.04,0.28,0.23,0.65
1,860,4180,124444,CY,162,53.4,0.17,0,0.34,0.31,0.23,0.7
1,860,4060,124393,FD,164,49.5,-0.33,-0.49,-0.16,0.03,0.03,0.69
1,860,6009,124489,IND,,NA,NA,NA,NA,NA,NA,NA
1,860,5402,124467,FD,58,43.9,-0.32,-0.6,-0.05,0,0,0.62
1,860,4005,137164,AC,79,45.6,-0.16,-0.4,0.07,0.11,0.05,0.48
1,860,4006,138435,AC,156,48.2,-0.06,-0.23,0.11,0,0,0.58
1,860,4146,124430,CY,253,54.2,0.27,0.13,0.4,0.48,0.26,0.66
1,860,4084,139708,ACC,112,42.4,-0.32,-0.51,-0.12,0.08,0.06,0.46
1,860,4111,124416,CY,189,56.3,-0.22,-0.37,-0.07,0.28,0.26,0.77
1,860,4183,137553,ACC,132,51.7,-0.01,-0.19,0.18,0.37,0.2,0.64
1,860,4086,124407,FD,187,50.5,-0.08,-0.24,0.08,0.53,0.32,0.59
1,860,4123,138936,ACC,171,47.4,-0.13,-0.29,0.03,0.18,0.14,0.55
1,860,4100,124415,CY,165,52.5,0.53,0.36,0.69,0.53,0.28,0.73
1,860,4013,142015,AC,192,44.8,-0.61,-0.77,-0.46,0.2,0.09,0.52
2,860,7026,141448,ACCS,27,3.7,-1.59,-2.02,-1.17,0,0,0
2,860,7027,141449,ACCS,16,4.3,-1.3,-1.86,-0.74,0,0,0
2,860,6026,133989,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,860,7015,124504,FDS,15,1.9,-1.64,-2.2,-1.08,0,0,0
2,860,7023,124508,CYS,16,6,-1.35,-1.87,-0.83,0,0,0
2,860,6040,138243,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,860,6041,142013,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,860,6037,137098,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,860,7024,142170,ACCS,20,0.1,-2.6,-3.08,-2.12,0,0,0
2,860,6022,124488,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,860,7028,124512,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,860,6029,131004,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,860,6443,136245,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,860,6039,137956,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,860,7041,124521,CYS,31,3.6,-1.6,-1.97,-1.22,0,0,0
2,860,6017,124495,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,860,6024,132735,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,860,7039,124520,CYS,9,NE,NE,NE,NE,NE,NE,NE
2,860,7030,124513,CYS,31,NE,NE,NE,NE,NE,NE,NE
2,860,7001,140997,ACS,18,1,-1.82,-2.36,-1.28,0,0,0
2,860,7043,124523,CYS,10,4.6,-1.57,-2.23,-0.91,0,0,0
4,860,,,,8761,48.9,-0.09,-0.11,-0.07,0.347,0.2,0.594
1,861,4046,124390,FD,145,41.5,-0.65,-0.83,-0.47,0.09,0.03,0.45
1,861,6905,136102,AC,132,44.5,0.11,-0.08,0.31,0.11,0.08,0.46
1,861,4714,136681,AC,179,40.4,-0.37,-0.53,-0.22,0.17,0.08,0.46
1,861,4038,140633,ACC,139,45,-0.15,-0.33,0.03,0.41,0.17,0.64
1,861,4173,138549,ACC,201,48.8,0.04,-0.11,0.18,0.08,0.06,0.58
1,861,6011,140330,IND,,NA,NA,NA,NA,NA,NA,NA
1,861,4712,136680,AC,108,47.9,0.16,-0.04,0.37,0.19,0.13,0.53
1,861,6906,136145,AC,135,49.3,0,-0.18,0.19,0.01,0.01,0.52
1,861,6007,137892,IND,,NA,NA,NA,NA,NA,NA,NA
1,861,5901,136460,ACC,122,63.1,0.33,0.13,0.53,0.39,0.35,0.93
1,861,4711,140149,ACC,195,55,0.32,0.17,0.47,0.36,0.23,0.75
1,861,4000,136824,AC,194,43.3,-0.38,-0.53,-0.23,0.43,0.1,0.43
1,861,5400,140304,ACC,175,51.5,0.15,-0.01,0.31,0.57,0.3,0.62
1,861,4044,124389,FD,163,50.4,-0.03,-0.2,0.13,0.48,0.29,0.57
1,861,6012,141128,IND,,NA,NA,NA,NA,NA,NA,NA
1,861,4001,138256,FSS,10,38,-0.42,-1.08,0.24,0,0,0.3
1,861,4003,139590,FSS,8,35.1,-0.59,-1.33,0.15,0,0,0.13
1,861,4002,139068,AC,159,46.6,0.25,0.08,0.42,0.31,0.11,0.45
1,861,4042,124388,FD,151,49.5,-0.18,-0.35,-0.01,0.33,0.28,0.58
1,861,6006,137574,IND,,NA,NA,NA,NA,NA,NA,NA
2,861,7007,124500,CYS,17,1.3,-1.78,-2.3,-1.26,0,0,0
2,861,7011,124503,CYS,8,NE,NE,NE,NE,NE,NE,NE
2,861,6004,136220,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,861,7005,124498,FDS,9,11.5,-2.02,-2.76,-1.28,0,0,0
2,861,7008,124501,CYS,22,1.5,-1.41,-1.87,-0.94,0,0,0
4,861,,,,2271,47,-0.08,-0.12,-0.03,0.278,0.154,0.551
1,865,4000,131969,CY,133,53.6,0.16,-0.03,0.34,0.3,0.17,0.81
1,865,4071,126459,FD,115,40.9,-0.7,-0.89,-0.5,0.39,0.12,0.5
1,865,5413,136500,ACC,118,71.5,0.39,0.18,0.61,0.98,0.94,1
1,865,6041,135486,IND,,NA,NA,NA,NA,NA,NA,NA
1,865,5408,142316,ACC,163,52.9,0.01,-0.16,0.18,0.5,0.23,0.75
1,865,4002,138885,AC,149,43.8,-0.19,-0.37,-0.02,0.51,0.28,0.46
1,865,4066,136611,ACC,217,50.7,-0.18,-0.32,-0.03,0.32,0.21,0.64
1,865,6007,126532,IND,,NA,NA,NA,NA,NA,NA,NA
1,865,5411,138630,ACC,179,45.9,-0.05,-0.21,0.11,0.23,0.1,0.54
1,865,6032,131743,IND,,NA,NA,NA,NA,NA,NA,NA
1,865,6037,134460,IND,,NA,NA,NA,NA,NA,NA,NA
1,865,6006,126519,IND,,NA,NA,NA,NA,NA,NA,NA
1,865,6018,126514,IND,,NA,NA,NA,NA,NA,NA,NA
1,865,5414,136296,ACC,261,52.4,0.08,-0.05,0.21,0.37,0.2,0.65
1,865,5406,137650,ACC,146,48.4,-0.23,-0.41,-0.06,0.12,0.08,0.57
1,865,4075,138020,ACC,243,46.5,-0.28,-0.42,-0.14,0.38,0.26,0.59
1,865,4072,137230,ACC,241,52.4,0.3,0.16,0.44,0.31,0.18,0.61
1,865,5402,136389,ACC,147,57.3,0.38,0.2,0.56,0.39,0.33,0.76
1,865,6026,126528,IND,,NA,NA,NA,NA,NA,NA,NA
1,865,4064,137308,ACC,201,57.9,0.43,0.28,0.58,0.63,0.45,0.79
1,865,6013,126516,IND,,NA,NA,NA,NA,NA,NA,NA
1,865,5415,126510,FD,160,47.3,-0.24,-0.41,-0.07,0.33,0.17,0.58
1,865,4013,141911,ACC,238,47.8,0.02,-0.12,0.16,0.13,0.09,0.55
1,865,5403,136849,ACC,63,51.2,-0.05,-0.32,0.22,0.49,0.32,0.57
1,865,4067,136911,ACC,266,54,0.25,0.12,0.38,0.43,0.25,0.73
1,865,5400,137375,ACC,151,56.1,0.21,0.04,0.39,0.55,0.4,0.81
1,865,4511,137827,ACC,160,53.1,0.14,-0.04,0.31,0.37,0.25,0.76
1,865,5405,138623,ACC,248,54.1,-0.09,-0.23,0.05,0.6,0.4,0.72
1,865,4610,126473,VA,96,45.5,-0.27,-0.49,-0.04,0.21,0.17,0.59
1,865,4537,137057,ACC,219,55.7,0.22,0.08,0.37,0.32,0.26,0.81
1,865,6016,126513,IND,,NA,NA,NA,NA,NA,NA,NA
1,865,6906,136183,AC,95,39.9,-0.35,-0.57,-0.13,0.29,0.02,0.38
1,865,5404,136632,ACC,279,54.6,0.22,0.09,0.35,0.67,0.41,0.72
1,865,5412,136391,ACC,122,73.3,0.31,0.1,0.51,0.8,0.79,1
1,865,4005,141964,FUTC,,,,,,,,
1,865,6001,126512,IND,,NA,NA,NA,NA,NA,NA,NA
1,865,4070,126458,CY,124,49,0.19,0,0.38,0.19,0.12,0.69
1,865,4006,126447,FD,108,51.5,0.2,-0.01,0.41,0.48,0.16,0.61
1,865,6009,126522,IND,,NA,NA,NA,NA,NA,NA,NA
1,865,6905,135804,AC,141,44.7,-0.38,-0.57,-0.2,0.64,0.08,0.5
1,865,4001,134199,VA,49,45.5,-0.03,-0.34,0.27,0.24,0.08,0.39
2,865,6008,126535,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,865,7007,126550,CYS,15,17.4,-1.75,-2.33,-1.17,0,0,0
2,865,7008,141647,ACCS,8,NE,NE,NE,NE,NE,NE,NE
2,865,7010,126553,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,865,6043,136019,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,865,7002,126546,CYS,29,NE,NE,NE,NE,NE,NE,NE
2,865,7009,126552,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,865,7015,137470,ACCS,12,11.5,-1.89,-2.59,-1.2,0,0,0.08
2,865,6034,132775,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
4,865,,,,4900,51.3,0.02,-0.01,0.05,0.415,0.258,0.66
1,866,4065,137408,ACC,155,43.6,-0.31,-0.49,-0.12,0.41,0.12,0.45
1,866,5410,137190,ACC,224,50.1,0.1,-0.04,0.24,0.39,0.24,0.67
1,866,4060,137684,ACC,168,45.5,-0.39,-0.55,-0.23,0.21,0.14,0.55
1,866,4074,136860,ACC,181,51.8,0.02,-0.14,0.17,0.6,0.25,0.63
1,866,4088,131196,CY,224,49.1,-0.48,-0.62,-0.34,0.27,0.14,0.58
1,866,5407,137265,ACC,209,47.1,-0.15,-0.3,-0.01,0.13,0.06,0.56
1,866,4086,137264,ACC,155,50.9,0.19,0.02,0.37,0.17,0.1,0.71
1,866,6001,126536,IND,,NA,NA,NA,NA,NA,NA,NA
1,866,4084,140515,ACC,174,48.8,-0.37,-0.53,-0.21,0.15,0.09,0.65
1,866,5417,137160,ACC,195,53.9,0.08,-0.07,0.23,0.37,0.28,0.71
1,866,5409,136980,ACC,222,52.6,0.13,-0.01,0.28,0.71,0.37,0.73
1,866,6905,135364,AC,96,46.7,0.24,0.02,0.47,0.2,0.11,0.6
1,866,4000,140972,FUTC,61,38.7,-1.17,-1.45,-0.9,0.11,0.05,0.36
2,866,7006,126549,CYS,22,0.2,-1.87,-2.38,-1.37,0,0,0
2,866,7004,126547,CYS,18,5.3,-2.51,-3.02,-2,0,0,0
2,866,7012,126555,CYS,15,NE,NE,NE,NE,NE,NE,NE
4,866,,,,2111,48,-0.16,-0.21,-0.12,0.328,0.173,0.606
1,867,4000,142577,AC,,,,,,,,
1,867,4030,110047,CY,141,46.3,0.14,-0.04,0.33,0.63,0.15,0.3
1,867,4061,110071,CY,128,46.1,-0.28,-0.47,-0.09,0.09,0.03,0.52
1,867,4032,110049,CY,210,58.7,0.5,0.35,0.65,0.35,0.31,0.77
1,867,4059,110069,CY,265,47.4,-0.08,-0.21,0.05,0.26,0.1,0.52
1,867,6000,110117,IND,,NA,NA,NA,NA,NA,NA,NA
1,867,6005,110159,IND,,NA,NA,NA,NA,NA,NA,NA
1,867,4603,137267,ACC,158,60.8,0.42,0.25,0.59,0.66,0.54,0.86
1,867,4058,110068,CY,160,50.4,-0.08,-0.25,0.08,0.38,0.24,0.65
1,867,6001,110125,IND,,NA,NA,NA,NA,NA,NA,NA
2,867,6580,110178,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,867,6035,134415,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,867,7032,110190,CYS,12,NE,NE,NE,NE,NE,NE,NE
4,867,,,,1075,51.2,0.09,0.02,0.15,0.379,0.223,0.605
1,868,4506,138342,ACC,134,50.2,-0.17,-0.36,0.01,0.3,0.2,0.61
1,868,6011,110147,IND,,NA,NA,NA,NA,NA,NA,NA
1,868,4029,138823,ACC,245,56.8,0.31,0.17,0.45,0.47,0.35,0.78
1,868,4084,133580,VA,88,50.4,0.21,-0.04,0.47,0.28,0.2,0.68
1,868,6014,110153,IND,,NA,NA,NA,NA,NA,NA,NA
1,868,4056,137695,ACC,146,54.5,0.21,0.03,0.38,0.4,0.29,0.74
1,868,4000,138879,AC,64,48,-0.01,-0.27,0.26,0.33,0.2,0.64
1,868,6016,110158,IND,,NA,NA,NA,NA,NA,NA,NA
1,868,4055,137740,ACC,186,55.1,0.26,0.1,0.42,0.47,0.31,0.74
1,868,6022,141225,IND,,NA,NA,NA,NA,NA,NA,NA
1,868,4001,139971,F,,,,,,,,
1,868,6012,110150,IND,,NA,NA,NA,NA,NA,NA,NA
1,868,6013,110152,IND,,NA,NA,NA,NA,NA,NA,NA
1,868,4036,110051,CY,181,58.4,0.42,0.26,0.58,0.7,0.52,0.88
1,868,6018,110167,IND,,NA,NA,NA,NA,NA,NA,NA
1,868,6001,110119,IND,,NA,NA,NA,NA,NA,NA,NA
1,868,6002,110120,IND,,NA,NA,NA,NA,NA,NA,NA
1,868,4044,141844,ACC,222,52.1,0.15,0,0.3,0.39,0.24,0.67
1,868,4046,141852,ACC,183,51.5,0.11,-0.05,0.27,0.49,0.39,0.73
2,868,7206,133743,NMSS,,NA,NA,NA,NA,NA,NA,NA
2,868,6023,142325,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,868,7009,110183,CYS,22,0.3,-1.93,-2.41,-1.45,0,0,0
4,868,,,,1471,53,0.16,0.11,0.22,0.441,0.315,0.722
1,869,6000,110121,IND,,NA,NA,NA,NA,NA,NA,NA
1,869,5404,137777,ACC,152,47.5,-0.08,-0.25,0.09,0.46,0.32,0.59
1,869,6002,110123,IND,,NA,NA,NA,NA,NA,NA,NA
1,869,5406,110102,FD,178,57.2,0.3,0.14,0.46,0.57,0.4,0.74
1,869,4034,110050,CY,68,50.6,-0.02,-0.28,0.23,0.54,0.28,0.66
1,869,4042,136647,ACC,283,54.3,0.41,0.28,0.53,0.59,0.31,0.74
1,869,4052,110063,VA,258,51.8,-0.08,-0.21,0.05,0.35,0.21,0.62
1,869,8001,130602,FESI,,NA,NA,NA,NA,NA,NA,NA
1,869,6016,135819,IND,,NA,NA,NA,NA,NA,NA,NA
1,869,6009,110169,IND,,NA,NA,NA,NA,NA,NA,NA
1,869,6005,110132,IND,,NA,NA,NA,NA,NA,NA,NA
1,869,4038,136733,ACC,152,50.2,0.03,-0.15,0.2,0.45,0.25,0.7
1,869,5402,137465,ACC,246,59.1,0.42,0.28,0.56,0.68,0.52,0.79
1,869,6004,110128,IND,,NA,NA,NA,NA,NA,NA,NA
1,869,4000,139938,AC,188,47.8,-0.36,-0.51,-0.21,0.24,0.12,0.56
1,869,4055,138525,ACC,164,47.2,0.12,-0.05,0.29,0.15,0.12,0.51
1,869,4031,110048,CY,163,55.7,0.35,0.18,0.51,0.86,0.48,0.73
2,869,7028,110186,CYS,24,2.1,-1.52,-1.95,-1.08,0,0,0
2,869,7007,110182,CYS,9,0,-1.89,-2.58,-1.19,0,0,0
2,869,6017,139963,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,869,7005,110180,NMSS,,NA,NA,NA,NA,NA,NA,NA
2,869,6014,132003,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
4,869,,,,1934,50.6,0.04,-0.01,0.08,0.473,0.294,0.642
1,870,6008,110165,IND,,NA,NA,NA,NA,NA,NA,NA
1,870,5411,110107,VA,145,47.9,0.2,0.02,0.39,0.21,0.1,0.59
1,870,6003,110112,IND,,NA,NA,NA,NA,NA,NA,NA
1,870,4020,136307,ACC,213,55,0.04,-0.1,0.19,0.43,0.31,0.74
1,870,6905,130247,AC,178,36,-0.83,-0.99,-0.67,0.15,0.06,0.33
1,870,5413,136448,ACC,95,76.3,0.57,0.35,0.79,0.89,0.89,1
1,870,6001,110110,IND,,NA,NA,NA,NA,NA,NA,NA
1,870,4001,141886,F,,,,,,,,
1,870,5410,136876,ACC,230,43.4,-0.23,-0.37,-0.09,0.24,0.11,0.55
1,870,6000,110109,IND,,NA,NA,NA,NA,NA,NA,NA
1,870,5400,110096,FD,132,43.1,-0.39,-0.59,-0.19,0.17,0.14,0.48
1,870,5401,136449,ACC,124,76.7,0.65,0.43,0.86,0.95,0.95,1
1,870,6011,137999,IND,,NA,NA,NA,NA,NA,NA,NA
1,870,6002,110111,IND,,NA,NA,NA,NA,NA,NA,NA
1,870,4000,139268,FUTC,52,49.8,-0.27,-0.59,0.05,0.17,0.15,0.71
1,870,4002,142121,F,,,,,,,,
2,870,7001,137435,ACCS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,870,7031,110189,CYS,6,16.2,-1.82,-2.68,-0.97,0,0,0
2,870,7000,139728,FS,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
4,870,,,,1175,51.2,-0.11,-0.17,-0.05,0.371,0.294,0.636
1,871,4082,137259,ACC,146,52.6,0.44,0.26,0.62,0.16,0.12,0.72
1,871,4085,110076,CY,140,43,-0.63,-0.82,-0.44,0.09,0.07,0.53
1,871,4002,141009,F,,,,,,,,
1,871,4003,141970,F,,,,,,,,
1,871,5407,137726,ACC,120,69.3,0.44,0.24,0.63,0.45,0.43,0.99
1,871,6905,135631,AC,175,53.2,0.22,0.06,0.38,0.25,0.15,0.7
1,871,5405,136521,ACC,150,69.7,0.36,0.18,0.53,0.82,0.73,0.99
1,871,6001,110162,IND,,NA,NA,NA,NA,NA,NA,NA
1,871,4001,140156,F,,,,,,,,
1,871,6002,136955,IND,,NA,NA,NA,NA,NA,NA,NA
1,871,4700,110084,VA,124,69,0.37,0.17,0.56,0.82,0.75,0.99
1,871,4800,110087,VA,129,49.6,0.4,0.2,0.59,0.71,0.23,0.57
1,871,4510,137287,ACC,151,47.7,0.29,0.1,0.47,0.08,0.07,0.59
1,871,5408,136420,ACC,149,70.2,0.66,0.49,0.84,0.95,0.68,0.99
1,871,5409,138012,ACC,167,48.2,0.17,0.01,0.33,0.07,0.04,0.56
1,871,4089,110078,CY,161,43.3,-0.05,-0.22,0.13,0.4,0.11,0.49
2,871,7035,110185,CYS,19,0.4,-1.54,-2.03,-1.04,0,0,0
4,871,,,,1631,54.8,0.22,0.17,0.28,0.416,0.292,0.721
1,872,4001,142181,AC,,,,,,,,
1,872,4051,110062,CY,137,46.5,-0.08,-0.27,0.11,0.8,0.15,0.63
1,872,4049,110060,CY,192,50.7,0.09,-0.06,0.25,0.47,0.31,0.63
1,872,4050,139853,ACC,194,49.5,-0.32,-0.48,-0.17,0.19,0.12,0.73
1,872,4047,136880,ACC,193,60.9,0.61,0.46,0.76,0.67,0.64,0.86
1,872,6000,110136,IND,,NA,NA,NA,NA,NA,NA,NA
1,872,4053,136637,ACC,277,57.1,0.4,0.27,0.53,0.57,0.37,0.8
1,872,4000,138367,F,,,,,,,,
1,872,4505,136891,ACC,172,58.8,0.64,0.48,0.81,0.56,0.42,0.81
1,872,6006,110151,IND,,NA,NA,NA,NA,NA,NA,NA
1,872,6001,110137,IND,,NA,NA,NA,NA,NA,NA,NA
1,872,4048,110059,CY,185,53.5,0.16,0.01,0.32,0.35,0.25,0.63
1,872,4060,142166,ACC,224,54.9,0.22,0.08,0.36,0.76,0.42,0.78
2,872,7029,110187,CYS,18,NE,NE,NE,NE,NE,NE,NE
2,872,7006,110181,NMSS,,NA,NA,NA,NA,NA,NA,NA
2,872,7033,110191,CYS,12,6.3,-2.16,-2.76,-1.56,0,0,0
4,872,,,,1603,53.4,0.2,0.14,0.25,0.533,0.337,0.728
1,873,6049,136083,IND,,NA,NA,NA,NA,NA,NA,NA
1,873,4603,137377,ACC,219,52.4,0.21,0.07,0.36,0.34,0.16,0.7
1,873,5401,137427,ACC,124,56.7,0.27,0.08,0.46,0.48,0.35,0.66
1,873,6023,131074,IND,,NA,NA,NA,NA,NA,NA,NA
1,873,4002,136677,ACC,205,56.2,0.21,0.06,0.36,0.63,0.45,0.79
1,873,4006,139408,F,,,,,,,,
1,873,6022,110935,IND,,NA,NA,NA,NA,NA,NA,NA
1,873,6021,110934,IND,,NA,NA,NA,NA,NA,NA,NA
1,873,6042,135184,IND,,NA,NA,NA,NA,NA,NA,NA
1,873,4029,136887,ACC,181,58.5,0.51,0.34,0.67,0.52,0.5,0.77
1,873,4031,136650,ACC,119,49.1,0.06,-0.14,0.27,0.58,0.29,0.61
1,873,5406,136463,ACC,302,58.6,0.54,0.41,0.66,0.59,0.36,0.78
1,873,4038,137434,ACC,149,52.4,0.39,0.21,0.56,0.5,0.3,0.7
1,873,4045,138177,ACC,203,49.7,0.14,-0.01,0.29,0.24,0.14,0.68
1,873,4083,137779,ACC,202,45.1,-0.41,-0.56,-0.26,0.29,0.21,0.5
