LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Exclud",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Exclu1",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
919,3025,117397,8,9,3,7.2,6.2,2.8,17.2,33813
919,3026,117398,11,16,3,10.3,7.3,2.2,21.7,38141
919,3029,117400,23,32,10,21.3,20.3,8.7,20.6,32700
919,3030,117401,14,13,3,11,8.6,1.3,19.1,36412
919,3032,117402,5,6,2,3.9,3.3,1.4,18.3,37570
919,3034,117403,10,8,3,5.4,3.3,1.1,17.8,35775
919,3037,117404,12,11,2,8.6,5.4,0.8,19.4,37165
919,3038,117405,6,7,2,5.5,5.5,1.8,20.6,35898
919,3039,117406,14,19,2,13.3,12,2,21.8,34039
919,3040,117407,14,14,4,11.2,7.2,1.9,19.5,35209
919,3041,117408,9,9,3,6.3,4.3,1.5,15.3,34537
919,3042,117409,15,7,5,12,4.6,2.9,19.4,34288
919,3043,117410,17,19,11,15.9,11.7,6.6,20.5,32492
919,3045,117412,5,3,1,3.6,2.2,0.8,11.4,33033
919,3047,117413,10,10,4,7.7,5.7,2.7,18.8,31049
919,3049,117414,15,17,3,10.6,9.1,1.9,20.1,34401
919,3053,117415,14,14,2,12,8.6,1.4,17.1,37151
919,3054,117416,13,11,5,10.6,6.3,3.5,20.7,39429
919,3301,117417,12,9,4,10.2,5.5,2.4,21.4,37495
919,3302,117418,13,11,4,10.5,5.8,3.4,21.4,36656
919,3303,117419,5,5,2,4.3,2.2,1.1,14.8,37767
919,3304,131955,37,19,11,27.2,11.4,9.5,16,34033
919,3306,117420,6,7,4,6,1.9,2.3,10.8,37116
919,3307,117421,9,6,4,7,3.3,2.3,17.3,35777
919,3308,117422,4,2,1,2.5,1.2,0.9,8.6,42553
919,3314,117423,10,12,5,7.8,9.4,3.4,22.8,33704
919,3315,117424,15,14,3,9.6,6.4,1.4,19.1,34023
919,3318,117425,17,19,5,15.6,10.4,3.4,20.9,36913
919,3319,117426,17,19,7,10.7,7,4.2,20.9,36276
919,3326,117428,10,13,4,9.3,7,3,21.2,37061
919,3327,117429,13,17,2,12.4,9.7,1.5,18.1,37042
919,3329,117430,11,7,3,8.2,2.2,2.1,21.3,39264
919,3333,117431,11,11,2,8.9,6.9,1.5,21.1,38557
919,3334,117432,13,10,3,10.2,5.5,1.8,19.1,35624
919,3335,117433,7,1,2,5.8,0.7,1.4,12.8,37553
919,3336,117434,13,11,1,7.3,5.8,1,20.8,37040
919,3339,117435,8,7,1,5.5,3.6,1,18,38999
919,3341,117436,14,9,6,11.7,5.6,3.6,19.2,35501
919,3344,117437,15,15,6,10.8,7.6,3.1,21.2,33330
919,3345,117438,14,15,4,11.1,7.8,3,21,36555
919,3347,117439,4,1,2,3.8,0.5,0.9,7.9,33206
919,3348,117440,10,10,2,6.6,4.9,1.8,23.1,36882
919,3349,117441,12,9,3,9,4.5,2.6,24.7,37956
919,3350,117442,13,11,6,10.5,5.7,6,21.3,35424
919,3352,117443,8,7,2,5.8,3,0.9,18.3,37456
919,3353,117444,17,13,4,13,7.7,2.7,16,32493
919,3357,117445,10,7,2,7.2,2.9,1.3,16.9,35474
919,3358,117446,7,7,2,5.8,5.1,2,18,36010
919,3359,117447,12,13,4,10.1,8.6,2.7,21.2,31317
919,3360,117448,12,12,2,10.1,6.8,1.9,21.2,37854
919,3361,117449,15,11,6,10.2,5.8,3.9,20.6,38044
919,3362,117450,13,17,5,10.4,8.7,2.6,19.7,35980
919,3363,117451,14,7,2,8.3,5.2,1.7,17.3,35335
919,3364,117452,10,11,4,8.3,7.3,2.1,24.4,39541
919,3366,117453,5,7,3,3.9,3.9,1.1,16.5,41802
919,3367,117454,8,8,5,6.5,4,2.5,17.2,37517
919,3368,117455,5,11,2,5,5,1,17.3,37306
919,3369,117456,13,16,4,9.7,7.9,2.5,20.6,38211
919,3370,117457,8,8,2,6.6,5.1,1.7,20.3,33571
919,3371,117458,11,13,7,8.4,5.1,2,28.1,38525
919,3373,117459,9,8,4,6.9,2.8,2.5,20.3,37160
919,3376,117460,12,16,5,8.9,8.4,2.4,24.9,38479
919,3378,117461,12,9,3,8.6,4.1,1.7,22.3,36107
919,3379,117462,20,10,4,16.1,5,2.7,18.7,36197
919,3380,117463,11,9,3,6.8,3.1,1.5,15.1,34640
919,3382,117464,13,10,4,9.8,5.4,2.4,21.7,38989
919,3383,117465,14,12,3,11.1,6.2,1.6,19.9,35970
919,3384,117466,12,18,4,10.6,10.9,2.8,20.9,36384
919,3385,117467,15,14,4,11.2,9.1,2.8,21.1,38305
919,3386,117468,16,8,4,12.7,4.3,3.5,19.1,37964
919,3388,117469,20,22,4,17.9,16.1,2.5,20.6,37004
919,3389,117470,14,11,3,10.2,6,2.1,21.7,37426
919,3391,117471,12,12,4,9.4,6.8,2.5,23.6,38753
919,3393,117472,16,16,4,10.7,6.6,2.6,21.1,37321
919,3394,117473,20,18,3,16.9,9.3,2.8,19.3,36920
919,3397,117474,11,19,4,8.1,11.5,2.3,27.6,40766
919,3398,117475,9,6,4,7.8,3.5,2.8,24.6,35830
919,3399,138322,12,10,5,9.3,7,3.2,23.4,38830
919,3400,138354,13,13,6,11,7.1,4.4,20.3,34986
919,3401,117478,17,22,4,12.9,9.5,2.4,21.9,36401
919,3402,117479,14,19,6,10.2,6.9,2.2,21.1,36641
919,3403,117480,16,10,4,11.7,4.5,2.5,16.1,36356
919,3404,117481,14,10,3,11.3,4.8,2,18.8,34995
919,3406,140238,12,11,6,11.6,7.6,3.7,17.5,34264
919,3408,117483,12,12,2,10,5.4,1.7,21,35944
919,3409,117484,13,10,3,9.2,6.3,2.5,21.4,37722
919,3410,117485,16,14,4,10.3,6,2.1,20.5,36435
919,3413,138316,13,9,5,10.2,4.8,3.1,21,35916
919,3415,117488,17,16,3,14.8,8.4,2.5,20.1,36679
919,3416,117489,13,11,4,10.8,6.6,2.5,20.2,34155
919,3419,117490,26,32,7,19.5,13,4.6,21.8,38069
919,3421,117491,14,13,3,13,6.3,2.1,18.4,36719
919,3423,117492,14,12,2,10.7,9,1.9,19.1,35073
919,3424,117493,12,11,5,8.8,6,2,23.8,34203
919,3428,117495,22,19,7,17.4,7.9,3.8,20.6,36934
919,3429,136024,19,24,4,16.4,13.2,3.3,18.5,36500
919,3975,117496,10,9,3,9.1,4.2,2,22.6,34417
919,3976,117497,9,7,3,8.6,4.8,2.3,18,34502
919,3977,117498,20,23,5,17.8,16.3,3,24.7,36994
919,3978,133773,24,12,4,19.2,7,3.7,17,37814
919,3979,141851,28,38,8,21.8,23.3,6.3,21,35348
919,3981,134685,15,17,7,11.3,8.2,4.1,20.3,38875
919,3982,134716,23,24,4,21.8,18.5,3.4,21.2,35874
919,3983,135083,22,31,13,18.9,20.2,8.4,20.6,36809
919,3984,135084,13,13,3,11.1,9.6,2.2,19.1,36677
919,3985,127416,23,19,5,20.9,14.8,3.7,22.1,34900
919,3986,137351,19,25,10,17.9,14.1,7.2,24.3,36522
919,3987,135221,17,21,7,12.9,14.6,5.9,16.3,37717
919,3988,135222,19,19,7,17.5,14.2,4.3,17.2,34236
919,3989,135223,20,27,6,18.4,21,4.6,20.1,33578
919,3990,135224,19,19,8,16.6,11.8,6.1,20.9,35410
919,3991,135339,20,28,11,19.6,16.6,7.1,20.2,35212
919,3992,135528,26,25,7,21.4,14.1,4.4,21.6,36039
919,4003,138582,54,19,26,49,16.8,19.6,14.8,38388
919,4067,140294,89,23,64,74.5,14.9,28.7,15.4,38561
919,4144,117541,16,17,7,14.1,9.8,4.2,18.4,39182
919,4145,137658,29,9,14,23.5,4.6,9.4,18.9,37434
919,4146,140249,20,12,11,18.5,5.2,7,17.8,39256
919,4149,137657,15,6,7,11.8,4.5,3.4,14.2,37801
919,4506,117554,32,3,10,31.3,3,9.2,14.2,33719
919,4627,117559,15,12,5,12.7,6.5,3.5,19.3,37666
919,5200,138292,13,10,6,11.3,5.9,4.1,18.6,35192
919,5201,139507,20,16,6,11.6,6.8,3,18.9,35918
919,5202,117562,21,20,4,18.1,14,3.9,17.6,36016
919,5203,117563,16,14,2,10.7,7.2,1.6,19.3,34827
919,5204,117564,7,14,2,5.1,3.8,1.4,19.2,40180
919,5205,117565,26,15,4,20.4,10.5,2.4,21.2,35251
919,5206,138215,17,12,11,14.2,8.5,6.6,15.9,37831
919,5207,117567,13,11,2,10,5.4,1.5,22.3,33607
919,5208,137861,21,13,5,19.8,9.5,4.2,20.4,35139
919,5209,117569,6,8,9,4.6,6.7,2,21.7,41904
919,5210,117570,20,17,3,16.8,11.7,2.3,19.5,35180
919,5211,138288,14,10,3,12,9.4,2.9,22.7,33677
919,5212,141898,17,9,5,13.3,5.6,2.8,17.7,37401
919,5213,131456,18,12,5,13.2,9.9,2.8,16.7,33386
921,2000,139644,10,10,6,8.1,6.4,3.1,23.1,36268
921,2001,118155,4,6,11,3.8,3,4.5,17.4,35744
921,2002,118156,22,40,8,17,11,5,17.8,35954
921,2005,118158,11,13,2,9.3,7.3,1.7,20.9,37711
921,2006,118159,8,11,6,8,7.4,2.8,14.5,35101
921,2007,118160,19,17,7,15.5,10.1,3.9,23.6,34922
921,2009,118161,11,8,4,10.5,6.6,3.5,18.4,33110
921,2010,118162,11,11,2,9.5,7.8,1.7,21.2,35584
921,2012,118163,10,13,10,10,10.6,6.2,22.5,38583
921,2014,118164,19,25,7,18.5,18.2,5.3,20.2,35937
921,2015,118165,10,12,6,6.8,5.5,2.1,23.4,36722
921,2016,139454,11,18,7,8.8,9.4,3.1,22.7,36514
921,2018,118167,16,14,6,15.2,8.1,4.8,19.5,34357
921,2021,118168,20,29,9,20,19.3,6.1,20,36945
921,2024,118169,5,6,4,4.3,2.9,1.1,18.1,35880
921,2029,118172,9,15,8,8.4,7.4,3.4,23.8,36714
921,2030,118173,9,11,6,8.5,6.4,2.6,17.8,33870
921,2032,141305,19,23,19,15.3,15.8,9,19.8,32171
921,2033,118175,22,44,8,18.7,26.3,5.4,20.7,35151
921,2038,118176,11,11,5,9,6.1,2.4,24.5,35294
921,2039,118177,16,31,8,14.9,21.3,4.8,22.9,34702
921,2041,118178,11,20,6,7.3,10.3,2.7,26.8,42108
921,2042,118179,12,14,5,10.5,9.1,2.3,22.6,37108
921,2043,136008,23,36,6,20.7,24.9,2.9,19.3,36204
921,2044,136013,26,21,11,22.6,14.5,5.4,18.4,34917
921,2045,136011,19,27,11,16.2,14.4,5.9,19.5,34144
921,3000,118180,10,11,4,7.7,7.2,3.2,24.5,33175
921,3001,118181,12,11,7,8.5,7.2,2.6,22.8,38412
921,3003,118182,8,10,5,6.8,5.5,3.3,13.8,35132
921,3004,118183,23,25,4,20.3,16,2.9,18.7,33575
921,3006,118185,8,5,4,5.7,2.4,1.9,19.3,36669
921,3011,118188,12,13,4,9.1,6.4,2.5,18.7,37328
921,3300,118192,9,11,13,8.2,5.7,3.4,19.6,34910
921,3303,118193,17,35,8,15.5,20.8,6.1,18.4,35666
921,3304,118194,6,7,4,4.6,3.6,2.4,21.8,37411
921,3310,118195,11,26,4,10.6,11,2.6,19.6,36858
921,3311,118196,8,10,3,6.6,4.5,1.3,20,35186
921,3313,118198,11,12,5,9.4,6.9,2.5,21.7,39541
921,3314,118199,10,12,2,9,6.1,1.1,21,34469
921,3315,118200,19,19,7,16.5,15.2,5.2,19.8,32954
921,3316,138068,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
925,2000,138442,17,24,4,15.1,16.3,3.4,22.2,31681
925,2002,120370,10,12,13,9.4,8.1,2.9,22.8,33249
925,2003,120371,8,NA,7,7,NA,2,18.2,35458
925,2004,138444,8,12,3,6.6,7.8,1.9,18.6,36677
925,2005,138445,23,36,6,20.4,16,5.2,16.6,36049
925,2006,138970,9,13,4,8.4,6.3,2.8,21.4,32647
925,2007,139266,4,5,1,4,3.4,1,18.5,36601
925,2008,139332,15,11,3,13.6,9.4,2.9,14.1,31188
925,2009,137794,20,14,6,16.9,10.5,4.4,24.3,NA
925,2010,139597,11,6,1,9.5,5.4,1,18.7,33293
925,2012,120373,7,9,6,5.7,5.5,2,23,38351
925,2013,120374,7,5,8,5.6,2.9,1.6,20.4,40646
925,2014,139702,5,6,2,5,4.4,1.3,18.2,39294
925,2015,140185,7,16,3,7,12.7,1.7,26.7,38524
925,2016,140214,4,3,4,3.2,2.3,2.2,28.5,39731
925,2017,120375,5,2,3,5,1,1,15.2,32562
925,2018,140329,2,3,2,1.9,2.4,2,25,SUPP
925,2019,120376,6,3,4,4.4,1.6,1.3,17,41460
925,2020,139618,21,31,9,18.7,15.3,6.2,20.7,35851
925,2021,140498,4,4,3,4,4,2.1,18.5,29761
925,2023,140988,4,5,2,3,3.5,1,16.7,37132
925,2024,141100,20,20,3,18.1,14.5,2.4,21,39369
925,2025,120379,7,7,8,6.6,5.5,2,17.2,36765
925,2027,141223,24,18,6,22.8,16.1,4.1,20,32593
925,2028,120381,12,11,11,10,5.2,2.4,20.2,36691
925,2030,120382,12,14,15,11.3,8.2,4.4,22.6,37030
925,2031,120383,4,4,6,3.5,2.6,1.3,17.4,32638
925,2033,120385,5,8,2,4.4,3.9,0.6,12,36206
925,2034,120386,6,6,6,5,2.8,1.3,18.3,38862
925,2035,141390,4,3,2,4,1.7,0.4,11,37874
925,2038,120387,10,13,14,8.8,10.3,5.8,21.1,33566
925,2039,120388,7,7,5,6,2.8,1.6,23.3,38122
925,2041,120389,7,10,5,5.6,4.8,1.5,18.2,32792
925,2046,120390,12,14,9,9.8,4.3,2.6,20,39144
925,2050,120391,6,9,8,5.3,3.3,1.5,13.2,NA
925,2054,120392,10,8,9,9.9,6.3,3.3,22.8,36166
925,2055,120393,14,18,17,12.4,8.7,4.8,25.1,35526
925,2057,136790,24,35,4,22,18.9,3.7,25.2,38438
925,2061,120395,17,14,19,14.5,5.7,5.7,19.9,35227
925,2062,120396,13,12,9,10.3,5.1,2.5,19.8,37798
925,2064,138748,14,28,3,12.3,12.3,3,27.2,36135
925,2065,120398,11,12,7,10.1,6.8,2.6,23.3,35116
925,2066,120399,11,12,12,10.2,10.1,4.9,16.5,36235
925,2067,120400,12,11,10,9.1,5.9,2.7,21.5,35964
925,2070,120401,7,18,8,6.8,10.9,2.7,29.3,35397
925,2072,137599,37,21,9,30,13.3,5.6,21.2,35400
925,2074,138486,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
925,2075,137201,15,18,3,13.2,8.2,2.5,21,34087
925,2084,120406,20,20,18,18.4,11.6,5,21,34976
925,2085,120407,4,2,5,3.9,1.4,1.4,15.1,37548
925,2087,120408,9,8,11,7.8,5.7,3.6,21.7,38987
925,2088,120409,6,5,7,5.5,2.7,3.2,9.6,33694
925,2089,120410,5,6,4,3.7,2.7,0.9,13.8,44391
925,2090,139192,7,7,1,7,4.7,1,18.7,32824
925,2091,120412,4,4,7,4,2.3,1.6,20.8,34269
925,2092,120413,4,2,4,4,0.6,1.4,13,31641
925,2093,141260,12,22,7,11,9.9,2.4,23.9,35596
925,2094,120415,24,23,29,24,12.3,8.5,20.9,36073
925,2095,120416,20,19,21,18.6,9.1,5.7,20.9,33839
925,2096,120417,5,7,6,3.7,3.2,1.2,17.5,35538
925,2097,120418,13,9,9,10.1,4.8,2.4,26.5,37103
925,2102,120419,4,8,3,3.6,3.4,1.2,24.4,33492
925,2104,120420,5,7,13,5,2.5,2.2,20.8,33693
925,2105,120421,7,6,1,6.5,1.8,0.2,13.8,36575
925,2107,120422,5,6,11,2.9,3.5,2,24.3,39548
925,2109,120423,10,17,12,8.2,11.2,4.5,27.6,38704
925,2113,120424,21,18,23,16.6,12.1,5.2,22.2,34445
925,2114,120425,21,39,4,18.4,18.4,2.6,20.5,36205
925,2116,138291,28,14,4,22,8.1,2.9,17.8,33746
925,2120,120427,21,29,21,18.5,18.1,6.3,23.2,36222
925,2122,139142,5,9,8,5,7.1,3.5,18.8,35264
925,2124,120429,22,28,16,21,19.4,7.1,20.8,37075
925,2135,120436,10,12,13,8.4,9.1,4.5,17.6,31453
925,2136,139470,17,NA,NA,15.3,NA,NA,20.3,35032
925,2137,138149,11,11,2,7.7,7.8,1.9,20.9,37727
925,2142,120440,17,20,12,15.7,13.4,5.2,23,36180
925,2146,120443,3,8,5,3,3.2,0.9,13.3,SUPP
925,2149,120444,5,4,3,4.1,2.2,1.1,19.8,32840
925,2151,120445,4,6,5,2.8,3.4,1,20.8,34801
925,2152,120446,3,8,8,2.5,4.3,1.3,24.4,SUPP
925,2153,120447,5,4,2,3.2,2,1,10.8,38512
925,2157,139296,7,6,3,7,3.6,1.2,13.3,30353
925,2158,120450,3,4,4,2.8,1.7,0.7,15.6,SUPP
925,2159,120451,6,10,6,6,3.9,1.2,17.2,35644
925,2161,138749,4,5,1,4,2.3,0.7,14.5,34633
925,2162,120453,7,9,6,4.8,6.2,2,22.6,37577
925,2166,120454,6,6,9,5.2,3.9,2,22.6,38874
925,2168,141793,12,17,3,8.8,8.7,1.6,20.2,32696
925,2169,120457,3,2,4,3,1.1,1,9,SUPP
925,2170,120458,18,43,19,16,22.7,6.2,19.2,35918
925,2171,138637,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
925,2174,120461,5,9,5,4.2,5,1.3,15.6,31020
925,2175,120462,5,5,5,3.9,2.2,1.1,25.8,38050
925,2176,120463,7,6,7,5.5,2.4,1.5,18.5,37660
925,2177,120464,12,12,14,9.7,7.7,3.2,22.4,39406
925,2178,120465,4,3,4,2.7,1.6,1,24.4,34687
925,2179,120466,3,7,5,2.1,1.9,1.6,25,SUPP
925,2180,120467,5,5,4,3.8,3.6,1.2,10.7,38845
925,2181,120468,5,7,6,3.9,3.5,1.3,17.3,37301
925,2182,120469,5,11,9,5,5.5,1.9,23.1,35358
925,2183,139868,5,5,1,4.1,3.1,0.8,19.5,37788
925,2185,120471,5,3,11,4.2,1.3,1.7,23.8,34001
925,2187,120472,11,10,12,9.5,6.1,2.6,15.5,34227
925,2188,120473,11,10,13,9.7,6.6,4.2,24.6,35765
925,2190,138750,15,44,4,13.2,18,2.7,21.3,37841
925,2191,120476,23,30,19,19.7,24.1,7.4,18.3,32247
925,2193,120477,8,14,14,7.1,8.9,3.9,26.5,34539
925,2195,120478,9,9,11,7.2,4,3.8,20.8,33565
925,2196,120479,8,19,12,7.5,6.3,3.3,23.1,40848
925,2197,120480,7,3,6,5.7,2.4,1.5,15.8,36039
925,2198,120481,6,9,11,5.6,3.8,2.5,20.4,38258
925,2199,120482,10,7,10,7.3,4.7,1.8,15.5,34028
925,2201,120483,6,4,7,4.5,1.3,2.2,21.2,31960
925,2202,139885,6,4,2,4.1,2.1,1.1,10.2,30477
925,2203,120485,7,6,5,5.2,4.8,1,15,36684
925,2205,120487,5,3,4,4.3,1.9,1,11.9,35499
925,2206,120488,9,15,10,7.8,9.8,3.4,23.5,35418
925,2207,139361,16,5,9,14.6,3.8,7.5,14.3,36172
925,2208,138330,12,10,6,12,7.1,4.5,16.9,28159
925,2210,120491,7,7,4,7,4,1.3,12.1,34872
925,2214,120492,12,17,10,9.8,12.4,3,21.5,35567
925,2215,120493,7,9,7,7,6,2,19.4,35557
925,2219,120494,20,27,29,19.2,13.5,6.9,23.4,36407
925,2220,120495,4,6,5,3,3,0.7,22,35787
925,2224,120496,8,11,8,6.6,4.1,2,27.5,33287
925,2229,120497,8,7,7,7.2,4.6,2.3,20,37150
925,2232,120499,17,25,14,16.3,16.7,5.4,24.1,NA
925,2234,138751,27,26,5,26.2,24.7,5,17.1,32848
925,2237,139191,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
925,2238,120502,17,12,14,14.7,8.4,3.6,16.3,NA
925,2239,138752,22,30,5,20.8,29,5,27.3,32508
925,2240,120504,16,14,19,15.5,8.3,4.2,23.2,36250
925,2241,120505,17,13,20,16.6,8.8,5,17.7,32085
925,2243,120506,6,5,6,6,3.3,1.4,13,33236
925,2244,120507,30,30,26,23.8,15,6.5,23.2,36497
925,2245,120508,14,19,15,12.8,12.5,4.3,20.4,33911
925,2246,120509,22,12,16,16.7,9,3.6,16.6,35155
925,2247,138063,12,18,4,11,8.8,2.2,17.9,35049
925,2248,132251,19,26,19,15.7,11.4,5.5,25.1,36773
925,3000,120511,7,9,11,5,4.4,2,22.2,37340
925,3001,120512,8,7,7,6.7,3.9,2.2,22.5,34333
925,3004,120513,13,9,19,11.2,6.9,5.4,22.9,35734
925,3005,120514,9,10,11,9,5.2,3.5,21.1,32866
925,3007,120515,9,8,9,7.1,4.2,2,18.1,39262
925,3009,120516,5,7,6,4.6,2.9,1.9,21.7,37302
925,3015,120517,6,8,6,4.1,3.2,1.7,19.5,38719
925,3017,120518,5,6,3,4.8,2,0.8,15,42485
925,3018,120519,7,6,5,4.4,3.7,1.4,19.8,36061
925,3021,120520,5,10,11,4.5,3.8,2.6,20.3,36656
925,3022,120521,5,4,7,4,1.8,1.7,29,41862
925,3026,120522,10,20,12,7.9,7.1,3,26.2,40123
925,3027,136478,22,24,4,20.2,18.9,3.8,17.5,30136
925,3029,120524,15,9,15,13.7,4.2,3.8,23.6,36243
925,3031,120525,12,18,5,7.4,6.6,1.8,28,34919
925,3033,120526,10,14,10,9,5.6,2.7,21,34894
925,3036,140445,11,6,4,7.9,3.1,1.3,16.9,42456
925,3037,120528,9,12,13,8.4,4.7,2.8,22,NA
925,3040,138057,15,7,3,12.5,4.8,2.5,20.9,33834
925,3041,120530,5,6,8,4.2,2.8,1.4,21.4,31556
925,3044,120531,10,14,10,8.6,6.1,2.1,19.5,37277
925,3045,120532,10,15,16,8.4,7.1,4.2,23.5,33587
925,3047,120533,10,16,13,8.4,7.6,2.7,25.8,37794
925,3050,120534,8,4,8,5.1,1.7,1.6,21.3,33940
925,3052,120536,6,9,9,5.1,3.3,1.7,21.1,37915
925,3056,120537,10,11,8,8.6,8.4,2.1,20.4,32618
925,3066,120539,6,7,5,5.5,3.5,1.9,16.4,34699
925,3068,120540,7,17,13,7,9.7,3.4,23.4,36131
925,3070,120541,5,4,6,4.7,2.3,1.4,20.9,34293
925,3071,120542,6,4,10,4.7,3.2,1.8,17.9,33646
925,3077,139178,16,16,4,14.7,7.7,2.9,21.4,31637
925,3078,120544,8,7,8,7.2,3.6,1.9,23.5,40581
925,3079,120545,9,5,12,8.2,3,3.3,18.9,34781
925,3085,120546,18,20,5,17.4,16.6,3.6,23.7,32698
925,3088,120548,5,4,4,2.5,2.8,1.2,18.3,38599
925,3089,120549,5,5,4,3.8,4.6,0.8,14.7,41901
925,3091,120550,17,36,5,15.9,14.2,3,21.4,39800
925,3092,120551,4,6,6,4,3.4,1.6,22.3,37583
925,3093,120552,8,5,7,6.3,3.8,2.1,16.8,32956
925,3096,120554,5,10,7,5,6.7,2.3,28.6,38764
925,3097,120555,8,9,10,7.2,5.1,3.3,26.5,37366
925,3098,120556,9,10,17,8.4,7.6,3.8,31,41013
925,3102,120558,16,19,13,13.8,15,4.3,18.8,33686
925,3103,120559,7,9,4,6.2,5.7,1.3,21.8,32738
925,3105,120560,7,3,8,4.1,1.8,1.8,21.5,36929
925,3107,120561,14,12,13,13.3,7,3.2,16.3,33658
925,3108,120562,11,12,12,8.5,7.9,3.4,25.5,38208
925,3111,120563,15,15,16,12.8,9.8,5.5,18.2,34335
925,3116,120565,6,9,8,5.8,5.1,2.8,15.3,37154
925,3118,120566,12,16,15,10.2,7.9,4.6,22.6,37323
925,3119,120567,15,23,20,12.4,10.6,5.5,23.2,36112
925,3120,120568,4,7,8,4,3.5,1.3,26.5,38300
925,3121,120569,9,10,5,8.3,5.4,1.9,24,37914
925,3122,120570,5,7,7,5,4.3,2,20.3,33377
925,3123,120571,7,3,5,3.9,2.2,1.6,20.2,37962
925,3124,120572,3,3,9,3,2.1,1.7,19,SUPP
925,3125,120573,5,5,5,4.1,3.1,1.4,12.4,30176
925,3128,120574,17,16,12,14.1,12.3,4.4,19.1,36589
925,3130,120576,4,6,11,3.8,4.5,2,22.4,37468
925,3131,120577,20,10,15,18.4,6.1,3.6,16.1,33805
925,3132,120578,4,2,4,3,1.1,1.2,16.3,38662
925,3133,120579,5,5,6,3.4,3.9,2.5,20.6,36729
925,3134,120580,4,4,4,3.2,3,1.1,25.4,36978
925,3136,120581,9,8,6,6.7,3.9,1.9,26.6,34601
925,3137,120582,3,4,3,2.2,1.4,1,8.6,SUPP
925,3139,120583,11,16,15,10.2,11.6,4.1,29.9,32905
925,3140,120584,5,5,3,3.8,2.2,0.7,16.3,35569
925,3141,120585,4,10,8,4,5.9,2,21.5,37821
925,3146,120586,6,16,7,6,5.2,2.4,20.5,34501
925,3151,120587,8,5,9,6.5,4.6,3,19.2,33305
925,3152,120588,4,10,7,3.1,4.2,1.6,23.5,33430
925,3154,120589,10,12,6,9.3,5.1,1.5,16.6,33023
925,3156,120590,15,22,8,12.4,10.9,3.4,24.8,NA
925,3158,139187,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
925,3162,120593,18,6,9,16.4,5.3,4.3,14.7,35522
925,3163,120594,5,5,5,4.8,3.4,1.7,18.6,36249
925,3166,138753,13,10,4,12.5,4.6,2.8,22.7,34092
925,3167,120596,13,22,15,11.2,11.4,4.4,24,34637
925,3168,120597,8,10,7,7.2,3.5,1.3,16.2,38112
925,3169,131490,15,9,15,13.8,8.8,3.7,13.5,34035
925,3170,120628,9,10,6,8.1,7.6,1.7,21.4,35875
925,3171,120629,9,7,4,8.3,5.9,1.9,21.6,38123
925,3308,138282,23,20,6,21.5,12.4,5,21.9,34777
925,3310,138283,7,8,7,6.6,6,2,24.9,33995
925,3311,138816,10,12,4,8.4,8.3,2.1,24.9,37772
925,3313,120601,8,10,10,6.5,6.4,2.6,19,35860
925,3314,120602,4,5,4,3.5,1.9,1.1,20.8,42750
925,3317,120603,5,8,4,5,3.5,1.5,20.6,35866
925,3319,120604,5,2,2,4.6,0.8,0.5,7.8,31906
925,3321,120605,4,8,6,3.7,4,1.4,22.1,40955
925,3322,120606,5,6,8,4.1,5,1.7,17.6,38880
925,3325,120607,10,6,9,8.7,2.9,2.8,21.5,34942
925,3330,120608,9,18,14,8.8,7.6,3.3,24.7,40186
925,3331,139621,8,19,2,8,9.5,2,18.1,34447
925,3332,139626,7,10,2,6.5,7.6,1.4,19.7,31720
925,3337,120611,2,1,4,2,0.9,1.4,34.5,SUPP
925,3338,120612,16,26,5,14.8,14.3,3.7,31,35503
925,3339,120613,23,29,29,19,15,7.8,22.8,38705
925,3340,120614,5,4,7,5,2.1,1.8,20.2,36083
925,3342,120615,13,14,10,12.6,8.6,2.6,16.6,33767
925,3343,120616,7,12,11,7,5.9,3,29.7,39268
925,3346,139627,12,22,4,11,10.3,2.4,25.4,40713
925,3347,139622,11,32,5,9.2,10.2,2.1,22.3,37718
925,3350,120619,12,9,13,9.2,5,3.6,16,37780
925,3353,120620,11,11,11,10,6.6,3.1,15.8,35645
925,3354,138640,19,32,5,16.5,8.9,2.8,18.9,36567
925,3359,120623,5,15,10,4,5.9,2.3,25.3,38947
925,3361,120625,11,9,11,10.7,3.1,3.1,17.7,36255
925,3364,120626,16,3,14,11.3,1.1,4.1,21.3,35859
925,3366,120627,5,6,7,4.1,3.4,1.9,17.2,34805
925,3505,120630,15,37,23,12.5,19.5,7.8,27.8,34491
925,3506,137978,10,11,5,10,8.9,3.1,28.7,34725
925,3507,132179,14,19,11,13.4,14.6,3.1,27.5,36127
925,3508,136870,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
925,3510,136354,30,26,8,27.5,18.5,6.4,25.2,36761
