LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Exclud",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Exclu1",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
925,5202,138284,11,15,8,9.2,6.1,2.8,20,35503
925,5203,137565,30,25,8,26.4,18.6,5.1,23.9,36821
925,5205,137680,26,40,8,23.4,27,5,25.2,32633
925,5206,120673,21,21,15,17.3,10.9,5.9,17.6,39372
925,5207,120674,18,19,3,16.4,14,2.7,19.2,NA
925,5208,138487,18,24,5,15.3,12.9,2.3,19.2,34053
925,5209,138808,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
925,5210,120677,11,14,14,10.6,12.5,5.2,18,34859
925,5211,120678,21,27,4,20,21.9,3.8,23.7,33049
925,5212,137977,15,8,4,12.2,8,3,22.3,35047
925,5214,120681,11,10,3,9.6,8.1,2.9,20.9,39447
925,5215,120682,11,16,14,9.1,10.4,3.1,23.4,34975
925,5216,120683,19,19,19,17.6,10.3,4,18.4,33446
925,5217,120684,8,12,2,8,7.8,1.5,26.3,31951
925,5218,120685,5,12,2,4,4.7,0.8,17,38760
925,5219,120686,11,12,7,9.2,7.5,1.9,15.5,33866
925,5220,137813,27,9,6,25.8,7.4,6,14.8,34505
925,5221,136793,30,13,4,27.4,11.8,4,22.5,NA
925,5222,120689,6,9,11,4.3,3.2,2.3,25.1,39542
925,5223,138639,8,9,4,7.2,4.5,2.2,23.6,34286
925,5224,137451,25,NA,NA,11.6,NA,NA,37.4,24271
925,5225,120692,11,9,1,9,5.6,1,19,33939
925,5226,138324,14,26,4,13.1,12.8,2.3,19.9,34906
925,5227,137551,25,23,7,20.3,13.6,5.3,14.8,36570
925,5228,120695,15,12,10,12.3,7.4,3,17.9,37214
925,6905,135563,79,55,28,74.9,37.9,26.3,12.8,36215
926,2000,120777,9,9,2,6.9,4.5,1,19.3,26692
926,2001,134043,10,17,3,9.2,7.5,1.4,22.6,34803
926,2003,120779,5,7,3,3.2,3.1,0.9,22.2,39079
926,2004,120780,17,21,8,13.6,13.8,6.4,21.5,34542
926,2006,136356,18,20,4,16.4,12.7,3.2,22.9,37322
926,2007,120781,4,10,4,2.8,3.4,0.8,23.9,34147
926,2008,134049,25,29,8,22,15.4,4.1,20.1,32754
926,2009,120782,7,12,3,5.6,5.4,1.9,19.6,36757
926,2010,120783,6,7,6,5,2.9,2,21,35232
926,2012,120784,8,4,6,6.4,2.2,1.8,16.6,33779
926,2013,120785,7,13,6,4.5,6.3,1.2,22.4,37731
926,2015,120787,6,4,1,4.4,2.2,0.8,17.3,37353
926,2017,120788,15,13,2,9.4,5.2,1.4,22.6,35141
926,2020,136821,9,11,6,8.3,9.8,3.4,20.1,NA
926,2021,120789,8,7,1,5,5,1,20.8,40121
926,2022,138197,24,32,3,19.9,20,2.5,22.2,39441
926,2023,138419,11,11,3,10.2,8.5,2.6,20.1,34815
926,2025,120790,5,2,3,4.6,1.4,1.3,18,32186
926,2027,138793,19,31,6,16.1,26.1,5.5,26.2,35395
926,2028,138795,12,47,12,11.3,28.7,3.9,23.5,31800
926,2029,120792,8,14,1,5.3,8,1,22.5,38665
926,2030,138796,6,7,1,5,4.6,1,12,40201
926,2031,120793,5,4,2,3.7,2,1.4,12.1,38937
926,2032,120794,12,18,2,10.6,10.5,1.8,17.9,31692
926,2033,120795,18,24,10,16.4,14.4,8.3,21.3,35756
926,2034,120796,12,18,9,11,14.1,6.7,26.5,37601
926,2035,120797,7,8,6,4.8,4.9,3.4,17.5,32129
926,2036,138797,2,3,1,2,1.9,0.8,14.5,SUPP
926,2037,138919,18,13,7,17.2,8.5,4.2,20.6,32208
926,2038,120798,7,12,2,6.8,7.7,1,21.3,40411
926,2039,139400,13,14,8,13,9.2,4.3,25.3,35504
926,2041,120799,5,6,2,4.6,4.2,0.8,22.6,38988
926,2042,140118,14,23,3,11.9,12.3,1.8,22.4,31456
926,2043,138642,24,18,5,20.9,9,4.3,16.3,33922
926,2044,139575,20,27,11,18,19.9,6.3,23,31074
926,2045,120802,17,15,2,14.7,10.6,2,18.4,34757
926,2046,139580,20,21,10,19,13.2,5,21.3,32304
926,2047,139929,23,31,6,20.3,25.7,5.5,17.8,36455
926,2048,140016,22,17,3,18.4,11.2,2.6,17.3,36016
926,2049,120803,11,12,2,9.5,8.2,1.7,21.4,40472
926,2050,140033,9,20,7,8.5,16.1,3,22.4,40846
926,2051,120804,6,16,3,5.6,9.3,2,16.5,30544
926,2052,140189,20,24,13,16.7,14.7,9.6,17.9,35695
926,2053,140363,18,34,6,17.7,20.7,3.9,20.1,37071
926,2054,140545,6,10,2,4.5,4.5,1.8,20.2,32853
926,2055,140663,11,27,6,10.1,18.2,3.6,26.7,34925
926,2056,140680,13,18,3,11.5,9.3,1.3,20.7,33373
926,2057,140681,10,10,2,8.4,6.8,1.5,18.9,34917
926,2058,120805,15,21,7,14.3,9.8,5.4,20,36417
926,2059,140819,9,10,3,9,6.8,2.2,24.2,34452
926,2060,140852,8,11,1,5.6,4.6,0.8,16.4,36391
926,2061,141496,8,6,2,5.6,2.5,0.9,14.2,37128
926,2062,120807,6,10,3,5.2,3.2,1,19,31949
926,2063,140990,12,15,5,9.8,11,3.2,22.8,32281
926,2064,120808,13,21,2,10.5,11.6,1.2,18.1,33513
926,2065,120809,6,3,1,5.6,2.4,0.9,13.9,35093
926,2066,141168,11,15,3,7.5,8.8,1.7,18.7,38406
926,2067,120810,4,6,3,3.4,2.3,1.1,14.4,37400
926,2068,141192,11,18,2,9.3,8.3,1.3,18.1,33897
926,2069,120811,4,13,5,3.8,5.7,1.6,21.3,26341
926,2070,120812,9,16,2,7.1,8.6,1.3,24.5,36784
926,2071,141226,5,10,1,5,4.9,0.9,13.6,33102
926,2075,141227,13,9,2,11.9,7.2,1.2,12.6,34075
926,2076,141228,4,6,1,3.5,4.1,1,18.6,35991
926,2077,120814,10,18,3,8.2,5.2,1.4,21.3,36917
926,2078,120815,8,10,3,6.2,5.2,1.6,16.3,37884
926,2079,120816,9,14,7,8.2,8.1,4.4,22.9,36616
926,2080,141229,2,4,1,2,1.5,0.4,15.5,SUPP
926,2081,120817,9,6,5,7.1,3.4,2.3,15.4,30950
926,2082,141356,10,9,2,9.6,5.6,1.5,18.9,36145
926,2083,120818,10,23,1,9,6.8,1,17.8,34354
926,2084,120819,5,9,1,4.6,5.1,0.9,19.3,37267
926,2086,141357,23,27,13,18.6,10.4,5.8,20.7,33169
926,2087,120821,13,13,2,11,7.9,1.7,17.4,35560
926,2088,141358,9,16,1,8.4,11.1,1,23.1,41377
926,2089,120822,6,14,2,3.8,5.6,1,16.1,38950
926,2090,141359,7,16,2,5.1,13.1,1.8,38.4,35437
926,2091,141360,12,30,5,11.1,18.6,4.2,17.9,37172
926,2093,120824,9,7,2,7.2,4.4,0.9,14.4,32546
926,2094,141661,14,18,2,14,16.7,1.6,17.8,33090
926,2095,141662,5,9,1,4.6,6.1,1,22,32271
926,2096,120825,5,10,2,4,4.8,0.9,20,37254
926,2097,141663,12,18,2,11.4,7.7,1.3,16.8,33296
926,2098,141691,19,22,6,18.4,16.9,5.5,19.8,34583
926,2100,141991,17,20,7,16.3,9.7,2.7,18.5,31029
926,2101,120827,7,9,7,5.2,4.4,2,21.5,32637
926,2102,120828,5,10,2,5,4.7,1,15.4,36269
926,2104,142005,7,10,2,6.5,3.8,1.4,24.7,37627
926,2105,120830,6,8,1,5,4,1,21.4,37164
926,2106,142057,4,6,2,4,3.2,1.4,24.8,38457
926,2107,120831,4,3,2,2.4,1.8,0.6,12.9,37374
926,2109,142395,29,23,4,24.4,10,3,17.7,32521
926,2115,120835,8,15,2,5.6,8.8,1,15.5,33307
926,2119,120836,3,6,1,2.9,3.1,0.4,10,SUPP
926,2120,120837,17,22,6,13.2,13.6,2.9,18.8,37521
926,2121,120838,18,27,3,14.6,17.7,2.2,18.4,34789
926,2123,120839,10,21,5,9,9.8,3,23.4,35958
926,2124,120840,6,25,4,6,6.5,1.9,22.3,39816
926,2127,120841,18,19,4,14.5,10,1.7,21.6,36774
926,2130,120843,12,16,3,9.5,6.8,2.2,19.7,34852
926,2131,120844,5,4,2,5,2.7,1.2,9.2,34740
926,2132,120845,11,14,3,9.2,7.8,1.8,22.7,34782
926,2134,120846,5,9,4,4,3.5,1.2,18,38222
926,2135,120847,3,6,1,3,3.5,0.8,24.3,SUPP
926,2138,120848,14,24,4,11.2,13.3,1.9,22.4,38284
926,2140,120849,10,7,4,6.1,3.3,1.8,12.9,35983
926,2141,120850,5,3,1,2.9,2,0.5,9.8,38726
926,2142,120851,36,41,6,33,21.8,4.3,17.9,33077
926,2146,120852,14,16,3,12.3,10.4,2.7,17.5,34374
926,2147,120853,10,19,3,8.6,11.6,2.8,21.6,36969
926,2148,120854,4,12,4,4,5.8,1.7,16.8,39022
926,2152,120855,6,5,4,4,2.6,1,15.5,33411
926,2153,120856,7,5,1,5.5,2.5,1,16.2,38882
926,2160,120858,27,28,7,18.5,12.7,4.6,23.5,37919
926,2161,120859,20,22,4,17.7,17.1,2.8,22.8,34688
926,2162,120860,8,8,2,5.9,3.8,1,16.9,34846
926,2164,120861,2,6,1,2,2.1,0.3,18,SUPP
926,2167,120862,7,11,3,5.3,4.6,1.2,20.1,38701
926,2168,120863,7,9,2,6.8,4.8,1.2,16.8,33983
926,2171,120865,11,11,2,9.5,8.1,1.4,19.8,39144
926,2180,120866,7,3,3,6,2.4,1.3,5.5,35725
926,2184,120867,13,22,1,12.2,12.6,1,19.3,36853
926,2186,120868,5,8,4,4,3.2,0.9,26.3,29846
926,2187,141465,11,20,4,7.8,7.3,2.4,23.9,40755
926,2192,120870,12,18,3,11.2,10,1.9,18.4,34000
926,2196,120874,6,15,3,4.9,6.5,1.1,26.4,35341
926,2198,120875,4,5,1,2.5,2.2,0.8,14.7,45045
926,2201,120876,14,18,4,10.7,11.2,2.9,18.9,31526
926,2202,120877,6,17,2,5.6,8,0.9,15.4,37445
926,2204,141583,11,8,5,11,5.1,3.1,18.4,30306
926,2210,120880,3,8,1,2.6,2.8,0.7,13.5,SUPP
926,2214,120882,5,5,1,4.6,2.7,0.9,17,34931
926,2220,120883,7,6,4,4.2,2.7,1.3,9.5,40678
926,2223,120884,9,5,4,3.7,2.5,1.4,16.4,39044
926,2224,120885,8,9,2,6.9,6,1.2,24.5,36769
926,2226,120886,3,4,1,3,2.1,0.4,16.3,SUPP
926,2228,120887,7,10,3,2.7,4.7,1.4,14.4,40654
926,2229,120888,8,9,2,8,4.8,1,20.9,32761
926,2233,120890,12,22,5,9.9,10.2,2.5,22.6,38748
926,2234,120891,7,9,4,4.6,4,2.9,18.9,38479
926,2235,120892,4,6,3,3.2,4.4,1.2,13.8,55911
926,2236,120893,5,8,1,4.2,3.9,0.9,22.9,38179
926,2237,120894,11,23,4,9.6,14.6,3.1,19.3,32814
926,2240,120896,6,10,2,4.4,4.7,1.3,26.8,44116
926,2241,120897,9,17,2,8.4,11.9,1.8,20.4,34866
926,2245,120899,10,16,4,8.5,8.3,2.2,25,35092
926,2246,141161,9,7,4,9,4.9,2.5,19.7,29575
926,2247,120901,15,12,1,13.8,7.8,1,21.8,34611
926,2249,120903,9,10,5,7.1,6.6,2.2,24.4,35940
926,2251,120904,9,27,4,7,13.6,1.2,25.6,37115
926,2252,120905,13,10,3,12.8,7.3,2.4,18,37412
926,2253,120906,20,34,10,19.1,21.8,3.8,19.1,32662
926,2258,120907,6,3,2,4.7,2.2,1,15.7,25391
926,2259,120908,12,21,3,10.6,9.7,1.6,20.6,37155
926,2261,120909,15,17,2,10.7,7,1.4,22.3,35318
926,2263,120910,10,14,2,8.2,8.3,1.3,25.1,39002
926,2264,120911,13,15,6,11.6,10.5,3.4,22.4,32745
926,2265,120912,10,13,3,7.1,3.8,1.8,20.6,41985
926,2266,120913,20,27,4,17.4,11.9,1.9,18.7,35047
926,2267,120914,22,15,4,18.2,7.9,2.2,16.1,33622
926,2271,120916,12,8,5,9.4,4.4,1.9,15.5,34166
926,2272,120917,9,13,2,7.9,6.8,1,22,38461
926,2274,120918,11,17,6,9.1,10.4,2.8,24.5,36334
926,2275,120919,12,22,5,10,12,3.4,20.2,35796
926,2279,120920,13,19,10,9.7,10,3.8,21.8,35424
926,2280,120921,14,25,9,13.5,11.7,3.6,23.2,35080
926,2281,120922,13,22,9,12.2,13.8,4.3,23.7,37188
926,2283,120924,11,21,5,7.6,8.9,3.2,22.8,35131
926,2285,120925,23,25,6,20.4,14.4,3.4,20.6,35985
926,2287,120926,19,22,4,18.6,12.6,2.8,21.5,33307
926,2289,139736,11,14,4,8.2,7.8,2.5,25.1,38338
926,2291,120928,23,25,6,20.8,17.7,3.8,22,35667
926,2295,120932,13,25,6,10.6,9.7,2.5,19.1,33642
926,2300,120937,16,16,8,12.4,10.1,4.9,19.2,36580
926,2301,120938,12,13,3,8.8,8.1,1.6,20.1,35143
926,2303,120940,20,25,5,16.4,14.4,3.2,14.8,35826
926,2308,120945,18,29,3,12,12.3,1.9,23.8,36269
926,2309,120946,11,19,2,8.4,11.1,1.6,20.2,34028
926,2311,120948,11,13,3,9.4,9.4,2.4,15.9,36337
926,2312,120949,23,20,24,20.9,14.1,8.5,15.3,32990
926,2317,120954,12,30,6,12,26.8,5.3,16.9,31936
926,2318,120955,13,16,4,12,10.8,1.7,19.3,30354
926,2320,120957,18,24,1,14,12.6,1,19.1,31178
926,2321,120958,13,20,8,12.2,13.5,4.3,19.5,37434
926,2337,120968,14,24,7,12.6,15.1,4.4,24.8,34716
926,2338,120969,14,32,3,11.7,14.7,2.2,22.4,32142
926,2344,120972,13,25,4,12.6,14.2,3.2,15.7,38831
926,2346,120973,20,26,6,17.2,17.2,3.7,17.8,34254
926,2347,120974,12,19,7,11,13.3,3.9,18.1,29985
926,2350,120977,21,36,7,17.2,24.3,5,17.2,34497
926,2353,139535,12,22,10,11,9.7,5.4,22.5,37207
926,2354,120981,18,36,6,16,25.7,4.2,18.1,34773
926,2357,120982,11,18,5,9.6,10.4,2.4,21.8,38711
926,2358,120983,4,9,1,4,5.9,0.8,21.5,36956
926,2361,120984,9,14,6,7.6,8.3,2.1,21.8,36332
926,2362,120985,13,16,5,11.8,9.5,3.2,20.3,34906
926,2364,120986,14,24,11,10.5,8.5,5.7,22.1,34276
926,2367,120987,17,26,4,15.2,13.3,3.3,23.5,35333
926,2368,120988,9,9,1,6.9,4,1,18.2,34939
926,2371,120990,10,24,5,8.2,7.7,2.5,21,34269
926,2372,120991,14,13,2,8.9,5.1,1.6,20.8,35482
926,2375,120993,16,25,7,13.4,12.5,3.9,19.8,35087
926,2377,120995,13,21,4,10.2,13.1,3,19.8,35008
926,2379,120996,13,20,7,12.4,13.4,4.3,20.5,36471
926,2382,120999,10,26,2,8.3,10.4,1.5,23.4,38438
926,2383,121000,8,12,7,6.8,6.4,3.2,21.2,39892
926,2384,121001,10,21,4,7.9,13.9,2,22.4,36489
926,2393,121005,13,32,4,11.7,9.2,2.8,22.4,37522
926,2395,121006,11,19,2,8.9,9.3,1.3,20.1,34518
926,2402,121009,17,24,7,14.6,13.8,3.5,21.4,35583
926,2406,121010,13,20,8,10.7,13.7,2.7,16.4,33094
926,2409,121011,11,13,3,9.1,7.4,2.4,18.2,35873
926,2411,121013,20,21,5,19.2,15.8,3.5,23.2,34657
926,2412,121014,6,5,1,5.1,3,0.7,17.6,35860
926,2413,121015,13,16,9,11.2,6.7,3.1,17.9,32195
926,2414,121016,3,4,4,2.3,2,1.7,15.7,SUPP
926,2415,121017,10,10,9,9.2,5.5,3.1,20.7,34717
926,2416,121018,13,11,3,9.7,7.9,2.3,18,34365
926,2417,121019,11,13,4,9.9,6.5,2.1,22.9,29610
926,2419,121021,15,28,7,12.9,15.1,3.1,22.3,36669
926,2420,121022,15,31,2,14.2,20.4,1.9,22.9,32313
926,2424,131278,15,32,9,12.2,12.2,3.8,20.7,NA
926,2425,132213,11,17,2,9.6,9.3,1.9,20.7,37100
926,2426,140870,10,17,5,8.3,9.1,2.1,26.3,33542
926,2427,133402,24,25,5,19.3,13.7,2.3,21.7,36839
926,3000,121024,14,12,4,8.8,6.5,2.1,20.7,37047
926,3001,121025,5,9,1,5,3.4,0.9,20.2,38896
926,3003,121026,9,10,5,7,5.7,2.1,15.1,28471
926,3004,121027,7,8,1,5.8,5.1,1,18.3,35201
926,3013,121028,4,2,1,2.4,1.1,0.8,5,40608
926,3014,141721,11,15,6,9.7,7.5,2.3,19.4,29405
926,3015,121030,5,5,2,3.7,3.1,0.9,18,37476
926,3016,121031,10,10,4,9.3,5.1,2.2,17.6,33232
926,3021,121032,10,16,4,9.5,10.1,1.8,20.6,35687
926,3026,121034,13,14,2,9.6,5.7,1.6,16.4,38910
926,3027,121035,8,6,3,5.6,4.5,1.2,16.3,37717
926,3028,121036,6,5,1,3.8,2.3,0.4,15,33580
926,3030,121037,10,19,3,9,10.2,2.2,20,35001
926,3032,121038,7,7,3,5.5,3.7,1.2,19.6,36315
926,3037,121039,6,4,2,5.1,2.9,1.4,18,30445
926,3038,121040,4,8,1,2.8,3.1,0.6,11.4,32020
926,3041,121041,4,7,1,4,4.3,0.9,18,31028
926,3043,121042,18,15,7,14.6,7,3.3,16.2,34092
926,3045,121043,3,2,1,1.4,1.3,0.5,16,SUPP
926,3053,137311,10,18,2,9.8,9.7,1.9,21.8,35696
926,3054,140712,6,11,3,5.6,6.2,2,17.1,37636
926,3056,141584,7,9,2,6.8,6.1,1.1,25.4,39333
926,3058,121048,8,9,2,6.3,5,1.3,22.6,38950
926,3059,121049,6,10,4,5,4.6,1.1,21.2,35192
926,3060,121050,10,7,1,9.2,3.4,1,19.2,29999
926,3061,121051,8,14,10,6.3,5,4.5,20.5,34620
926,3063,121052,3,7,4,3,3.7,1.2,16.7,SUPP
926,3066,121053,5,13,7,4.5,6.6,4.8,23.6,38223
926,3067,121054,4,5,1,2.6,2.7,0.7,20.5,37520
926,3068,121055,6,5,1,6,3.6,0.8,15.2,35011
926,3075,121056,7,5,1,4.9,3.6,1,14.8,38963
926,3078,141464,5,5,1,5,3.3,1,19.8,34117
926,3079,121058,5,5,1,3.7,2,0.7,14.2,34924
926,3081,121059,11,20,1,10.4,11.9,1,17.6,32556
926,3083,121060,8,8,1,4.6,3.1,0.8,19.3,39734
926,3084,121061,7,11,3,5.8,3,1,19.3,33857
926,3085,121062,26,18,4,21.6,12.4,2.6,20.7,36144
926,3088,121063,6,9,2,6,4.7,1.1,16.3,35666
926,3089,121064,5,6,1,2.8,1.9,0.4,11.1,32023
926,3094,121066,7,5,2,5.5,2.6,1,18,35999
926,3096,121067,14,33,4,11.7,15.4,2.2,24.1,35217
926,3100,121069,6,10,2,5.3,4.3,1.1,21.6,37976
926,3106,121071,9,16,3,6.9,8.5,1.5,21.4,35619
926,3107,121072,6,6,1,4.8,3.3,1,14,38333
926,3110,121075,3,NA,2,2.3,NA,0.7,NA,SUPP
926,3114,141845,3,7,1,2.6,1.6,0.9,26.9,SUPP
926,3119,121081,5,4,2,3,2.7,0.9,15.2,41692
926,3120,121082,5,6,2,4.6,3.9,1.1,20.9,28582
926,3121,121083,13,10,2,9.3,6.7,1,19.8,33525
926,3123,121084,10,7,1,5.9,3,0.5,13.2,30480
926,3125,121085,9,6,1,7.6,3.4,1,22.3,35392
926,3126,121086,6,5,1,5.1,2.9,0.6,10,30264
926,3127,121087,6,3,1,2.5,1.6,0.6,15.1,38522
926,3128,121088,2,7,4,2,4,2.9,25.5,SUPP
926,3131,121090,4,4,1,3,2.1,0.8,14.5,39693
926,3133,121092,5,7,1,4,3.1,0.6,13.6,41414
926,3136,121093,26,38,9,21.9,28.6,7.6,18.6,31294
926,3137,121094,6,8,2,3,2.6,0.8,14.1,49053
926,3138,121095,6,6,1,5.1,3.2,1,20.4,37356
926,3139,121096,10,6,3,6.6,2.6,1.3,18.9,38107
926,3140,121097,13,14,16,10.4,8,6.5,21.9,29770
926,3141,121098,10,23,3,9.8,8.7,2.6,19.8,32763
926,3144,121101,7,15,4,4.8,4,1.1,21.3,37882
926,3145,121102,5,10,1,5,4.9,0.8,20.8,33957
926,3146,121103,4,7,4,4,3.2,2.3,13.5,37729
926,3147,121104,7,7,2,5.7,3.5,0.8,18.7,37308
926,3152,131287,21,19,4,16,6.3,2,20.6,39367
926,3306,121108,3,7,2,2.1,3.5,0.1,21.4,SUPP
926,3307,121109,4,3,2,3.6,2.3,0.8,24.4,38145
926,3309,121110,6,3,1,3.9,1.2,0.7,14.3,36325
926,3310,121111,5,8,2,3.3,2.6,0.9,16,36920
926,3312,121112,4,5,1,3.2,2.6,0.6,15.3,NA
926,3313,121113,28,26,9,16.8,14.3,5.5,20,NA
926,3315,121114,8,11,3,6.6,6.1,1.2,15.8,33630
926,3322,121117,8,8,1,5.4,3.9,1,18.9,38072
926,3327,141780,5,13,1,4.9,4.5,1,14.1,34964
926,3329,121119,10,14,2,9.8,7.7,1.4,20.8,34893
926,3339,121120,5,14,3,3.5,5.8,1.2,31.7,38385
926,3346,140914,7,11,4,4.8,4.3,2.1,17,30347
926,3349,121123,9,12,7,6.7,5.5,2.5,19.8,30380
926,3354,121125,4,5,1,4,1.7,0.5,13.8,34703
926,3359,121126,4,7,1,3.5,3.7,0.5,21.7,38808
926,3369,121128,6,9,2,6,3.8,1.6,13.3,35827
926,3373,121129,5,11,1,4.8,4.8,1,19.6,28412
926,3376,121130,15,21,3,12.7,12.2,3,20.2,34856
926,3377,121131,6,10,2,4,2.8,0.7,10.4,41174
926,3380,141050,7,6,2,6.4,3.3,2,10.5,34354
926,3383,121134,5,14,2,4.6,6,1.6,22.5,36695
926,3385,121135,7,12,2,5.9,6.4,0.9,21.1,39444
926,3390,121137,5,5,1,5,3.2,1,17,36099
926,3393,141758,11,13,2,10.2,7.3,1.8,19.3,37875
926,3395,121139,11,36,2,11,10.5,2,22.3,34382
926,3396,141778,5,4,1,4,2.1,0.8,17,36664
926,3397,141314,23,37,5,21.8,22.7,3.6,18.6,32427
926,3403,121144,13,16,6,9.2,10.5,5,23,28654
926,3404,121145,14,22,6,9.2,7.7,2.6,19.6,40174
926,3405,121146,20,26,17,16.5,20.5,9.3,22.1,36016
926,3406,121147,6,10,3,5.1,4.6,1.3,21.5,34546
926,3407,121148,7,7,2,5,3.3,1,15.5,43408
926,3408,121149,4,5,1,3,2.7,0.5,23,43606
926,3409,121150,7,7,2,5.1,3.8,1.3,21.1,35675
926,3418,134942,17,25,8,16.2,20.4,3.4,14.4,33037
926,3420,134944,8,12,2,7.4,8.3,1.6,25.5,39916
926,3421,134955,24,36,13,19.1,23.9,9.4,22,38107
926,3422,134956,15,23,4,13.2,14.7,3.4,19.6,33544
926,3423,139491,31,27,10,28.3,18.1,8.5,16,33657
926,3424,134958,23,36,5,22.6,28.4,3.9,19.4,36531
926,3425,134960,47,70,5,42.3,51.3,4.4,15.1,32508
926,3428,134964,25,26,4,15.8,17,2.2,22.5,31811
926,3429,134965,24,23,13,21.3,15.4,7,17.8,32989
926,3430,128067,18,20,4,16.5,12.4,3.1,22.2,33907
926,3431,135148,21,26,4,19.9,17.8,3.4,17.7,34507
926,3432,135627,22,31,3,20.7,24.3,2.5,17.8,33177
926,3433,136536,8,11,2,6.8,6.3,1.9,21.1,36254
926,4053,121168,44,19,23,37.1,10.8,16,16.9,36861
926,5200,121190,11,12,6,8.2,7.1,3.5,25.1,39786
926,5201,121191,9,6,3,7.1,3.7,2,20.1,29449
926,5202,121192,10,8,4,9.4,4.9,2.1,19.7,36528
926,5203,121193,4,9,2,3.8,4.6,1,22,38492
926,5205,121195,9,19,2,8.2,8.7,1.5,24.1,35941
926,5206,121196,30,29,8,25.9,20,6.4,23,36579
926,5207,121197,12,14,4,10.4,7.9,3,21.9,35056
926,5209,121199,9,10,4,6.6,4.5,1.3,18.8,35420
926,5210,121200,5,8,6,4.2,3.3,2.6,18.7,38335
926,5212,121202,7,15,2,6,8.6,1.8,22.5,37267
926,5213,121203,11,7,5,8.5,4.4,3.3,13.7,35008
926,5215,121205,12,21,11,9,7,3.7,22.7,26404
926,5216,121206,18,19,8,14.9,11.6,5.1,19,33993
926,5217,121207,9,15,1,6.1,6.1,0.9,18.5,30275
926,5218,120857,6,7,5,6,3.3,1.2,13.2,36703
926,6911,139058,43,32,23,41.5,19.5,17.9,17.7,40386
928,2000,141077,11,15,1,8.2,6.1,0.8,18.3,33684
928,2001,122096,22,22,3,18.4,14,2.5,21.1,35986
928,2002,121794,11,11,2,9,5.8,1.7,22.1,36351
928,2003,138760,8,6,4,8,5.3,2.1,22,32941
928,2004,121796,9,11,7,8.1,5.6,3.4,20.1,32954
928,2006,121798,4,4,2,2.9,2.5,1.2,16.6,41153
928,2007,121799,11,18,2,8.7,10.6,1.7,23.6,37310
928,2008,121800,16,26,10,14,12.9,3.2,20.9,35482
928,2010,122076,29,25,3,24.4,18.7,3,21.9,35342
928,2011,121802,9,6,1,6.7,3.1,1,10.7,37039
928,2012,121803,5,6,2,4.2,3.2,1.7,16.7,35701
928,2013,139847,7,7,1,5.1,4.5,0.8,18.6,39071
928,2014,122069,30,33,5,25,27.3,3.8,21.5,37055
928,2015,121805,12,12,3,10.2,8.2,2,20.1,33370
928,2016,122086,24,18,4,20.6,13.7,3.7,20.4,36867
928,2019,121808,10,9,3,9.5,7.6,2,20.1,31126
928,2020,121809,24,32,4,21.3,25.8,2.8,21.6,41390
928,2021,121810,18,31,8,14.3,22.1,6.1,27.2,38351
928,2022,138073,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
928,2023,121811,4,8,2,3.8,3.2,1,17.9,40108
928,2024,121812,10,11,3,8.5,6,2.3,19.2,36905
928,2025,121813,21,28,3,18.2,13.3,1.8,22,35856
928,2026,121814,8,11,2,5.3,6.3,1.4,24.1,33737
928,2027,140054,16,21,5,14.3,11.3,3.7,22.6,35849
928,2028,140051,15,26,5,11.8,11.1,2.6,21.5,38854
928,2029,134211,18,17,3,17.2,10.4,2.8,22.5,35931
928,2030,138672,26,27,10,25,22.8,6.5,24.6,31630
928,2031,138423,11,10,9,9.7,5,6.8,23,40147
928,2032,121817,15,15,2,13.3,7.9,0.2,19.8,36877
928,2033,138493,33,7,5,30.2,6,4.2,14.1,28576
928,2034,138494,14,11,8,11.4,8.5,6.9,18.9,36776
928,2035,121818,6,5,7,4.4,2.6,2.8,17.9,36752
928,2036,138886,16,14,4,11.9,10,3.1,22,35158
928,2037,138887,21,25,5,18.8,16.6,3.7,19.6,33307
928,2038,121819,4,5,1,2.8,1.9,0.5,15.2,37362
928,2039,138917,22,14,3,18.5,12.6,2.8,19.2,32556
928,2040,121820,2,5,1,2,2.3,0.9,21.5,SUPP
928,2041,121821,10,12,2,7.7,6.3,1,19.2,34603
928,2042,121822,6,7,1,3.2,2.5,1,19.2,37762
928,2043,138761,7,10,3,7,5.1,1.5,19.7,31086
928,2046,121826,3,6,2,1.6,1.9,1.2,27.5,SUPP
928,2047,121827,7,11,2,6.1,4.2,1.1,20.3,34617
928,2048,121828,19,13,4,18,8.7,3,19.8,32115
928,2049,138984,18,24,7,17.6,19.6,6.9,23,36272
928,2052,139061,22,17,7,19.8,12.8,5.1,19.8,33086
928,2053,141910,19,18,18,16.7,11.2,5.7,27,38238
928,2054,141909,20,25,5,15.7,17.1,3.6,23.1,34359
928,2057,121835,16,18,4,14.4,9.4,2.7,21.9,37111
928,2061,121839,19,19,7,16.2,10.6,4.2,21.4,35891
928,2062,121840,11,21,2,10.6,13.7,1.7,25.4,34311
