LA,URN,NTEA,NTEAAS,NNONTEA,NFTETEA,NFTETEAAS,RATPUPTEA,SALARY
302,101395,15,35,7,14.4,27.7,6.5,41500
302,101396,24,48,8,20.7,36.8,3.3,44300
302,101397,15,40,5,12.8,0,4.4,45300
303,101401,23,20,4,20.4,11.1,20.5,36100
303,101402,18,12,5,15.1,6.3,20.9,42300
303,101403,22,25,5,16.8,13.2,26,39400
303,101404,11,8,2,9.3,3.9,24.2,42400
303,101405,15,17,4,14.6,6.7,20.3,35000
303,101406,17,18,5,15.4,9,19.1,41100
303,101407,14,13,6,11.2,5.7,18.1,39700
303,101408,21,27,4,18.9,16.5,22.9,41700
303,101409,20,23,10,19.4,13.1,22.4,38700
303,134118,24,21,4,18.7,11.6,23.5,40200
303,101410,21,18,4,20.4,11,20,39700
303,101413,24,22,11,19.6,14.7,22.6,41100
303,134185,16,16,5,11.3,6.9,19.6,44200
303,101417,26,25,9,22.6,10.3,19.6,36100
303,101418,12,15,6,11.7,11.4,18.9,33100
303,101419,9,10,3,9,6.5,22.6,39400
303,101420,20,13,7,19.4,5.4,24.5,38300
303,101421,19,18,11,15.8,10.9,26,38900
303,101422,21,23,8,19,11,23.4,40800
303,101424,27,26,12,26.4,14.4,21.5,36000
303,101425,16,15,6,14,9.9,21.9,37000
303,101426,24,24,8,20.5,11.3,21.5,37700
303,101427,10,7,4,9.4,4,25.3,39900
303,101428,32,30,5,27.5,14.4,23.8,40100
303,101429,15,12,5,13.1,6.6,23.6,39000
303,101431,17,16,6,15.3,10.8,18.8,39400
303,101434,18,14,9,15.5,6.3,26.7,39200
303,101436,24,19,8,21.5,12.1,24,34800
303,101437,13,15,6,11.6,10.6,19.7,41300
303,101438,14,16,5,13.2,10.9,21.5,37400
303,101439,11,6,3,9.4,3.7,21.9,40300
303,101440,20,21,6,19.1,11.9,20.6,32600
303,101441,13,10,4,10.6,6.4,19.2,36700
303,101443,25,21,9,20.1,14.3,18,41300
303,101444,16,11,4,14.6,8.1,21.7,35900
303,101445,15,10,8,10.7,7,18.1,40100
303,101446,26,25,6,20.7,15.1,28.6,42100
303,101447,21,19,14,20,10.9,22.4,38600
303,101449,14,10,3,11.3,5.5,20.9,40900
303,101450,27,22,19,25,14.6,18.9,37000
303,101451,17,13,5,15.4,7.6,21.8,36700
303,101452,32,29,7,28.9,16.1,22.6,38600
303,101453,23,19,7,17.4,7.3,23.9,42200
303,101454,10,5,4,9.2,3.1,23.2,39900
303,101455,19,17,8,16.4,9.4,25.5,39100
303,101456,23,20,4,19.5,10.8,22.8,40500
303,101457,12,7,8,9.4,4.1,22.6,47100
303,101458,35,53,11,21.4,26.8,20.8,35400
303,101459,16,18,13,13.5,8.2,23.6,41300
303,101460,8,11,6,8,5.7,25.6,40800
303,101461,14,20,12,10.4,10.9,20.4,37900
303,134357,12,14,9,10.5,10,21,37000
303,134358,14,11,6,13.6,6.1,20.1,37300
303,134780,19,12,6,15.3,7.1,23.7,37700
303,101462,120,11,35,107.3,6,14.2,40500
303,101463,105,10,47,95.6,9.5,15.7,41400
303,101465,92,30,64,81,20.5,17.5,40900
303,101466,85,7,74,83,6.5,16,40200
303,101467,143,37,61,119,28.2,14.4,40300
303,136330,120,53,105,118.2,24.8,18.3,44000
303,101470,109,36,77,105.2,28.3,20.3,44100
303,101471,67,18,35,64.6,13.5,16,42600
303,101472,73,28,39,71.2,22.3,15.1,44600
303,101473,12,12,3,8.9,7.6,23.1,42200
303,101474,14,13,3,12.5,8.1,21.4,38000
303,101475,10,7,2,8.9,3.5,23.2,43200
303,101477,54,19,23,51.2,10.1,17.9,42000
303,101478,59,18,19,59,11,18.6,38100
303,136334,79,12,30,73.2,0,16.4,42300
303,101480,67,11,25,65.4,6.5,18.1,47000
303,133769,NA,NA,NA,0,0,0,NA
303,135677,58,14,25,57.9,11.5,16.8,39300
303,135951,24,27,6,22.6,18.8,18.4,42500
303,101485,30,56,15,27.6,39.5,7.4,41500
303,101486,10,40,8,10,30,7.8,49100
303,101487,15,39,5,12.8,29.4,6.8,42300
303,101488,8,5,8,7.4,3.7,2.8,47900
303,131115,11,11,6,10.6,10.5,5.3,46600
304,101495,23,17,5,20.6,15.9,18.5,36900
304,101496,21,21,7,20.3,12.4,24.8,36500
304,101497,37,12,5,27.8,10.5,19.8,35800
304,101498,13,9,3,13,9,18.3,34500
304,101499,13,5,5,12.8,5,18,41300
304,101500,18,5,4,17.7,0,21.5,37000
304,101501,13,10,4,12.6,7.6,21.3,32500
304,101502,25,22,8,24,13.6,18.7,34300
304,101503,30,31,11,29.7,22.4,20.5,36400
304,101504,29,12,7,27.5,11.9,17.3,39200
304,101505,26,23,6,24.5,14.7,19.6,35800
304,101506,19,9,17,17.4,2.7,23,40600
304,101507,12,13,3,10.4,4.1,19.1,37700
304,101508,12,12,4,12,5.9,18.8,39100
304,101509,19,15,7,17.1,12.6,21.5,36500
304,101510,42,33,6,40,22.1,18.4,32900
304,101511,28,16,6,26.8,7.8,19.2,41600
304,101512,20,24,10,18.4,10.8,22.9,39700
304,101515,39,22,8,35,17.6,19,38900
304,101518,24,16,7,21,13.5,23.5,34800
304,101519,24,13,7,22.6,8.6,19.8,34600
304,101520,13,14,6,13,6.2,20,35100
304,101521,21,27,4,20.6,22.3,17.4,35300
304,101522,19,15,4,18.3,11.4,18.5,39100
304,101523,27,15,14,26.1,8.2,29.3,41100
304,101524,20,28,6,19.6,12.3,23.6,34600
304,101525,8,46,6,7.8,20,SUPP,46500
304,101526,21,17,7,20.6,13.7,21.2,31800
304,101527,39,19,13,30.1,2.3,22.6,25000
304,101528,23,11,6,21.4,7.4,20.7,42100
304,101529,37,24,8,37,23.9,18.8,34200
304,101530,28,14,10,24.8,9.6,18.9,36500
304,101531,27,14,6,23,13.1,19.5,31900
304,101532,30,16,9,30,13.7,23.2,32100
304,131813,46,14,16,42.8,7.5,18.2,38900
304,101533,13,13,4,11.4,6.8,18.4,34900
304,101534,20,11,9,20,9.1,19.6,34000
304,101535,18,15,6,16.3,12.1,26.7,36900
304,101536,26,21,9,24.7,10.5,17.7,33700
304,101537,17,16,4,14.6,12.7,20.5,36700
304,101538,11,10,3,10.4,5.3,25.5,40100
304,101539,14,13,5,11.2,3.5,25,29300
304,101542,21,12,3,18,2.3,19,36800
304,101543,18,23,6,17.5,2.9,21.8,38100
304,101544,13,15,5,12.3,6.3,26.4,29700
304,101545,15,10,5,15,8.7,16.9,40400
304,101546,14,11,3,11.1,3.4,21.5,30500
304,101547,11,10,4,9.6,8.3,21.3,38500
304,101548,16,17,4,14.7,11.6,17.2,37800
304,101549,60,41,16,47.5,22.6,16.2,40900
304,131418,NA,NA,NA,0,0,0,NA
304,131916,9,1,4,8.7,0,21.6,46700
304,130095,35,27,10,34.5,23.5,24.8,35900
304,101550,96,13,21,95,4.6,16.2,40400
304,133724,164,52,40,149.9,51.3,19.3,NA
304,101552,41,34,25,39.8,20.1,17.6,35300
304,101553,28,11,13,22.2,6.9,13.9,34500
304,101554,17,6,3,14.3,4.6,16.8,43600
304,101555,29,21,12,27,3.5,16.5,31400
304,101556,9,10,2,9,8.2,19.6,36900
304,101557,125,13,25,122.1,5.6,13.3,40200
304,101558,132,16,31,130.8,8.6,12.3,42300
304,101559,157,51,55,146.6,48.1,14.8,44700
304,101560,112,33,33,106.5,24,11.4,44100
304,101561,71,7,27,71,0,14.2,43600
304,101562,96,40,37,93.8,6.8,15.8,44700
304,101563,70,10,30,68,0,16.3,44700
304,101564,40,16,19,40,0,12.4,41100
304,101567,131,51,39,129.2,46,12.8,45900
304,101574,23,14,8,21.2,9.7,24.4,39100
304,134226,92,23,48,89.2,20,15.6,41300
304,135600,28,16,19,28,14.7,16.4,52700
304,135973,NA,NA,NA,0,0,0,NA
304,135974,45,19,23,45,3.8,15.7,39800
304,101579,23,7,3,21,5,6.1,45900
304,101581,7,8,3,5.8,7.5,3.3,50900
304,101582,20,39,10,20,16,6.3,42100
304,101583,39,93,11,36.7,65.2,6.1,37000
305,101585,12,20,3,10.6,5.1,23.9,34400
305,101586,9,9,5,9,7,20.3,40600
305,101587,29,29,6,25.6,14.7,25.5,35600
305,101588,15,15,3,12.2,8.5,19.7,38100
305,101589,13,16,2,13,13,23,39200
305,101590,14,27,3,11.3,2.6,21.6,39100
305,101591,9,15,3,8.2,8.2,23.3,40000
305,101592,31,35,8,28.8,14.5,21.3,37000
305,101593,32,33,6,27.7,12.7,24.2,36800
305,101594,11,13,8,10.5,7.2,31.8,36900
305,101595,22,14,5,18.8,5,22.6,38600
305,101596,11,13,9,10.4,3,16.2,37600
305,101597,26,29,10,22.1,22,19.3,38000
305,101598,15,27,5,13,7.5,27.8,40900
305,101599,20,24,8,19,8.8,23.6,39800
305,101600,23,38,6,21.6,25.1,18.6,38900
305,101601,22,19,17,18.1,2.1,22.2,42700
305,101602,21,8,4,18.2,6.4,23.2,36300
305,101603,5,3,1,4.4,1.4,19.3,44700
305,101604,28,23,6,25.5,15.2,24.1,35600
305,101605,NA,NA,NA,0,0,0,NA
305,101606,12,10,7,9.1,5.4,24.4,SUPP
305,101607,6,4,1,4.1,1.9,13.8,45100
305,101610,7,10,1,5.6,4.2,16.8,41800
305,101611,27,44,10,23.3,17.8,23.6,38700
