LA,URN,NTEA,NTEAAS,NNONTEA,NFTETEA,NFTETEAAS,RATPUPTEA,SALARY
873,110827,5,5,3,4.2,2.8,23,37000
873,110828,16,15,7,15.3,9.6,26.3,36400
873,110829,7,6,3,5.1,2.9,18.9,35600
873,110830,8,11,3,6.3,4.4,20.5,36500
873,110831,9,14,5,7.3,6.6,26.8,39500
873,110832,9,9,2,7.8,4.4,22.4,33300
873,110833,4,8,5,4,4.8,25.5,33700
873,110834,9,9,4,7.8,5.5,18.4,42200
873,110835,5,10,4,4.2,3.3,24.3,31000
873,110836,7,6,6,5.8,4.3,19.5,35100
873,110837,8,5,5,6.8,3,17.4,34800
873,110838,10,9,6,8.8,4.9,18.8,37000
873,110839,12,9,10,9.1,4.1,21.6,38800
873,110840,20,16,7,14.9,12.3,21.5,33600
873,110841,10,7,4,9,4.3,22.9,38300
873,110842,17,17,8,14.2,9,22,36900
873,110843,6,8,2,5.6,4,25.5,30000
873,110844,8,22,3,8,11.5,31.8,38600
873,110845,11,12,1,10.1,7.5,23.6,37400
873,110846,9,10,4,8.1,3.7,25.4,37800
873,110847,5,4,2,4.2,3.1,21,32400
873,110848,10,7,6,9.1,4.9,16.7,36600
873,110849,9,11,7,8.6,7.4,26.7,36800
873,110850,6,9,2,4.5,6.8,23.3,35000
873,110859,8,13,2,7.4,7,26.7,38000
873,131238,10,13,10,8.3,4.7,24.8,40000
873,133930,20,22,6,17.4,18.3,25.7,36500
873,134014,17,14,12,14,7.5,26.9,35400
873,134894,16,31,7,15.3,20.1,25.7,34600
873,134979,6,4,1,5.3,2.4,16.6,38800
873,131197,20,28,5,16.2,15.3,25.2,41200
873,133782,18,28,6,16.5,18.3,22.2,33400
873,135131,19,26,9,14.7,14.9,26,39000
873,135132,13,17,7,11,8.6,22.1,37000
873,135257,7,5,2,6.2,3.8,24.1,35700
873,135568,21,38,10,17.5,25.9,23.7,37700
873,110860,70,8,1,62.2,3.3,17.8,35500
873,110861,93,48,42,83.1,32.5,18,34600
873,110863,89,27,44,74.4,20.7,17.5,36300
873,110864,47,13,21,40.9,7.5,14.7,35800
873,110865,54,21,48,47.3,10.2,19.7,34300
873,110866,27,21,22,24.2,10.3,23.8,34900
873,110867,64,22,35,56.4,14.8,15.3,36900
873,110868,37,12,32,31,9.6,16,37300
873,110869,92,20,34,79,17.4,16.9,37300
873,110870,63,48,26,56.5,29.4,18.9,35000
873,110871,41,24,29,40,16.5,18.9,35600
873,110872,31,12,19,27.5,7.2,14,36300
873,110873,89,17,32,79.8,15.9,16.5,38600
873,110874,113,46,44,101.8,27.4,18,36000
873,110878,67,24,30,59.3,21.6,17,39400
873,110883,97,22,45,85.9,15.5,16.2,35700
873,110884,95,43,28,87.4,26.4,19.5,38000
873,110885,128,41,58,115.5,26.7,17.6,39000
873,110887,54,31,34,48.2,14.8,17.4,34900
873,131205,85,40,44,78.8,23.5,17.9,35600
873,135192,59,23,25,58.5,12.6,25.1,35200
873,110888,9,13,3,7.4,7.5,29.9,38000
873,110889,23,22,8,20.9,12.4,19.8,35100
873,136332,22,34,16,16.5,15.5,21.8,35400
873,136339,21,21,10,19.6,8,23.5,35800
873,135817,4,3,2,4,1.9,32.5,39700
873,110894,16,13,7,14.4,7.1,15,34200
873,110895,50,10,22,47.1,8.3,13.9,36200
873,110897,97,26,23,94.9,3.7,15.5,36000
873,110900,99,51,76,91,37.9,16.1,40000
873,110902,60,33,29,57.5,22.3,18.9,34600
873,110905,115,36,37,104.4,17.2,17.5,35500
873,110906,90,28,44,83.8,20.6,16.1,33200
873,110909,98,36,24,78.8,18.5,17.7,38700
873,110862,46,18,22,43.7,10.3,19.5,35600
873,134193,11,18,22,10.6,15.6,5.6,36500
873,110940,18,46,12,16.1,40.7,5.8,41300
873,110946,20,57,10,19.1,55.4,7,39700
873,110949,20,47,9,17.1,40.7,6.3,41900
873,110951,13,38,4,12.6,35.3,7.4,38200
873,134937,20,73,19,15.6,63,7.5,39500
873,134972,24,56,6,22.1,52,5.8,41800
873,135695,26,0,1,25.3,NA,6.1,38300
874,110683,14,11,3,13.1,7.9,21.2,33500
874,110691,18,32,5,16.5,18.8,20.5,33000
874,110692,8,12,4,8,7,21.3,33700
874,110699,8,5,2,5.7,2.6,17.2,36400
874,110700,10,10,2,8.1,5.2,23.9,36000
874,110705,11,11,4,9.3,6.3,19.3,35900
874,110710,8,12,1,8,7.5,24.9,36300
874,110718,19,26,4,17.6,18.3,19.2,33300
874,110719,11,17,6,9.6,9.5,27.8,29200
874,110722,8,16,2,6.4,10.5,29.8,31400
874,110723,14,18,2,10.3,7.7,20.7,40700
874,110726,15,22,5,13.3,12.8,22.8,37700
874,110727,21,20,4,18.4,11.1,22.2,32700
874,110730,14,13,6,13.2,8.1,22.4,33800
874,110731,9,17,4,9,11.2,21,37500
874,110732,11,16,2,9.6,8.7,20.5,37100
874,110734,11,15,2,10.1,8.4,19.8,32300
874,110735,11,11,2,9.8,7.6,20.1,33300
874,110736,22,16,4,18.2,8.7,22.9,37400
874,110743,12,26,10,10.6,16.7,31,30000
874,110747,5,16,2,5,11,39,31800
874,110749,8,13,5,7,7,21.3,36100
874,110753,16,26,3,13.6,18.4,18,32300
874,110755,14,14,2,12.4,7.7,23.2,38100
874,110756,21,30,5,19.9,19.5,26.1,36100
874,110757,29,30,4,23.6,18.7,17.6,35000
874,110761,9,10,2,8.4,5.7,24,37300
874,110764,12,23,5,11,15.6,21.5,32200
874,110767,18,20,3,17.1,11.8,22,32700
874,110768,16,18,7,14,8.4,20.5,35400
874,110774,21,35,6,18.4,20.2,24.3,33500
874,110778,19,24,5,17.2,15.2,21.2,37000
874,110779,19,18,4,17.8,11.9,22.2,34100
874,130930,18,20,5,16.6,11.4,24.9,34300
874,131693,9,13,5,8.4,9.2,23.3,33500
874,131240,9,13,4,8.2,8.4,30.7,39600
874,131719,14,19,6,10.6,8.1,27.8,38300
874,132763,24,22,12,19.5,16.1,26.6,33400
874,133537,11,12,6,11,7.8,21.3,34000
874,134306,22,18,5,17.9,13.4,25.3,26000
874,110819,9,11,2,9,4.7,19.4,32900
874,110822,18,30,4,15.6,15.7,24.3,33200
874,110823,6,8,2,6,5.5,18.5,34100
874,110824,7,7,2,6.6,4,22.7,29100
874,110825,16,16,3,12,9.2,26.4,36500
874,110826,9,14,2,9,5.7,20.6,33800
874,110851,12,8,7,9,2.9,21.8,35100
874,110852,11,11,4,9.7,4.7,24.9,36500
874,110853,11,8,3,9.6,5.8,19.2,33800
874,110854,23,14,4,20.3,8.7,21.1,30000
874,110855,10,10,2,7.3,6.4,27.6,33200
874,110856,15,15,5,13.8,11.4,19.6,36700
874,110858,35,23,6,27,11.2,20.3,34100
874,134461,27,52,10,23.8,35.9,28.5,34400
874,135196,18,29,3,17,16.9,22.2,33900
874,110882,59,30,28,58.7,3.3,19.1,42100
874,135002,50,26,20,48.9,18.4,15.7,37000
874,130389,111,75,67,103.4,54,17,40800
874,110893,14,13,12,13.6,6.4,22.6,34600
874,110898,79,20,30,70.8,10.6,15.7,40500
874,110899,115,77,63,107.7,9.1,16.7,38600
874,110904,87,18,42,84.1,15.2,17.7,38000
874,110907,55,26,27,52.2,19.2,15.4,37300
874,110908,57,20,20,54.5,13.3,17,37500
874,136266,NA,NA,NA,0,0,0,NA
874,135263,176,59,66,168.9,38.9,14.9,38000
874,135980,69,48,28,63.4,23.2,12.8,40400
874,110943,20,21,5,18.8,17.1,9.1,45800
874,110948,16,34,5,15.6,26.5,8,39400
874,134272,17,50,5,15,36.7,6.8,38500
874,135386,9,11,3,9,8.9,4.6,39100
876,110990,12,7,2,9.9,7,20.1,38900
876,110992,15,6,3,10.6,4.1,21,35500
876,110994,5,3,1,5,2.4,20,39900
876,111002,9,6,2,8.4,4.5,15.1,34800
876,111114,5,5,3,5,3.6,22,33700
876,111116,10,6,1,8.8,4.5,15.1,32900
876,111124,15,18,2,14,14.8,13.4,35600
876,111125,10,12,2,9.6,11.7,17.8,40600
876,111134,7,5,2,6,4.3,19.3,35300
876,111141,10,8,2,10,5.1,21.1,36300
876,111169,9,9,1,8.4,3.5,23.7,37800
876,111174,10,10,2,8.7,4.9,20.5,38300
876,111175,6,7,1,6,3.5,20.7,37000
876,111176,9,3,6,7.6,0.9,23.9,35000
876,111177,8,5,2,8,5,15,38200
876,111183,14,7,2,13.2,6.5,22.9,37900
876,111184,12,13,2,11.3,7.7,20.4,36100
876,111186,8,5,1,8,5,21.1,35300
876,111188,17,7,3,15.4,4.1,16.7,33400
876,111197,15,8,3,13.1,5.9,22.3,36500
876,111199,14,6,3,12.4,4.6,23.4,36100
876,111210,8,7,3,7.6,6,16.8,38700
876,111217,8,6,3,7.6,4.9,16.1,32700
876,111228,13,9,4,12.2,9,15,39200
876,111229,9,9,2,8.8,7.1,22.7,39300
876,111240,12,4,1,11.5,3.6,14.2,30100
876,130271,12,3,3,11.5,3,20.8,39000
876,132195,16,14,2,14.8,9.9,20.2,37100
876,133320,11,7,2,8.5,5.9,24.2,39600
876,133322,16,15,2,15,9.1,17.2,36300
876,111244,6,3,1,5.6,1.7,13.2,33800
876,111293,9,7,4,9,5.3,21.4,35400
876,111294,8,2,2,6.6,1.1,15.6,36800
876,111394,17,9,4,15.4,7.1,24.6,35100
876,131217,10,9,2,8.6,5.2,19.3,37500
876,111314,7,4,1,6.1,4,17.5,36600
876,111316,14,7,2,12.8,5.9,20.6,40100
876,111319,6,6,1,6,5,20,38700
876,111320,9,6,2,8.8,4.1,22.3,34800
876,111321,7,8,2,6.8,4.7,16.8,38800
876,111359,10,5,1,6.7,3.3,12.7,34700
876,111371,13,4,2,11.6,3.3,23.1,38500
876,111372,10,8,3,8.4,5.6,22.8,38000
876,111378,8,14,2,8,1,20.3,37900
876,111380,14,10,3,9.5,5.8,21.5,41100
876,111383,16,8,3,15,5.4,19.5,33400
876,111390,20,14,4,19,12.3,19.6,35800
876,111391,8,8,2,8,7.6,22.3,38900
876,111392,10,9,2,9.4,4.9,21.4,32100
876,111393,11,11,3,10.4,6.4,22.8,39200
876,111400,77,17,41,73.3,1,14.9,47900
876,111401,97,45,38,88.2,15,14.6,40300
876,111435,121,20,45,118.6,4,13.5,32400
876,111457,105,27,43,101.7,0,15.6,42700
876,135731,77,15,25,76.2,4,13.7,37000
876,111463,59,12,19,57.1,3.6,12.5,40200
876,136185,4,3,1,4,1,SUPP,41200
876,111497,17,30,3,16.4,20.6,6.6,40200
876,111514,12,19,4,10,17,5.5,41300
876,111515,14,12,3,14,11.6,5.6,41600
876,111516,10,18,2,9.4,15.2,5.9,40600
877,110968,10,7,2,8.7,4.8,17.1,33600
877,110971,16,13,2,14.4,12.3,14,35600
877,110972,16,25,4,13.6,12.5,13.5,37300
877,110973,16,16,3,15.5,13.3,12,34100
877,110989,10,8,2,8,3.8,20.3,38700
877,110996,19,10,2,16.2,6.5,20.8,39700
877,111000,7,5,2,6.4,3.6,24.8,33700
877,111001,26,21,5,16.7,11.2,20.7,39000
877,111005,11,11,2,9.2,5.3,21.4,38700
877,111006,15,9,3,13.2,5.7,24.9,37700
877,111128,22,15,3,19.8,7,23.1,35400
877,111135,17,19,2,16,8.9,22.8,35100
877,111138,11,7,3,8.8,4.1,21.6,36700
877,111150,13,9,2,10.6,5,19.7,36800
877,111168,9,9,1,6,4.2,18.7,32300
877,111178,9,8,3,9,5.7,23.2,32500
877,111179,10,8,2,8.4,5.8,24.8,34400
877,111180,13,6,4,9.9,4.6,18.4,29700
877,111181,21,15,2,14.5,9.8,22.7,40600
877,111182,16,9,4,12.8,5.2,21.6,37700
877,111189,9,11,4,8.2,4.5,22.4,32400
877,111192,12,11,3,9.4,4.8,22,36200
877,111193,15,5,2,13.9,4.8,21.2,32200
877,111195,16,14,3,9.4,5.6,23.1,39200
877,111198,9,9,2,8.2,4.2,20.9,38500
877,111202,15,12,3,13.8,11.2,14.1,30900
877,111204,16,12,2,14.3,6.8,21.8,34300
877,111206,16,16,3,15.2,10.3,26.4,36000
877,111208,15,9,2,13.6,6.2,22.6,34200
877,111214,18,12,4,16.4,5.7,20.2,39100
877,111234,24,21,4,21.4,13.4,24.5,36100
877,111239,10,6,2,9.4,4.3,22.2,36300
877,131372,25,25,4,22.6,19.8,18.6,35200
877,132247,14,5,2,10.1,4.1,17.7,33500
877,132768,15,10,2,13.3,5.5,16.6,34000
877,133677,13,17,3,12,10.6,19.7,36900
877,133676,10,10,2,10,8.2,15.2,34400
877,111296,17,6,2,12.9,4.2,21.3,36800
877,131349,25,19,6,24.2,16.4,18.8,32100
877,111298,13,35,4,10.2,12.3,20.6,34300
877,111299,12,12,2,11.4,6.8,17,36600
877,111301,12,11,1,11.6,7.8,16.7,33700
877,111304,12,8,2,10.4,8,17.5,37800
877,111305,11,10,4,10.2,4.6,18.5,34000
877,111306,11,8,1,8.1,4.8,23.7,36700
877,111307,13,9,4,11.8,4.2,17.1,33600
877,111308,10,9,1,9.4,5.4,23.7,36700
877,111309,11,11,3,9.4,6.1,14.4,33700
877,111310,12,22,2,10.6,9.6,18.1,35800
877,111315,21,15,3,17,10.3,23.9,35900
877,111318,10,12,2,9.1,6.9,24,38000
877,111322,9,8,2,7.8,5.4,22.3,38300
877,111362,8,7,2,6.9,4,16.3,34400
877,111363,15,14,2,13.8,7.6,22,36200
877,111364,8,4,2,6.7,3.2,17.7,38700
877,111365,11,10,2,10.2,5.7,19.8,34600
877,111366,10,9,3,8.1,4.9,25.9,34500
877,111367,10,7,2,8.1,3.2,23.4,39100
877,111368,9,9,2,8.1,3.4,20.2,36600
877,111369,10,7,2,10,4.9,20.7,34700
877,111370,10,9,2,8.6,3.8,23.6,36400
877,111373,16,14,2,13.7,7.8,22.9,35900
877,111376,15,9,2,13,7.1,22.5,38000
877,111377,10,17,3,8.4,12,24.2,33800
877,111381,19,18,3,16,13.6,21.8,36900
877,111382,11,8,3,9.2,5.2,22,39600
877,111385,20,14,5,18.7,7.5,22.1,31000
877,133915,13,7,2,10.9,4.2,14.4,35400
877,135161,22,17,4,17.8,10.9,22.7,35900
877,111430,81,25,36,74.2,11,16.5,39800
877,111431,101,39,29,90.3,31.7,15.4,36900
877,111433,27,8,11,25.4,5.1,6.8,46400
877,111434,141,32,40,130.9,26.6,14.7,37200
877,111438,60,17,35,55.5,11.5,13.3,37100
877,111444,69,24,37,67.5,15,15.7,35300
877,111446,58,38,34,56.2,17.8,17,40200
877,111447,128,27,37,110.8,20.1,15.2,40600
877,133672,59,21,24,54.8,15.5,14.4,39300
877,111448,152,22,41,134.9,16.2,14.9,35500
877,111454,64,15,22,61.1,9.9,15.8,40200
877,111456,55,11,9,51.4,7.5,15.4,37200
877,111495,20,23,5,18.8,21.7,7.1,38600
877,111496,17,29,3,15.3,28.6,4.1,39500
877,111501,18,17,10,17.6,13.5,3.4,37300
878,113059,14,14,3,9,4.5,22.3,36600
878,113060,7,8,3,7,3.2,17.1,32300
878,113061,11,9,2,8.3,5.2,21.8,34600
878,136280,17,17,5,16.6,10.5,25.8,30500
878,113063,5,5,4,4.2,2.4,15.7,35800
878,113064,4,6,4,4,2.4,19.5,38200
878,113065,7,3,2,4.7,1.5,12.2,36600
878,113066,9,13,4,6.3,3.2,22.1,42900
878,113067,8,7,3,6.3,3.2,20.4,36700
878,113068,10,12,2,8.1,5.5,22,32400
878,113069,17,19,3,12.5,11.2,22.3,40800
878,134173,25,17,19,20.1,10.7,19.9,36700
878,113070,18,22,2,14.3,11.9,18.4,37000
878,113071,7,4,2,5.1,2.3,20.6,37500
878,113072,3,2,2,3,0.7,4,40200
878,113073,20,20,6,17.8,9.6,22.9,36900
878,134172,17,29,4,14.8,9.1,24,37600
878,113079,20,34,6,15.4,10.8,16.8,33800
878,113080,15,21,4,12.2,12.3,25.6,39100
878,113081,17,13,6,14.9,5.5,22,40600
878,113082,27,31,6,18.9,14.8,20.3,35200
878,113083,10,9,2,7.3,5.4,19.4,36200
878,113084,15,22,4,13.8,10.4,23,39900
878,113085,13,17,5,10.4,5.8,19.6,36000
878,113086,14,15,5,11.6,7.5,25,37200
878,113087,18,12,6,13.9,4.9,21.8,38800
878,113091,16,12,4,14.5,4.6,22.5,34500
878,113092,14,14,5,11.8,8.3,21.3,38100
878,113093,14,31,5,12.4,17.9,20,39000
878,134174,21,32,5,17.2,15.3,24.6,39400
878,113095,14,30,3,11.3,10.8,17,38600
878,113096,20,26,8,14.8,10,21.3,36700
878,113097,7,8,4,6,3.9,25,31900
878,113098,18,21,7,16.4,12,19.3,35500
878,113099,25,37,8,19.2,11.6,20.2,34000
878,113100,5,6,1,3.6,2.2,24.3,40100
878,113101,4,1,2,2.6,0.7,6.9,SUPP
878,113102,4,3,3,2.7,0.9,19.3,SUPP
878,113103,13,5,4,10.4,2.4,17.3,34000
878,113104,7,9,3,5,2.4,21.4,39200
878,113105,19,15,3,15.1,8.8,25.1,39100
878,113106,12,9,3,9.4,3.4,22.6,40000
878,113107,10,17,2,7.9,7.9,21.4,40200
878,113108,22,14,5,15.4,7.6,21.2,35600
878,113109,5,7,1,4.1,1.6,13.7,39200
878,113110,6,7,4,5.2,4,19.1,39600
878,113111,14,14,3,9.7,4.2,19.6,36800
878,113112,5,4,1,3.6,2.2,23.6,SUPP
878,113113,5,4,2,5,2.7,19.6,38800
878,113114,21,12,4,15.9,7.5,18.3,33400
878,113115,4,6,1,3.4,1.6,21.5,36500
878,113117,15,14,5,12.3,6.5,23.4,40000
878,113119,13,9,5,10.9,5.7,19.9,32100
878,113120,18,18,2,14,7.6,21.8,35400
878,113122,7,9,3,5.3,3.7,19.5,34200
878,113123,9,5,3,5.6,1.6,17.5,32900
878,113124,4,5,2,2.5,0.7,16,SUPP
878,131108,12,14,3,9.1,6.1,25,38500
878,113125,14,13,6,11.7,5.6,19.8,34900
878,113126,6,2,2,3.2,1.3,15,SUPP
878,113127,14,10,7,11.4,6.3,15.8,38900
878,113128,10,8,3,7.2,4.2,24,36900
878,113129,7,8,3,5.2,3.8,17.7,SUPP
878,113130,15,22,5,15,14.2,14.9,32700
878,113131,14,21,6,11.2,12.1,26.1,35300
878,113132,18,18,6,16,11.3,20,35200
878,113133,5,6,1,3.7,2.5,21.9,38800
878,113134,8,5,3,6.1,2.6,19.3,36000
878,113135,4,1,2,2.4,0.8,20.6,SUPP
878,113136,11,11,2,8,3.7,17.6,36500
878,113137,9,3,1,6.2,1.7,16.4,37000
878,113138,12,15,3,8.8,6.8,30.5,40600
878,113139,16,17,6,12.6,8.9,20.1,37000
878,113140,3,5,3,2.2,1.7,4.5,SUPP
878,113141,5,2,3,2.5,1,16.9,SUPP
878,113142,8,16,3,8,6,21.5,36100
878,113143,10,7,1,4,1.4,14.1,SUPP
878,113144,3,1,3,2.5,0.8,4.8,SUPP
878,113145,12,12,3,9.5,5.7,17.1,35600
878,113146,3,4,1,2.7,1.3,18,SUPP
878,113147,5,7,3,4,1,13.5,34100
878,113148,8,8,2,4.8,3,22.1,35900
878,113149,14,19,4,11.3,5.6,25.8,38100
878,113150,14,12,7,12.9,0,19.4,37000
878,113151,8,13,3,4.8,3.7,21.5,40300
878,113152,5,4,1,4.5,2,21.8,34500
878,113153,4,3,2,2.9,1.5,12.4,SUPP
878,113154,8,6,3,4.1,3,20.9,41800
878,113155,26,28,7,20.8,16.3,18.1,34800
878,113156,9,7,3,6.5,2.5,21.4,37000
878,113157,3,3,1,2.2,1.5,7.3,SUPP
878,113158,4,6,1,2.6,2.5,19.8,SUPP
878,113159,10,9,2,9.4,4.4,17.3,32300
878,113160,4,4,3,4,1.1,19.3,37800
878,113161,7,10,3,5.2,5,20,38300
878,113162,6,4,1,3.5,2,22.6,SUPP
878,113163,7,7,2,4.2,2.1,27.4,39500
878,113164,7,4,1,5.4,1.1,11.6,34400
878,113165,6,3,2,4.6,1.1,19.8,40400
878,113166,6,12,2,3.9,1.5,14.4,SUPP
878,113167,4,4,2,2.6,1.9,15.2,SUPP
878,113168,7,15,2,6.1,6.1,21.1,33400
878,113169,21,32,5,15.8,14.3,20.2,31700
878,113170,3,2,2,2.5,1,14.8,SUPP
878,113171,3,2,2,2.9,0.3,11,SUPP
878,113172,6,9,4,5,3.3,17.9,41100
878,113173,3,5,4,2,0,10.7,SUPP
878,113174,8,15,3,7,3.8,20.7,32100
878,113175,13,6,6,9.3,3.1,18.2,29600
878,113176,9,7,3,6,3.3,22.3,38800
878,113177,3,3,1,2.2,1.1,10,SUPP
878,113178,18,29,7,14.5,10.8,15.4,34600
878,113179,10,20,3,8.8,6,24.7,38200
878,113180,24,29,4,20.7,15.2,21.8,37200
878,113182,6,3,4,3.5,1.2,16.3,SUPP
878,113183,4,9,3,3.4,2.1,23.2,42300
878,113184,15,14,2,10.8,6.2,18.8,36000
878,113185,9,11,2,7.2,4.3,21.9,35900
878,113186,12,11,3,6.6,5.5,20.9,26700
878,113187,18,22,3,12.4,7.4,23.5,37500
878,113191,5,6,3,3.5,0.9,18.7,SUPP
878,113192,10,13,5,7.1,6.8,27.9,38700
878,113193,7,3,4,4.5,0.8,18,SUPP
878,113194,6,7,3,4.4,3.5,18.6,SUPP
878,113196,17,19,4,12.9,9.2,20.7,37400
878,113197,7,10,2,5,4.6,23.8,39600
878,113198,4,4,2,3.3,1.2,15,SUPP
878,113199,7,9,1,4.8,2.4,16.5,SUPP
878,113200,8,9,3,4.8,0.4,15,SUPP
878,113201,22,31,3,17.4,15.1,18.9,38600
878,113202,8,4,3,2.7,1.7,11.4,NA
878,113203,9,8,2,8.3,4.2,22.3,39700
878,113204,7,9,3,4.6,3.4,19,SUPP
878,113205,20,17,4,18.1,9.8,22,35100
878,113206,4,4,1,3.2,2.1,19.2,33400
878,113207,8,11,2,4.1,2.2,12.1,SUPP
878,113208,9,7,2,7.4,4.6,20.5,33800
878,113209,24,24,5,19.4,14.1,22.6,35100
878,113210,23,27,5,16.9,14.6,17.4,38700
878,113217,11,11,3,8.9,6.4,23.8,40300
878,113218,13,16,6,11,6.2,20.1,40300
878,113219,10,9,3,7.8,3.8,20.5,40700
878,113220,12,13,2,9,6.2,21.4,35000
878,113221,6,3,2,4.7,1.2,18.3,39100
878,113222,5,6,2,5,1.7,21.2,34600
878,113223,10,5,2,8.3,2.8,18.3,34700
878,113224,21,24,4,18.4,7.9,22.2,35700
878,113234,11,11,3,10.2,6.2,20.3,38400
878,113235,6,4,2,3.5,2.1,18.9,SUPP
878,113241,13,15,4,11.6,8.9,22.2,34800
878,113243,25,27,5,20.6,12.7,21.4,37500
878,113244,21,23,5,15.7,10.9,24.1,32000
878,113245,17,22,2,14.6,10.9,22,36900
878,113246,11,14,1,7.7,6.6,23,40200
878,113247,5,6,3,3.1,1.5,14.2,SUPP
878,113248,5,6,4,3.5,1.3,15.3,SUPP
878,113249,8,8,1,7.6,1.8,20,37700
878,113250,4,5,2,3.7,2,20,39700
878,113251,11,17,4,8.5,6.2,19.3,35500
878,113252,5,3,2,4,1.5,19,37900
878,113253,7,10,4,6.2,3.8,17.6,33900
878,113254,10,7,4,7.3,4.5,18.2,30800
878,113255,17,33,5,11.8,11.1,20.3,42900
878,113256,7,9,1,6.2,3.1,15.5,31500
878,113257,6,6,2,2.7,1.2,13,SUPP
878,113258,5,9,2,4.8,2.9,19.8,39100
878,113259,12,21,3,7.7,4.2,20.2,38700
878,113260,26,51,8,21.6,20.8,26,37700
878,113261,7,3,1,3.4,1.1,17.3,SUPP
878,113262,4,4,1,2.6,1.4,15.2,SUPP
878,113263,12,12,3,9.8,5.1,20.2,35700
878,113264,6,4,3,3.7,2.4,20.1,SUPP
878,113265,19,33,7,16,13.2,19.8,35500
878,113266,11,11,3,8.4,4.9,20,36700
878,113267,11,13,7,8.7,5.8,25.4,36500
878,113268,10,7,4,7.4,2.3,20.7,36900
878,113330,17,23,6,15.4,11.8,22.8,34600
878,113331,7,9,3,5.1,3.3,19.9,31300
878,113335,10,15,3,7.8,3.9,16.5,34200
878,113336,15,16,5,12.8,7.7,25.2,36800
878,113337,7,6,3,5.1,3.6,21.2,SUPP
878,113338,6,5,2,4.6,2.5,17.3,40100
878,113339,15,13,5,8.3,4.7,20.5,40000
878,113340,24,24,4,16,14.4,19.9,36600
878,113341,27,24,5,22.3,14,20.3,37300
878,113342,13,16,3,11.8,9.3,12.7,34500
878,113343,23,35,3,17,12.6,21.9,38900
878,132778,17,16,6,14.1,9.4,16.4,33600
878,131273,21,25,9,16.3,14.4,20.6,40900
878,113347,5,5,2,3.8,2,17.2,38900
878,113348,4,3,2,2.8,1.2,14.6,SUPP
878,113349,5,2,2,2.8,0.5,12.3,SUPP
878,113350,6,4,4,4.1,1.7,17.1,SUPP
878,113351,5,4,1,3.6,1.6,9.1,35600
878,113353,6,6,3,4.8,3.7,21.6,35100
878,113355,27,28,9,21.8,15.8,20.1,34700
878,113356,3,2,1,2.9,1.3,10.8,SUPP
878,113357,8,11,2,7.8,4.9,21.9,36300
878,113358,11,17,3,9,6,19.4,34400
878,113359,8,5,1,4.7,2.8,24.2,37400
878,113360,6,7,3,3.8,1.7,16.8,SUPP
878,113361,5,11,3,3.9,1.8,20.3,42200
878,113362,10,8,3,5.2,1.7,17.9,SUPP
878,113363,7,7,3,5,4,17.6,30100
878,113364,5,8,2,4.7,4,23.8,37900
878,113365,8,8,4,6,2.1,21.8,38500
878,113366,6,2,3,4.6,1,22,SUPP
878,113367,7,13,6,5.1,3.4,22.1,37700
878,113368,7,4,8,5,2.5,15.1,37300
878,113369,3,3,2,3,1.1,19.3,33400
878,113370,8,14,5,6.3,3.8,14.2,39800
878,113371,7,8,2,4.1,2.1,23.2,SUPP
878,113372,3,4,2,2.6,2.2,10.8,SUPP
878,113373,4,2,2,2.3,0.7,14.6,SUPP
878,113374,6,3,1,3,1.5,11,SUPP
878,113375,6,8,2,5,3.3,20.9,40500
878,113376,3,2,1,3,1.2,15.3,30200
878,113377,18,22,7,13.4,6.9,17.3,36600
878,113378,4,4,2,2.5,1.6,16.6,SUPP
878,113379,17,15,8,14.6,9.2,18.3,34700
878,113380,10,5,3,5.1,1.5,15.8,34400
878,113381,25,27,9,20.1,14.1,20.7,32900
878,113382,6,3,1,3.7,1.8,6.8,SUPP
878,113383,5,6,3,3,1.4,17.3,SUPP
878,113384,5,8,2,5,3.7,19.6,36100
878,113385,16,32,4,15.4,13.7,22.1,35300
878,113386,15,17,7,13.7,6.6,17.2,34000
878,113387,5,4,1,4.7,1.5,12.8,37200
878,113388,7,5,2,3.8,2.4,17.9,SUPP
878,113389,16,15,4,14.5,5.9,21.7,38100
878,113391,7,2,2,3.2,1.3,9.4,SUPP
878,113392,24,21,6,18.8,5.2,20,37200
878,113393,10,5,2,7.4,2.2,13.5,33800
878,113394,25,14,9,15.8,7.4,21.8,34400
878,113395,6,7,1,3.8,2.7,18.2,SUPP
878,113396,7,7,1,5.7,2.8,13.9,33600
878,113397,6,5,2,5.5,3.4,19.8,35000
878,113398,17,13,2,11.4,7.5,23.1,37400
878,113399,5,6,3,3.2,2.8,25,SUPP
878,113400,5,5,1,4.2,1.7,10.5,28800
878,113404,6,4,2,3.8,1.2,10.2,SUPP
878,113405,5,4,3,3.5,1.9,21.9,38300
878,113406,15,11,5,10.9,7.9,17.6,35700
878,113407,21,28,5,19.3,14.5,20.9,33500
878,113408,8,4,3,6.4,2.2,20.3,38900
878,113409,8,8,4,5,2.9,21.8,SUPP
878,113410,5,2,2,3,0.5,14.4,SUPP
878,113411,5,5,3,2.7,1.9,19.8,SUPP
878,113412,3,3,2,2.3,0.9,20.1,SUPP
878,113413,8,10,2,5.8,3.8,16.7,40200
878,113414,3,6,2,2.2,2.8,15.9,SUPP
878,113420,5,9,6,5,4.2,25.4,37300
878,113421,9,9,4,6.4,1.8,22.1,38500
