LA,ESTAB,URN,PERCTOT,PERCUA,PPERSABS15,PPERSABS20
306,2055,101750,5.78,0.75,6.5,2.9
306,2057,101752,4.48,0.50,5.2,1.7
306,2058,101753,5.39,0.75,6.2,2.5
306,2062,101756,4.72,0.84,2.4,0.8
306,2063,101757,5.16,2.52,6.0,2.0
306,2065,101758,3.40,0.25,0.5,0.0
306,2067,101759,4.53,0.75,3.9,0.8
306,2068,101760,4.46,0.36,4.4,1.7
306,2074,101765,5.94,2.97,5.2,2.6
306,2075,101766,4.15,2.25,4.2,0.0
306,2076,101767,4.52,0.72,2.0,1.2
306,2077,101768,7.35,2.43,13.0,7.3
306,2078,101769,6.01,1.91,8.9,4.4
306,2083,101772,4.81,0.65,4.4,1.1
306,2084,101773,4.46,1.15,3.3,1.1
306,2086,101774,4.03,0.60,2.8,1.1
306,2090,101776,5.20,1.52,5.6,1.9
306,2093,101778,5.45,0.80,5.5,1.9
306,2094,101779,6.26,1.15,8.3,4.1
306,2098,101781,3.85,0.19,0.5,0.0
306,2102,101783,5.26,0.85,7.2,1.4
306,2103,101784,6.02,3.12,7.9,4.0
306,2105,101785,7.00,1.82,8.7,5.3
306,2106,101786,5.30,1.74,6.1,1.6
306,2107,130915,4.37,0.62,3.3,1.1
306,2108,131339,6.55,3.08,10.6,4.9
306,2109,131464,6.23,2.37,6.3,3.3
306,2110,131925,5.71,1.36,8.0,1.2
306,2111,132125,4.25,1.67,0.7,0.7
306,2112,136055,6.23,2.58,7.0,3.1
306,3000,101787,5.72,1.68,8.3,3.9
306,3003,101788,3.71,0.00,3.3,1.1
306,3004,101789,3.05,0.32,3.3,0.5
306,3006,101790,4.25,0.28,2.4,1.4
306,3007,101791,5.82,0.04,6.9,1.8
306,3008,132009,6.40,0.78,9.0,2.1
306,3300,101792,4.14,0.23,3.9,1.7
306,3301,101793,3.81,0.62,3.2,1.1
306,3400,101794,4.82,2.78,5.1,5.1
306,3401,101795,4.26,0.00,4.1,1.2
306,3403,101796,2.95,0.02,1.4,0.3
306,3404,101797,3.81,0.06,2.0,0.5
306,3405,101798,4.28,0.59,3.6,1.0
306,3406,101799,4.08,0.05,1.6,0.8
306,3408,101800,4.81,0.71,5.0,1.1
306,3409,101801,4.16,0.20,2.2,1.1
306,3411,101802,4.68,0.68,4.0,2.0
306,3412,101803,5.64,0.11,3.3,0.8
306,3414,134449,5.46,1.27,7.3,2.4
306,3415,134475,8.12,3.03,16.8,6.9
306,3416,135151,5.81,2.12,6.0,1.2
306,3417,135225,4.72,1.65,2.6,0.6
306,3418,135525,4.91,0.73,4.5,1.3
306,3419,136566,6.83,1.37,11.9,5.2
306,4024,101805,7.19,3.07,10.2,6.1
306,4031,101806,6.02,0.72,8.4,3.1
306,4042,101810,7.51,4.06,11.9,6.6
306,4600,101811,5.30,0.93,6.4,3.6
306,4603,101813,5.23,1.03,5.1,2.4
306,4702,101814,6.61,3.24,10.6,5.3
306,5200,101815,5.55,1.08,6.4,2.6
306,5201,101816,3.38,0.01,2.5,0.8
306,5202,101817,3.78,0.32,2.5,1.0
306,5400,101818,4.72,0.81,4.0,2.1
306,5401,101819,6.77,2.47,8.7,4.8
306,5402,101820,5.49,0.16,7.0,2.8
306,5403,101821,7.48,3.89,12.1,6.3
306,5405,101823,4.22,0.19,2.6,0.5
306,5406,101824,5.77,2.00,6.7,3.4
306,5407,101825,5.53,1.55,7.6,3.5
306,5408,101826,5.36,1.71,6.9,2.8
306,5900,131280,5.59,0.83,7.0,3.4
306,6900,101849,5.85,1.06,5.0,2.5
306,6905,135249,4.36,0.99,3.8,1.8
306,6906,135311,4.13,0.58,2.1,0.8
306,6907,135654,8.60,2.70,15.1,8.6
306,6908,135955,6.62,2.66,8.4,4.3
306,6909,135968,7.65,2.95,12.7,7.0
306,6910,136203,10.11,4.88,18.0,11.6
307,2005,101866,4.69,0.15,3.1,0.9
307,2006,101867,5.76,1.04,7.3,2.1
307,2022,101868,4.98,1.30,3.1,2.6
307,2033,101869,5.80,0.44,6.2,2.3
307,2046,101870,4.66,0.10,3.5,0.5
307,2058,101873,6.12,1.47,7.3,2.8
307,2059,101874,4.73,0.19,3.6,1.5
307,2067,101875,4.86,0.63,3.6,1.0
307,2071,101876,5.50,0.91,3.1,0.5
307,2076,101877,5.37,0.18,5.1,0.7
307,2083,101878,5.49,0.75,2.0,0.5
307,2088,101879,6.10,1.46,9.4,3.2
307,2092,101880,5.49,0.84,5.8,1.8
307,2094,101881,7.75,0.82,11.9,3.3
307,2115,101884,4.38,0.04,2.7,0.0
307,2121,101885,4.73,1.11,4.5,1.6
307,2125,101886,5.67,0.90,6.5,3.0
307,2150,101887,5.60,0.41,4.8,1.9
307,2151,101888,4.51,0.29,4.1,1.6
307,2153,101889,7.01,1.31,10.3,3.9
307,2154,101890,6.97,0.67,10.5,4.6
307,2161,101891,4.89,0.81,6.2,3.1
307,2162,101892,6.12,0.09,6.4,1.9
307,2163,101893,4.45,0.33,1.1,0.4
307,2164,101894,5.38,0.44,5.1,1.9
307,2165,101895,5.22,1.25,3.4,0.9
307,2166,101896,5.83,1.05,8.1,2.8
307,2167,101897,3.62,0.39,1.6,0.7
307,2168,101898,6.84,0.81,8.2,3.2
307,2169,101899,4.85,1.11,6.5,2.5
307,2170,101900,5.93,1.52,7.2,1.5
307,2171,101901,4.94,0.12,4.8,0.9
307,2172,101902,6.41,0.60,6.6,2.1
307,2173,101903,6.05,0.95,7.2,3.3
307,2174,101904,4.21,0.06,2.5,0.5
307,2175,101905,5.26,0.56,2.8,0.8
307,2176,101906,4.86,0.53,3.0,0.3
307,2177,101907,7.45,1.16,11.1,4.9
307,2178,101908,4.64,0.76,2.9,1.1
307,2179,101909,6.51,2.12,7.8,2.7
307,2180,101910,5.46,0.90,5.7,1.9
307,2181,101911,5.59,0.28,5.8,1.6
307,2182,101912,4.35,0.50,1.7,0.0
307,2183,101913,6.40,0.76,8.0,3.2
307,2184,101914,6.04,1.07,4.5,1.2
307,2185,101915,4.87,0.12,2.5,1.1
307,2186,101916,5.44,0.72,3.4,1.1
307,2187,131144,6.04,1.29,7.4,3.4
307,3301,101917,4.89,0.54,4.7,1.7
307,3302,101918,4.72,0.01,2.2,1.1
307,3500,101919,3.25,0.15,1.4,0.6
