LA,ESTAB,URN,PERCTOT,PERCUA,PPERSABS15,PPERSABS20
845,4044,114595,8.03,2.19,13.2,7.1
845,4045,114596,6.28,0.65,8.6,3.8
845,4046,114597,7.02,1.86,10.2,5.9
845,4047,114598,7.08,1.21,9.4,4.4
845,4055,114600,7.94,2.28,11.8,7.0
845,4057,114601,8.36,2.32,13.8,5.6
845,4058,114602,7.58,1.79,11.3,4.8
845,4063,114604,7.21,1.56,9.6,6.0
845,4064,114605,7.94,2.25,13.2,8.2
845,4073,114609,7.97,2.49,13.9,6.5
845,4074,131669,7.53,1.58,13.1,6.0
845,4500,114610,7.51,1.13,12.3,5.6
845,4606,114612,5.77,0.50,7.4,3.9
845,4610,114613,5.97,1.19,8.2,4.2
845,6905,136106,9.29,3.46,14.7,8.7
846,2000,114361,3.28,0.14,0.9,0.2
846,2001,131789,5.91,1.04,6.8,1.9
846,2002,132028,5.94,1.45,6.3,3.5
846,2006,132029,6.60,1.84,8.9,3.4
846,2007,114365,6.13,0.76,4.8,1.5
846,2009,114366,4.32,0.22,2.5,0.8
846,2010,114367,3.88,0.27,0.4,0.0
846,2017,114368,6.69,1.31,6.4,3.2
846,2018,114369,5.50,0.43,4.8,0.5
846,2021,114372,4.62,0.53,1.8,0.5
846,2022,114373,4.65,0.54,3.9,1.1
846,2026,114374,5.02,0.98,3.1,1.1
846,2028,114376,4.08,0.48,2.7,0.3
846,2029,114377,4.05,0.90,3.3,1.1
846,2036,114380,4.56,0.16,4.2,0.5
846,2037,114381,6.13,1.73,6.8,2.1
846,2040,114382,3.30,0.02,0.8,0.0
846,2043,114383,6.57,1.24,8.0,2.5
846,2044,114384,6.91,1.68,10.7,4.5
846,2064,114397,4.97,0.39,4.4,0.8
846,2065,114398,4.65,0.97,4.9,0.8
846,2066,114399,3.66,0.16,1.1,0.5
846,2067,114400,3.63,0.27,2.1,0.3
846,2070,114403,4.05,0.60,2.6,0.2
846,2079,114411,4.89,0.00,6.7,1.7
846,2080,114412,4.89,0.93,5.6,0.9
846,2081,114413,5.85,1.15,6.0,1.2
846,2093,114425,6.46,2.21,8.7,2.8
846,2096,114428,4.18,0.45,3.3,1.2
846,2100,114430,5.20,0.31,5.6,1.1
846,2114,114443,6.56,1.05,7.6,4.1
846,2119,114446,5.08,1.18,5.1,2.0
846,2155,114477,4.70,0.13,4.3,2.1
846,2156,114478,4.80,0.42,4.2,0.4
846,2157,114479,5.10,0.64,5.9,2.2
846,2158,114480,4.80,0.35,1.9,0.6
846,2163,114485,6.56,1.90,8.6,4.2
846,2164,114486,5.82,0.67,6.8,2.4
846,2165,114487,7.44,1.41,9.4,5.0
846,3304,114537,5.67,0.67,5.9,1.6
846,3305,114538,7.35,2.15,11.2,4.8
846,3308,114539,5.35,0.21,5.1,1.1
846,3311,114540,5.32,1.06,2.8,1.7
846,3313,114541,5.44,1.19,5.8,1.1
846,3314,114542,4.57,1.42,0.7,0.0
846,3315,114543,4.14,0.26,3.3,0.0
846,3316,114544,5.65,1.10,8.1,2.2
846,3317,114545,7.26,2.25,10.7,2.7
846,3318,114546,3.67,1.14,2.1,0.5
846,3328,114555,3.94,0.07,1.6,0.5
846,3329,114556,5.20,0.06,2.1,1.8
846,3333,114560,4.77,0.67,3.9,1.2
846,3341,114567,3.66,0.06,0.8,0.0
846,3344,114570,4.40,0.34,2.1,1.1
846,4012,114579,7.84,2.53,13.3,7.7
846,4016,114580,5.72,0.69,7.0,2.8
846,4018,114581,8.29,2.85,13.6,8.5
846,4049,114599,8.23,2.24,15.9,6.0
846,4067,114606,5.61,1.18,6.2,2.5
846,4068,114607,7.93,2.88,13.3,7.7
846,4072,114608,8.57,3.58,15.3,9.8
846,4605,114611,6.25,1.43,8.1,3.4
846,6905,136164,8.69,3.79,16.0,8.9
850,2000,115850,5.88,0.24,9.7,3.9
850,2001,115851,4.05,0.22,2.6,0.9
850,2002,115852,4.80,0.49,4.3,2.7
850,2003,115853,4.04,0.27,1.9,0.5
850,2004,115854,4.36,0.24,1.6,0.8
850,2005,115855,5.35,0.18,5.3,3.5
850,2006,115856,5.35,1.14,4.3,0.9
850,2007,115857,5.54,0.91,4.8,3.2
850,2008,115858,6.79,0.56,8.5,5.6
850,2009,131717,4.81,0.52,2.2,0.8
850,2011,132212,4.39,0.05,4.2,1.2
850,2012,115859,3.76,0.43,0.8,0.0
850,2013,115860,4.59,0.16,3.9,1.5
850,2014,115861,6.69,0.10,6.9,4.6
850,2015,132801,4.66,0.18,2.4,0.4
850,2016,132802,5.78,0.25,6.3,1.9
850,2017,133292,5.71,0.54,6.5,3.3
850,2018,115862,5.63,1.44,8.4,2.4
850,2019,115863,3.94,0.50,1.7,0.0
850,2020,133303,6.17,1.22,5.9,4.6
850,2021,115864,4.70,0.08,5.4,2.3
850,2022,115865,4.96,0.23,3.3,0.8
850,2023,115866,4.18,0.23,2.5,0.0
850,2025,115867,5.03,0.10,3.0,0.0
850,2026,115868,3.66,0.62,0.0,0.0
850,2027,115869,4.09,0.08,4.9,1.2
850,2028,115870,4.12,0.08,2.2,0.0
850,2030,115871,4.39,0.11,2.8,0.9
850,2033,115872,2.71,0.02,0.9,0.0
850,2034,115873,3.73,0.30,2.2,0.0
850,2035,115874,3.03,0.05,1.2,0.0
850,2036,115875,3.88,0.52,1.7,0.9
850,2040,115876,3.87,0.16,1.1,0.4
850,2041,115877,6.20,0.05,7.1,3.1
850,2046,115878,3.66,0.03,2.3,1.1
850,2047,115879,4.37,0.68,6.3,1.1
850,2049,115880,4.14,0.00,2.5,0.8
850,2053,115881,3.52,0.34,0.6,0.6
850,2054,115882,4.29,0.39,2.2,1.1
850,2055,115883,4.63,1.01,2.8,0.6
850,2056,115884,4.54,0.18,4.8,1.4
850,2057,115885,6.56,0.80,10.0,3.3
850,2061,115886,4.95,0.29,4.4,0.6
850,2062,115887,5.53,0.19,5.1,1.7
850,2063,115888,4.29,0.46,1.1,0.0
850,2067,115889,4.84,0.50,3.2,2.3
850,2069,115890,3.98,0.03,1.5,0.4
850,2071,115891,3.56,0.26,0.8,0.0
850,2074,115892,5.12,0.33,3.1,1.5
850,2076,115893,5.09,0.42,6.7,1.1
850,2077,115894,7.33,1.67,12.5,5.4
850,2085,115897,4.52,0.14,1.3,1.3
850,2086,115898,3.89,0.97,1.1,0.5
850,2089,115899,6.17,1.38,5.8,1.9
850,2090,115900,4.48,0.00,2.4,0.0
850,2091,115901,5.41,0.22,5.6,1.6
850,2092,115902,4.45,0.64,4.8,4.8
850,2094,115903,4.25,0.41,2.5,0.8
850,2095,115904,4.66,0.57,3.5,0.6
850,2096,115905,6.33,0.91,0.5,0.0
850,2097,115906,6.63,1.29,1.0,0.0
850,2099,115907,5.30,0.33,5.8,0.0
850,2100,115908,6.07,1.30,7.9,1.8
850,2101,115909,6.23,1.10,8.2,2.5
850,2103,115911,4.14,0.20,2.0,0.5
850,2104,115912,4.83,0.29,3.8,0.9
850,2105,115913,4.77,0.27,4.5,0.8
850,2106,115914,3.49,0.10,0.6,0.3
850,2107,136078,7.46,2.05,0.0,0.0
850,2111,115915,4.08,0.48,1.9,0.0
850,2113,115916,5.55,0.47,4.1,1.9
850,2115,115918,3.87,0.07,1.1,0.0
850,2116,115919,4.10,0.29,1.9,0.5
850,2117,115920,5.13,0.25,2.4,1.2
850,2119,115921,5.08,0.05,7.0,1.8
850,2120,115922,3.88,0.29,0.4,0.0
850,2125,115924,3.65,0.10,2.2,1.1
850,2127,115925,3.95,0.18,3.4,0.9
850,2128,115926,3.92,0.42,2.4,0.8
850,2137,115928,6.06,0.33,7.5,2.9
850,2140,115929,5.34,0.63,6.0,1.7
850,2146,115930,4.04,0.03,3.3,1.6
850,2147,115931,3.62,0.64,2.0,0.0
850,2148,115932,4.32,0.00,2.5,0.0
850,2155,115933,6.04,0.70,7.1,3.2
850,2157,115934,4.81,0.00,4.8,0.0
850,2161,115935,4.02,0.17,2.6,0.6
850,2162,115936,4.08,0.07,2.6,2.1
850,2167,115937,5.08,0.10,5.0,2.2
850,2168,115938,5.12,0.18,4.1,1.1
850,2169,115939,5.70,0.46,4.1,1.0
850,2170,115940,4.40,0.37,4.2,1.5
850,2175,115943,4.56,0.22,3.2,1.1
850,2176,115944,3.95,0.28,3.1,1.8
850,2180,115945,5.23,0.37,2.5,2.5
850,2181,115946,4.89,0.05,4.5,0.0
850,2182,115947,4.01,0.11,3.6,0.6
850,2183,115948,5.13,0.28,4.2,1.1
850,2186,115949,4.46,0.18,3.6,0.0
850,2190,115952,4.71,1.51,3.2,1.4
850,2193,115953,6.47,1.22,6.6,5.4
850,2194,115954,5.55,0.06,8.3,1.8
850,2196,115955,6.12,0.53,8.8,2.9
850,2197,115956,7.22,0.46,8.3,4.1
850,2200,115957,4.84,0.01,3.8,1.9
850,2202,115959,7.07,1.12,12.0,8.7
850,2203,115960,4.75,0.05,1.9,0.9
850,2204,115961,4.95,0.95,4.5,1.8
850,2206,115962,4.78,1.01,3.4,0.7
850,2211,115963,6.56,0.02,3.4,0.9
850,2213,115964,4.40,0.82,4.2,0.8
850,2214,115965,5.05,1.08,5.4,0.7
850,2215,115966,5.68,0.71,4.3,0.6
850,2216,115967,4.58,0.62,2.2,0.5
850,2217,115968,5.82,0.24,7.6,1.1
850,2219,115969,5.84,1.03,7.2,2.7
850,2220,115970,6.87,1.40,9.6,4.4
850,2223,115971,6.42,0.97,7.8,4.9
850,2224,115972,3.99,0.48,2.2,0.6
850,2226,115973,4.68,0.06,1.7,0.0
850,2227,115974,4.55,0.49,2.6,1.0
850,2228,115975,4.40,0.27,2.1,1.4
850,2229,115976,4.31,0.23,3.5,0.5
850,2230,115977,4.59,0.12,2.8,0.0
850,2237,115980,3.44,0.07,0.6,0.0
850,2238,115981,4.32,0.05,4.1,3.3
850,2239,115982,3.43,0.24,1.6,0.0
850,2241,115983,6.26,0.91,4.7,2.4
850,2242,115984,4.55,0.30,3.6,0.7
850,2243,115985,4.66,0.23,3.8,1.3
850,2246,115986,5.03,0.22,0.0,0.0
850,2248,115988,6.03,0.24,5.3,0.5
850,2249,115989,3.82,0.09,0.8,0.0
850,2252,115990,3.92,0.16,1.8,0.8
850,2254,115991,5.24,0.47,5.8,1.1
850,2255,115992,4.30,0.02,1.7,0.0
850,2256,115993,5.25,0.08,4.1,0.0
850,2257,115994,5.41,0.25,3.9,2.2
850,2263,115997,3.71,0.25,2.1,0.9
850,2265,115998,3.92,0.40,2.5,0.8
850,2266,115999,4.37,0.26,3.9,2.1
850,2267,116000,3.66,0.14,1.7,0.3
850,2268,116001,5.01,0.70,3.5,0.7
850,2269,116002,4.13,0.09,3.0,0.0
850,2270,116003,4.81,0.22,2.7,0.5
850,2271,116004,5.22,0.89,9.2,1.5
850,2272,116005,3.70,0.26,3.1,0.8
850,2273,116006,4.34,0.87,2.4,1.0
850,2274,116007,3.52,0.03,2.3,0.3
850,2276,116009,3.84,0.01,2.4,0.0
850,2278,116010,3.13,0.17,1.1,0.0
850,2279,116011,4.84,0.34,4.7,1.3
850,2282,116012,4.38,0.23,2.7,1.1
850,2283,116013,4.75,0.67,4.4,1.0
850,2284,116014,5.02,0.42,5.6,1.0
850,2285,116015,4.71,0.26,2.1,0.5
850,2286,116016,3.34,0.12,3.5,1.5
850,2287,116017,5.64,0.36,6.0,3.0
850,2288,116018,5.43,1.31,7.3,2.2
850,2289,116019,2.89,0.09,0.9,0.4
850,2290,116020,5.50,0.41,7.5,2.7
850,2291,116021,4.41,0.05,3.4,0.0
850,2297,116022,3.63,0.15,0.5,0.0
850,2298,116023,6.36,1.16,9.7,3.9
850,2299,116024,5.05,0.05,4.3,0.7
850,2300,116025,3.56,0.39,3.2,0.5
850,2301,116026,6.00,2.30,7.3,4.5
850,2304,116027,5.62,0.28,8.0,3.0
850,2306,116028,3.96,0.00,2.5,0.0
850,2309,116030,3.90,0.52,0.0,0.0
850,2310,116031,5.42,0.91,6.0,2.0
850,2312,116032,3.22,0.01,1.3,0.3
850,2313,116033,4.24,0.54,3.7,1.1
850,2314,116034,3.86,0.42,2.4,1.0
850,2315,116035,3.84,1.32,1.8,1.8
850,2316,116036,3.31,0.18,0.6,0.0
850,2317,116037,5.00,0.49,2.7,0.7
850,2318,116038,6.59,1.89,7.3,2.0
850,2319,116039,3.88,0.13,1.1,0.0
850,2320,116040,5.70,0.15,3.7,2.1
850,2321,116041,5.19,0.77,4.8,3.2
850,2322,116042,4.37,0.00,1.6,1.1
850,2323,116043,3.49,0.15,1.1,0.0
850,2324,116044,5.54,0.20,5.0,2.5
850,2325,116045,5.02,0.22,4.0,1.4
850,2326,116046,5.35,1.11,6.3,2.6
850,2328,116047,4.58,0.12,2.5,0.8
850,2329,116048,3.64,0.19,0.9,0.9
850,2330,116049,4.76,0.30,2.9,0.0
850,2332,116051,4.03,0.03,1.7,0.4
850,2335,116052,4.01,0.53,1.3,0.6
850,2336,116053,4.29,0.24,3.3,0.5
850,2339,116054,4.51,0.03,2.1,1.0
850,2341,116055,4.96,0.27,3.5,0.9
850,2342,116056,4.68,0.50,3.4,0.6
850,2344,116057,4.73,0.43,3.5,0.9
850,2345,116058,3.60,0.09,2.0,0.8
850,2346,116059,3.93,0.95,3.3,1.8
850,2347,116060,5.37,0.03,2.4,1.8
850,2348,116061,4.67,0.06,3.5,0.0
850,2354,116063,4.38,0.37,1.1,1.1
850,2357,116065,4.83,0.00,5.9,2.5
850,2359,116066,6.54,0.41,4.2,4.2
850,2361,116067,4.92,0.40,6.1,0.0
850,2367,116068,4.66,0.23,2.5,0.4
850,2372,116069,5.42,0.10,5.2,2.6
850,2373,116070,5.81,0.40,5.8,0.7
850,2376,116071,3.53,0.48,2.9,1.0
850,2377,116072,3.44,0.25,0.9,0.3
850,2378,116073,4.16,0.11,4.7,0.0
850,2382,116074,3.83,0.94,1.7,0.0
850,2383,116075,4.94,0.11,4.2,1.4
850,2384,116076,3.21,0.11,1.1,0.0
850,2387,116078,6.48,0.43,10.1,1.3
850,2388,116079,4.90,0.02,5.7,1.3
850,2389,116080,5.08,0.28,5.7,4.4
850,2392,116082,4.82,0.46,4.0,0.6
850,2395,116083,4.62,0.12,1.9,0.8
850,2396,116084,4.49,0.38,5.6,0.0
850,2470,116137,4.07,0.21,1.7,0.6
850,2508,116139,6.60,0.97,6.9,3.4
850,2510,116140,3.91,0.52,2.0,0.3
850,2511,116141,5.33,0.74,4.1,0.8
850,2512,116142,4.47,0.52,2.3,0.6
850,2516,116143,6.22,0.15,4.7,3.5
850,2517,116144,4.59,0.08,3.1,1.2
850,2519,116145,4.41,0.02,3.3,0.8
850,2520,116146,5.13,0.78,5.9,2.6
850,2521,116147,5.85,0.15,7.9,2.1
850,2522,116148,7.32,0.72,9.7,1.9
850,2523,116149,4.39,0.69,3.2,1.0
850,2524,116150,5.93,0.40,5.3,0.7
850,2526,116151,5.97,0.07,5.4,1.6
850,2530,116154,5.24,0.52,4.9,1.6
850,2531,116155,4.35,0.18,3.4,1.1
850,2532,116156,4.95,1.59,8.5,3.9
850,2533,116157,4.76,0.60,5.3,1.6
850,2534,116158,6.62,0.66,11.4,5.7
850,2602,116161,5.17,0.29,3.7,1.1
850,2606,116162,3.95,0.20,1.8,0.4
850,2607,116163,4.14,0.07,3.4,0.0
850,2610,116164,3.66,0.22,1.4,0.6
850,2612,116165,6.30,0.29,6.9,2.0
850,2613,116166,6.34,0.16,5.9,2.2
850,2616,116167,4.86,0.12,5.3,1.1
850,2617,116168,5.31,0.42,6.7,1.9
850,2618,116169,3.38,0.02,0.8,0.0
850,2619,116170,5.02,0.35,5.6,0.9
850,2620,116171,6.81,0.73,8.0,4.0
850,2621,116172,6.83,2.06,11.4,4.3
850,2622,116173,5.32,0.15,5.4,1.8
850,2623,116174,6.32,0.69,8.6,1.1
850,2624,116175,4.42,0.65,4.8,0.5
850,2625,116176,3.96,0.02,0.8,0.0
850,2627,116177,4.69,0.34,1.9,0.0
850,2630,116180,4.61,0.11,1.6,0.5
850,2631,116181,4.50,0.15,4.2,0.4
850,2717,116224,3.39,0.06,0.0,0.0
850,2718,116225,4.07,0.20,2.8,0.5
850,2722,129650,3.57,0.11,1.2,0.0
850,2723,116228,5.21,0.22,4.6,2.8
850,2725,116230,4.44,0.63,2.7,1.4
850,2726,116231,4.01,0.31,4.5,1.5
850,2727,116232,4.71,0.38,5.1,1.1
850,2728,116233,6.36,0.95,3.8,1.3
850,2729,116234,4.47,0.75,1.3,0.0
850,2730,116235,4.24,0.89,4.5,1.6
850,2731,116236,7.12,0.64,7.7,3.8
850,2732,116237,5.00,0.11,1.9,0.5
850,2735,116240,5.36,0.76,4.6,2.3
850,2736,116241,5.18,0.96,4.6,1.3
850,2737,116242,4.97,0.00,2.4,1.4
850,2739,116243,4.97,0.03,3.1,0.6
850,2740,116244,4.93,0.66,4.9,1.3
850,2742,116246,3.70,0.09,0.9,0.0
850,2749,116247,4.78,0.37,3.3,0.9
850,2750,116248,4.55,0.91,2.4,0.6
850,2752,116249,3.94,0.03,1.3,0.6
850,2753,116250,5.17,0.20,4.2,1.8
850,2761,116255,3.84,0.08,4.5,0.6
850,2763,116256,5.30,0.16,4.3,0.9
850,2767,116260,5.87,0.70,7.9,2.0
850,2774,116265,5.21,0.05,3.8,1.5
850,2775,130325,5.66,1.66,6.3,3.5
850,2776,131117,5.98,1.26,6.6,4.0
850,2777,131116,5.71,0.57,5.0,3.0
850,2778,131420,2.90,0.02,0.6,0.2
850,3000,116266,4.02,0.66,1.1,0.0
850,3001,116267,4.20,0.43,3.4,2.0
850,3003,116268,4.42,0.62,2.6,0.0
850,3004,116269,5.95,0.83,11.0,3.3
850,3009,116270,3.91,0.00,1.1,0.0
850,3012,116271,4.82,0.32,2.8,0.0
850,3014,116273,4.41,0.41,3.0,0.4
850,3017,116274,3.89,0.39,1.0,0.3
850,3018,116275,4.74,0.01,3.1,0.0
850,3019,116276,5.43,1.40,4.9,3.8
850,3020,116277,4.99,0.52,4.7,2.3
850,3022,116278,4.84,0.77,4.2,1.5
850,3023,116279,3.81,0.08,0.0,0.0
850,3027,116280,4.01,0.58,1.7,1.7
850,3029,116281,4.05,0.01,1.7,0.0
850,3032,116282,5.58,0.01,3.6,1.8
850,3040,116283,4.62,0.02,1.0,0.0
850,3046,116284,4.52,1.28,1.8,1.8
850,3050,116285,4.05,0.27,4.1,1.4
850,3052,116286,3.33,0.20,2.0,0.0
850,3061,116288,3.74,0.04,1.3,0.0
850,3062,116289,4.58,0.51,3.7,0.0
850,3067,116290,4.60,0.06,1.7,0.6
850,3079,116291,3.92,0.02,3.0,0.5
850,3081,116292,3.83,0.26,1.8,0.0
850,3082,116293,3.94,0.24,3.2,0.0
850,3083,116294,4.66,0.31,5.2,0.0
850,3088,116295,3.71,0.08,0.5,0.0
850,3089,116296,4.36,0.02,2.1,0.0
850,3095,116297,4.23,0.26,2.0,1.0
850,3096,116298,4.75,0.20,2.6,0.9
850,3100,116299,5.29,0.64,6.7,2.5
850,3101,116300,3.60,0.42,2.2,0.6
850,3102,116301,3.28,0.48,0.0,0.0
850,3110,116302,4.95,0.18,6.7,3.3
850,3112,116303,4.22,0.70,2.2,0.0
850,3118,116304,3.75,0.28,1.9,1.0
850,3119,116305,4.36,0.35,1.2,0.8
850,3120,116306,3.99,0.00,1.6,1.2
850,3124,116307,5.45,1.07,5.4,1.2
850,3126,116308,4.20,0.00,0.0,0.0
850,3132,116309,4.56,0.01,3.3,1.6
850,3136,116310,5.74,0.12,3.9,1.3
850,3137,116311,3.96,0.64,2.8,1.2
850,3138,116312,4.75,0.00,2.0,1.4
850,3142,116313,3.38,0.08,0.8,0.0
850,3143,116314,3.22,0.73,0.7,0.0
850,3144,116315,3.99,0.07,4.1,1.0
850,3146,116316,5.10,0.14,1.0,0.0
850,3147,116317,5.47,0.15,2.7,0.0
850,3149,116318,4.47,0.32,2.7,0.5
850,3150,116319,4.10,0.36,2.4,0.0
850,3156,116320,5.25,0.10,5.3,0.8
850,3163,116321,5.02,0.00,1.2,0.0
850,3168,116322,4.05,0.02,0.0,0.0
850,3169,116323,3.64,0.00,0.0,0.0
850,3170,116324,5.53,0.36,5.7,2.7
850,3171,116325,6.32,1.16,4.0,2.0
850,3172,116326,5.36,1.44,4.4,0.9
850,3176,116327,4.36,0.02,1.9,1.1
850,3177,116328,3.75,0.60,2.2,1.1
850,3181,116329,3.75,0.23,1.7,0.7
850,3183,116330,3.33,0.04,1.4,0.3
850,3184,116331,3.83,0.44,2.0,1.1
850,3185,116332,5.00,0.51,3.8,1.1
850,3186,116333,5.04,0.51,5.6,1.5
850,3190,116334,5.16,0.46,4.8,1.2
850,3191,116335,4.53,0.61,4.2,2.5
850,3192,116336,4.97,0.47,4.2,1.7
850,3196,116337,4.88,0.00,1.1,0.0
850,3197,116338,4.47,0.17,4.5,2.7
850,3199,134652,3.82,0.54,2.5,0.4
850,3213,116345,4.21,1.52,0.0,0.0
850,3215,116347,4.70,0.45,4.3,1.7
850,3216,131419,6.22,0.99,5.3,1.3
850,3300,116348,2.83,0.50,1.4,0.0
850,3301,116349,4.65,0.44,3.7,1.2
850,3305,116350,3.28,0.18,0.9,0.3
850,3308,116351,4.33,0.64,0.0,0.0
850,3310,116352,5.06,0.17,5.3,2.0
850,3311,116353,6.70,0.16,5.9,1.0
850,3318,116354,3.01,0.25,1.0,0.0
850,3321,116355,3.41,0.00,0.9,0.0
850,3325,116356,4.66,0.00,2.3,0.0
850,3326,116357,3.56,0.34,0.0,0.0
850,3330,116358,4.06,0.19,2.4,0.7
850,3341,116359,4.35,0.01,3.3,0.0
850,3344,116360,3.55,0.18,0.6,0.6
850,3345,116361,4.15,0.13,0.0,0.0
850,3346,116362,3.37,0.03,0.5,0.0
850,3356,116363,3.08,0.00,0.0,0.0
850,3357,116364,4.15,0.32,1.1,0.0
850,3358,116365,5.19,0.41,3.3,0.8
850,3360,116366,5.34,0.00,1.7,0.0
850,3365,116367,5.29,0.09,5.4,1.6
850,3382,116368,5.40,0.39,6.3,1.3
850,3389,116369,4.22,0.21,3.2,0.6
850,3390,116370,3.20,0.33,0.0,0.0
850,3392,116371,5.48,0.88,5.0,3.6
850,3395,116372,3.08,0.33,0.0,0.0
850,3396,116373,3.74,0.04,1.7,0.6
850,3399,116374,2.94,0.44,0.8,0.8
850,3401,116375,5.01,1.24,2.3,0.8
850,3404,116376,5.93,0.08,7.8,4.7
850,3407,116377,5.04,0.77,5.7,2.9
850,3409,116378,3.71,0.00,2.2,0.0
850,3414,116379,5.28,0.18,5.1,0.5
850,3415,116380,3.78,0.25,0.0,0.0
850,3417,116381,3.65,0.69,0.4,0.4
850,3418,116382,4.88,0.03,2.8,1.1
850,3419,116383,3.69,0.00,1.3,0.6
850,3426,116387,4.26,0.04,0.8,0.8
850,3500,116388,4.64,0.25,2.5,0.4
850,3501,116389,2.96,0.07,0.0,0.0
850,3551,116390,3.28,0.03,1.6,0.5
850,3553,116391,3.74,0.30,3.2,1.4
850,3600,116392,4.28,0.11,4.4,0.7
850,3602,116393,5.89,0.60,7.3,3.3
850,3650,116394,5.12,0.52,4.9,2.2
850,3660,116399,4.27,0.41,1.1,0.0
850,3661,116400,3.72,0.48,2.5,0.5
850,3662,116401,4.23,0.55,2.7,0.5
850,3663,116402,3.96,0.18,1.1,0.5
850,3665,131450,4.33,0.56,1.9,1.3
850,3666,116403,5.14,0.09,3.3,0.8
850,3667,134734,6.17,0.66,6.8,2.1
850,3668,134945,4.81,0.29,3.1,1.2
850,3669,131516,4.43,0.43,2.3,1.2
850,3670,135529,6.59,1.63,9.4,3.4
850,3671,135885,5.81,1.42,5.6,3.2
850,3672,135887,7.11,0.15,2.1,2.1
850,4000,116404,5.62,0.64,6.4,3.4
850,4001,116405,6.36,1.46,9.3,4.5
850,4002,116406,5.49,1.26,6.2,2.6
850,4012,116407,5.68,0.78,6.5,3.6
850,4015,136640,7.05,0.88,9.1,4.9
850,4100,116409,5.75,1.32,7.6,3.8
850,4110,116410,6.17,1.49,9.8,6.8
850,4113,116411,6.03,0.57,9.1,3.7
850,4117,116412,4.41,0.46,3.1,2.2
850,4119,116413,6.95,1.18,11.2,5.4
850,4127,136654,5.43,0.61,6.6,3.4
850,4128,116415,6.56,1.26,10.1,4.8
850,4129,116416,6.03,1.19,7.3,4.2
850,4130,116417,5.93,0.59,6.9,3.3
850,4133,116418,7.50,1.88,12.1,7.3
850,4136,116419,5.28,0.77,6.9,3.6
850,4139,116420,7.00,0.83,10.5,4.8
850,4143,116421,5.55,0.60,6.2,2.9
850,4144,116422,7.07,0.92,11.1,6.5
850,4147,116423,7.95,1.59,11.8,7.9
850,4149,116424,5.90,1.74,7.0,3.6
850,4152,116425,8.45,3.56,15.9,7.8
850,4153,116426,5.21,0.30,4.7,1.9
850,4156,116427,5.61,0.60,7.5,4.3
850,4159,116428,6.21,2.07,9.0,3.8
850,4161,116429,6.66,1.05,7.4,4.2
850,4162,116430,6.11,0.65,8.7,5.5
850,4163,116431,7.03,1.17,9.6,5.0
850,4164,116432,6.26,1.99,8.3,4.1
850,4166,116433,5.09,0.38,5.2,1.9
850,4168,116434,6.41,0.82,8.3,4.7
850,4169,116435,7.75,2.52,13.2,7.2
850,4171,116436,5.23,0.68,5.5,2.6
850,4173,116437,6.25,1.38,8.4,4.8
850,4174,116438,5.69,1.49,7.5,4.2
850,4175,136715,3.84,0.17,2.0,0.4
850,4180,116440,8.68,3.57,16.2,9.9
850,4182,116441,6.77,1.37,10.3,5.0
850,4183,116442,4.87,1.05,5.3,2.3
850,4184,116443,8.51,1.81,16.9,9.2
850,4187,116444,7.46,1.70,10.5,5.7
850,4191,116445,7.45,1.18,12.2,7.2
850,4203,116446,6.88,0.67,10.4,6.2
850,4204,116447,8.22,2.10,13.5,7.3
850,4206,116448,4.88,0.57,5.5,3.4
850,4207,116449,12.96,5.02,29.8,23.4
850,4307,116466,6.16,0.80,9.3,3.9
850,4308,116467,6.72,1.13,10.2,5.7
850,4310,116468,5.76,1.05,5.5,3.0
850,4312,116470,6.73,0.90,12.0,6.7
850,4314,116471,7.38,2.26,12.8,7.1
850,4315,116472,7.59,2.33,12.9,7.6
850,4316,116473,8.18,4.55,16.0,7.9
850,4318,116475,7.16,2.53,11.8,6.4
850,4511,116477,5.08,0.45,5.5,3.0
850,4604,116478,4.98,0.31,4.6,2.2
850,5200,116480,4.87,0.41,6.5,1.1
850,5201,136447,3.30,0.54,0.0,0.0
850,5202,116482,5.01,0.27,4.0,1.7
850,5203,116483,5.13,0.00,6.9,3.0
850,5204,116484,3.58,0.00,1.8,0.3
850,5205,116485,5.84,0.74,4.9,2.1
850,5206,116486,4.45,0.46,2.5,0.0
850,5208,116488,4.93,0.60,4.8,2.4
850,5209,116489,3.63,0.10,1.6,0.0
850,5210,116490,5.24,0.36,2.6,1.3
850,5400,116493,7.25,1.47,10.9,5.1
850,5401,136719,6.53,0.80,7.9,4.8
850,5402,136652,7.65,1.85,13.0,7.8
850,5403,136657,5.52,1.16,6.1,2.6
850,5405,116498,5.64,1.26,6.1,2.7
850,5406,116499,6.39,1.80,8.9,5.0
850,5407,136643,5.85,0.80,5.6,2.9
850,5408,116501,7.30,0.82,11.7,5.0
850,5410,116502,5.50,0.65,5.9,3.1
850,5411,116503,4.72,0.47,4.3,1.9
850,5412,116504,5.94,0.64,9.1,3.4
850,5414,116506,6.37,1.22,8.8,4.2
850,5416,116508,5.51,0.45,5.9,2.5
850,5418,116510,6.09,0.86,8.7,5.5
850,6905,136156,10.59,6.09,22.0,10.9
851,2000,131210,5.65,1.62,5.8,2.0
851,2637,116182,6.10,1.05,10.2,8.0
851,2638,116183,7.86,2.15,13.5,5.7
851,2639,116184,6.43,2.13,10.6,4.4
