URN,COHORT,OVERALL,FEC,OTHERFE,SSF,SFC,APPREN,HEI,COMBO,KNOWN,UNKNOWN,OVERALLPER,FECPER,OTHERFEPER,SSFPER,SFCPER,APPRENPER,HEIPER,COMBOPER,KNOWNPER,UNKNOWNPER
116429,270,240,80,15,SUPP,145,25,0,0,20,10,90%,30%,6%,SUPP,54%,9%,0%,0%,7%,3%
116430,140,130,60,5,10,50,10,0,0,10,5,89%,42%,4%,8%,36%,8%,0%,0%,8%,3%
116431,130,100,70,5,5,25,10,0,0,15,10,81%,57%,3%,3%,18%,6%,0%,0%,11%,8%
116432,220,180,65,5,0,110,5,0,0,20,15,83%,29%,2%,0%,52%,2%,0%,0%,10%,7%
116433,260,240,50,SUPP,125,55,10,0,5,10,10,92%,20%,SUPP,49%,20%,3%,0%,1%,5%,4%
137229,240,220,100,10,SUPP,105,15,0,0,15,10,90%,42%,3%,SUPP,44%,6%,0%,0%,6%,4%
116436,190,170,45,5,SUPP,125,5,0,0,5,10,91%,23%,2%,SUPP,66%,4%,0%,0%,3%,6%
116437,260,230,205,10,SUPP,15,15,0,0,15,10,90%,80%,3%,SUPP,6%,5%,0%,0%,6%,4%
116438,200,180,50,5,0,125,5,0,0,10,10,89%,25%,2%,0%,62%,3%,0%,0%,5%,6%
136715,280,260,20,5,0,235,5,0,0,15,5,93%,8%,2%,0%,83%,2%,0%,0%,6%,2%
116440,150,130,50,SUPP,SUPP,75,5,0,0,10,5,90%,36%,SUPP,SUPP,52%,2%,0%,0%,6%,4%
116441,250,220,85,5,0,130,5,0,0,20,10,87%,33%,2%,0%,52%,3%,0%,0%,8%,5%
116442,110,90,35,SUPP,5,50,5,0,0,10,5,85%,33%,SUPP,3%,48%,3%,0%,0%,11%,4%
116444,130,110,55,SUPP,0,50,5,0,0,20,5,83%,44%,SUPP,0%,38%,5%,0%,0%,15%,2%
116445,130,90,40,10,0,45,10,0,0,15,15,75%,32%,6%,0%,37%,8%,0%,0%,14%,11%
116446,200,180,70,10,SUPP,105,15,0,0,10,10,90%,35%,4%,SUPP,51%,7%,0%,0%,4%,6%
116447,190,170,90,5,0,80,5,0,0,10,10,90%,46%,2%,0%,42%,3%,0%,0%,6%,4%
116448,160,150,60,SUPP,0,85,5,0,0,5,10,90%,35%,SUPP,0%,53%,2%,0%,0%,4%,6%
116466,190,160,100,5,0,55,5,0,0,10,15,86%,54%,3%,0%,30%,3%,0%,0%,6%,8%
116467,160,140,95,5,5,35,10,0,0,20,5,85%,58%,4%,2%,20%,7%,0%,0%,12%,3%
116468,330,310,50,0,0,255,SUPP,0,0,15,10,93%,15%,0%,0%,78%,SUPP,0%,0%,4%,3%
116470,160,120,65,5,SUPP,50,5,0,0,20,25,73%,39%,2%,SUPP,31%,2%,0%,0%,12%,15%
116472,320,280,165,10,15,95,15,0,0,25,15,88%,51%,3%,5%,30%,4%,0%,0%,7%,4%
116473,180,130,125,5,0,5,5,0,0,25,15,76%,70%,3%,0%,2%,3%,0%,0%,15%,9%
116475,130,110,95,SUPP,SUPP,15,5,0,0,10,10,86%,71%,SUPP,SUPP,12%,5%,0%,0%,8%,7%
116477,260,230,30,SUPP,SUPP,200,10,0,0,15,10,90%,11%,SUPP,SUPP,78%,4%,0%,0%,6%,4%
116478,130,120,15,5,SUPP,100,5,0,0,5,SUPP,95%,11%,3%,SUPP,80%,2%,0%,0%,4%,SUPP
136719,150,140,40,SUPP,90,SUPP,5,0,0,5,5,91%,28%,SUPP,60%,SUPP,3%,0%,0%,5%,5%
136652,180,160,45,5,105,0,10,0,SUPP,15,5,88%,26%,3%,58%,0%,4%,0%,SUPP,8%,4%
136657,260,230,90,5,130,5,5,0,0,15,20,88%,35%,2%,50%,1%,3%,0%,0%,5%,7%
116498,220,190,75,5,65,50,5,0,0,20,10,87%,34%,2%,29%,23%,3%,0%,0%,8%,5%
137315,190,160,40,10,0,115,15,0,0,15,5,88%,21%,5%,0%,62%,9%,0%,0%,9%,3%
136643,250,230,50,5,SUPP,170,5,0,0,10,10,91%,20%,1%,SUPP,69%,3%,0%,0%,5%,4%
116501,350,300,110,5,120,70,15,0,0,35,10,87%,31%,1%,34%,20%,4%,0%,0%,10%,3%
116502,150,130,45,SUPP,0,85,5,0,0,10,5,89%,32%,SUPP,0%,57%,2%,0%,0%,7%,4%
137345,230,210,95,SUPP,100,20,5,0,0,5,5,95%,42%,SUPP,44%,8%,2%,0%,0%,3%,2%
116504,130,110,50,5,0,55,5,0,0,10,10,87%,40%,3%,0%,43%,5%,0%,0%,7%,6%
116506,170,150,135,10,0,10,10,0,0,15,5,89%,78%,5%,0%,6%,6%,0%,0%,8%,3%
116508,200,190,95,5,5,80,10,0,SUPP,10,5,92%,48%,2%,3%,39%,4%,0%,SUPP,5%,2%
136903,240,210,125,SUPP,0,85,SUPP,0,0,10,20,88%,52%,SUPP,0%,35%,SUPP,0%,0%,4%,8%
131951,200,160,85,5,0,65,15,0,0,25,15,79%,43%,3%,0%,33%,7%,0%,0%,13%,7%
116459,250,210,140,5,0,70,5,0,0,25,15,84%,55%,1%,0%,27%,3%,0%,0%,10%,6%
116460,200,180,105,10,SUPP,60,5,0,0,15,5,88%,52%,5%,SUPP,31%,3%,0%,0%,9%,4%
116461,230,210,175,10,0,25,10,0,0,15,5,91%,77%,4%,0%,11%,5%,0%,0%,6%,3%
116462,180,150,135,SUPP,0,15,SUPP,0,0,25,10,81%,73%,SUPP,0%,8%,SUPP,0%,0%,14%,5%
116463,230,200,165,5,0,30,5,0,0,20,10,87%,72%,3%,0%,13%,2%,0%,0%,9%,3%
116476,200,160,105,5,SUPP,50,10,0,0,25,10,81%,53%,2%,SUPP,26%,4%,0%,0%,14%,6%
116497,90,80,55,5,0,15,5,0,0,10,5,81%,56%,6%,0%,18%,4%,0%,0%,13%,6%
116505,190,160,95,5,5,60,5,0,0,15,10,87%,51%,3%,2%,31%,3%,0%,0%,8%,5%
135965,110,80,45,5,0,30,5,0,0,15,10,76%,41%,7%,0%,29%,4%,0%,0%,15%,8%
116450,150,130,30,5,SUPP,95,5,0,0,10,10,86%,20%,2%,SUPP,63%,2%,0%,0%,7%,7%
116451,190,160,30,SUPP,0,125,5,0,0,20,5,85%,17%,SUPP,0%,67%,3%,0%,0%,11%,4%
116453,180,140,55,5,0,80,10,0,0,25,15,77%,31%,3%,0%,44%,4%,0%,0%,14%,8%
116454,160,130,55,5,SUPP,70,10,0,0,15,10,83%,34%,3%,SUPP,45%,6%,0%,0%,11%,6%
137037,80,70,15,SUPP,0,55,5,0,0,10,SUPP,84%,17%,SUPP,0%,65%,4%,0%,0%,13%,SUPP
116458,280,230,45,15,SUPP,175,15,0,0,25,15,85%,17%,5%,SUPP,63%,6%,0%,0%,9%,6%
116465,160 ,110 ,50 ,5 ,0 ,55 ,5 ,0 ,0 ,25 ,25 ,69%,31%,3%,0%,35%,3%,0%,0%,16%,15%
116469,210,160,50,5,0,100,5,0,0,25,20,77%,25%,2%,0%,50%,2%,0%,0%,13%,11%
116507,100,90,20,5,0,65,5,0,0,10,SUPP,88%,19%,3%,0%,66%,6%,0%,0%,11%,SUPP
116509,190,170,20,5,45,105,5,0,0,10,5,92%,10%,2%,25%,56%,2%,0%,0%,4%,4%
135628,170,120,55,10,0,60,10,0,0,30,25,69%,30%,5%,0%,33%,7%,0%,0%,16%,15%
135629,200,160,60,5,0,95,10,0,0,25,15,80%,29%,3%,0%,47%,5%,0%,0%,13%,7%
120235,340,290,130,5,150,0,15,0,5,25,20,85%,39%,1%,45%,0%,4%,0%,1%,8%,7%
120236,310,260,105,5,145,SUPP,20,0,SUPP,30,25,83%,34%,1%,47%,SUPP,6%,0%,SUPP,9%,8%
137161,440,380,100,5,260,20,10,0,SUPP,35,25,86%,23%,1%,58%,5%,2%,0%,SUPP,8%,5%
120256,530,440,190,10,205,35,30,0,SUPP,60,30,83%,35%,2%,39%,7%,5%,0%,SUPP,11%,6%
120259,100,90,55,SUPP,30,0,0,0,0,5,5,91%,57%,SUPP,32%,0%,0%,0%,0%,5%,4%
120261,420,360,120,10,205,25,25,0,0,30,20,87%,28%,3%,50%,6%,6%,0%,0%,7%,5%
120265,530,490,70,5,405,15,10,0,SUPP,25,10,94%,13%,1%,77%,3%,2%,0%,SUPP,4%,2%
120266,460,410,140,15,225,30,20,0,SUPP,35,25,88%,31%,3%,48%,6%,5%,0%,SUPP,7%,5%
120267,370,320,105,5,190,25,15,0,0,20,25,87%,28%,1%,52%,6%,4%,0%,0%,6%,7%
120268,320,270,85,10,160,15,20,SUPP,SUPP,25,20,86%,26%,3%,51%,5%,6%,SUPP,SUPP,8%,6%
120270,310,280,105,10,145,20,25,0,SUPP,15,10,91%,35%,3%,48%,6%,7%,0%,SUPP,5%,4%
120274,210,180,65,5,110,SUPP,10,0,0,15,10,88%,32%,2%,53%,SUPP,5%,0%,0%,7%,5%
120276,190,170,60,5,100,0,10,0,5,15,10,86%,31%,3%,52%,0%,5%,0%,2%,7%,6%
120299,610,520,220,15,260,30,25,0,SUPP,40,45,86%,37%,2%,43%,5%,4%,0%,SUPP,6%,7%
120300,660,590,170,15,395,15,35,0,SUPP,40,25,90%,26%,2%,60%,2%,5%,0%,SUPP,6%,4%
120301,470,410,150,10,245,10,20,0,0,45,20,87%,31%,2%,52%,2%,4%,0%,0%,9%,4%
120303,530,470,210,5,255,SUPP,15,0,0,30,30,89%,40%,1%,48%,SUPP,3%,0%,0%,6%,5%
120304,220,200,50,5,145,5,5,0,0,5,10,92%,24%,1%,65%,2%,3%,0%,0%,2%,5%
131945,150,110,50,SUPP,30,30,5,0,SUPP,20,15,75%,34%,SUPP,19%,21%,2%,0%,SUPP,13%,12%
120277,240,220,35,5,SUPP,180,SUPP,0,0,15,5,93%,14%,1%,SUPP,77%,SUPP,0%,0%,6%,2%
120279,240,210,65,5,35,105,5,0,0,20,10,88%,27%,3%,15%,44%,2%,0%,0%,8%,4%
120281,210,170,85,10,SUPP,70,15,0,0,20,15,81%,41%,6%,SUPP,34%,8%,0%,0%,11%,8%
120282,270,260,55,5,10,185,10,0,0,15,SUPP,94%,21%,1%,4%,68%,3%,0%,0%,6%,SUPP
120283,230,200,80,5,15,95,15,0,0,20,15,85%,34%,3%,6%,42%,6%,0%,0%,8%,7%
120285,200,150,75,5,5,60,5,0,0,35,25,71%,37%,2%,1%,30%,3%,0%,0%,17%,12%
120286,260,240,55,0,10,175,SUPP,0,0,10,10,93%,22%,0%,4%,68%,SUPP,0%,0%,3%,4%
120287,240,210,35,5,25,150,5,0,0,20,10,88%,14%,2%,11%,62%,3%,0%,0%,7%,5%
120292,210,190,25,SUPP,SUPP,155,SUPP,0,0,15,10,88%,13%,SUPP,SUPP,74%,SUPP,0%,0%,7%,5%
120294,200,140,75,5,SUPP,55,10,0,0,35,20,72%,39%,4%,SUPP,28%,4%,0%,0%,17%,11%
120297,220,200,35,5,125,30,SUPP,SUPP,SUPP,10,10,91%,17%,1%,58%,14%,SUPP,SUPP,SUPP,4%,5%
120298,180,150,70,5,5,65,5,0,SUPP,25,10,80%,38%,2%,2%,37%,3%,0%,SUPP,14%,7%
120306,180,160,45,5,65,40,5,0,SUPP,15,10,87%,26%,3%,35%,23%,3%,0%,SUPP,8%,5%
120307,180,160,45,5,65,45,5,0,0,15,5,90%,26%,2%,37%,25%,3%,0%,0%,8%,2%
129645,120,90,10,0,5,80,0,0,0,10,15,80%,7%,0%,6%,68%,0%,0%,0%,8%,12%
136629,170,140,70,SUPP,45,20,5,0,0,10,20,83%,42%,SUPP,27%,13%,4%,0%,0%,6%,11%
137340,160,150,85,5,55,SUPP,10,0,0,5,15,90%,51%,3%,35%,SUPP,5%,0%,0%,2%,9%
136530,170,140,75,SUPP,40,15,5,0,0,15,15,83%,47%,SUPP,25%,10%,2%,0%,0%,8%,8%
124391,120,100,55,15,35,0,10,0,SUPP,15,5,84%,45%,10%,27%,0%,6%,0%,SUPP,11%,5%
124392,170,150,50,5,95,0,5,0,0,15,SUPP,88%,29%,2%,57%,0%,4%,0%,0%,10%,SUPP
124393,140,130,120,10,0,SUPP,5,0,SUPP,10,5,89%,82%,6%,0%,SUPP,3%,0%,SUPP,7%,4%
136323,240,220,70,SUPP,145,0,5,0,0,10,10,92%,29%,SUPP,62%,0%,2%,0%,0%,5%,3%
124395,110,100,55,5,30,0,10,SUPP,0,10,5,89%,52%,6%,30%,0%,8%,SUPP,0%,8%,3%
124396,170,150,45,10,75,25,10,0,SUPP,15,5,88%,25%,5%,42%,14%,6%,0%,SUPP,8%,4%
124397,230,210,100,10,95,0,10,0,0,15,10,90%,43%,5%,42%,0%,5%,0%,0%,6%,4%
124399,140,130,70,5,45,10,5,0,0,10,5,89%,49%,3%,30%,6%,5%,0%,0%,8%,3%
124400,290,250,90,10,145,5,20,0,SUPP,20,15,87%,31%,4%,50%,1%,7%,0%,SUPP,8%,5%
124401,140,120,50,10,40,25,10,0,0,10,5,88%,36%,6%,29%,16%,9%,0%,0%,9%,4%
124402,190,170,65,15,85,0,15,0,SUPP,20,10,86%,33%,8%,44%,0%,8%,0%,SUPP,10%,4%
124403,130,110,60,15,35,SUPP,15,0,0,15,5,84%,47%,12%,26%,SUPP,10%,0%,0%,12%,4%
124404,120,100,60,0,25,15,SUPP,0,5,10,5,90%,53%,0%,20%,15%,SUPP,0%,3%,8%,3%
124406,110,90,40,10,35,0,10,0,SUPP,5,15,80%,39%,9%,31%,0%,8%,0%,SUPP,6%,14%
124407,210,190,50,30,105,0,5,0,0,10,10,90%,24%,14%,52%,0%,3%,0%,0%,5%,4%
124408,220,200,55,5,145,SUPP,10,0,0,10,5,92%,25%,1%,66%,SUPP,4%,0%,0%,5%,3%
124409,110,100,45,10,45,0,10,0,0,10,5,88%,42%,7%,39%,0%,11%,0%,0%,10%,3%
124410,130,120,105,5,10,0,10,0,SUPP,5,5,94%,82%,4%,7%,0%,8%,0%,SUPP,4%,2%
124411,90,70,50,15,0,0,15,0,0,15,10,73%,57%,16%,0%,0%,15%,0%,0%,15%,12%
124412,200,180,100,10,35,40,15,0,0,10,5,92%,50%,5%,17%,21%,8%,0%,0%,6%,2%
124413,90,70,60,10,SUPP,5,5,0,0,10,10,81%,67%,10%,SUPP,3%,7%,0%,0%,10%,9%
124414,200,170,135,15,SUPP,15,15,0,SUPP,20,10,86%,68%,9%,SUPP,9%,9%,0%,SUPP,10%,4%
124415,220,190,95,5,90,0,15,0,0,10,10,89%,45%,3%,41%,0%,6%,0%,0%,6%,5%
124416,210,190,60,5,125,0,10,0,SUPP,15,5,92%,29%,3%,60%,0%,6%,0%,SUPP,7%,1%
124417,220,190,70,10,105,5,15,0,0,15,15,86%,32%,4%,49%,2%,7%,0%,0%,7%,7%
124419,190,180,55,5,95,20,5,0,0,10,5,91%,29%,2%,48%,11%,4%,0%,0%,6%,4%
124420,200,180,85,5,95,0,5,0,0,10,5,94%,43%,3%,47%,0%,3%,0%,0%,5%,2%
124422,220,200,65,10,120,SUPP,10,0,0,15,5,91%,29%,6%,55%,SUPP,5%,0%,0%,7%,2%
124425,210,190,70,5,110,0,15,0,0,15,10,88%,34%,2%,52%,0%,7%,0%,0%,8%,4%
137356,180,160,45,5,105,5,5,0,0,10,5,92%,27%,3%,59%,3%,4%,0%,0%,6%,2%
124430,320,270,95,20,155,5,20,0,0,25,25,85%,30%,6%,48%,1%,6%,0%,0%,7%,7%
136959,140,120,50,10,50,5,10,0,0,15,5,85%,37%,6%,38%,4%,8%,0%,0%,11%,4%
124435,200,180,105,SUPP,75,SUPP,10,0,0,10,5,92%,53%,SUPP,38%,SUPP,4%,0%,0%,5%,4%
136414,340,300,130,10,155,0,20,0,5,35,5,88%,39%,3%,45%,0%,6%,0%,1%,10%,2%
124443,230,200,90,5,100,0,10,0,5,20,10,87%,40%,2%,44%,0%,5%,0%,1%,8%,5%
124444,170,160,70,5,85,0,5,0,0,5,5,94%,41%,3%,50%,0%,3%,0%,0%,2%,4%
124445,180,150,80,15,55,SUPP,10,0,0,15,5,87%,46%,9%,32%,SUPP,5%,0%,0%,9%,4%
124446,170,150,85,10,55,0,10,0,0,20,10,84%,48%,7%,30%,0%,6%,0%,0%,10%,5%
124449,160,150,75,10,60,SUPP,5,0,0,10,5,90%,47%,6%,37%,SUPP,4%,0%,0%,7%,3%
124455,170,140,70,SUPP,70,5,SUPP,0,0,15,5,87%,42%,SUPP,42%,2%,SUPP,0%,0%,9%,4%
124456,170,160,45,5,105,5,10,0,SUPP,5,5,93%,26%,4%,60%,2%,5%,0%,SUPP,3%,3%
124459,120,110,50,SUPP,55,0,SUPP,0,0,10,5,87%,42%,SUPP,44%,0%,SUPP,0%,0%,10%,3%
124461,170,150,60,10,75,5,10,0,SUPP,10,5,91%,37%,5%,45%,3%,5%,0%,SUPP,7%,2%
137384,290,240,135,15,95,0,15,0,SUPP,20,25,85%,47%,5%,32%,0%,5%,0%,SUPP,7%,8%
124467,70,60,30,SUPP,30,0,0,0,0,10,5,85%,40%,SUPP,43%,0%,0%,0%,0%,11%,4%
124468,160,160,75,10,70,SUPP,15,0,SUPP,5,SUPP,97%,48%,5%,43%,SUPP,9%,0%,SUPP,2%,SUPP
136886,150,140,70,5,65,0,5,0,0,10,SUPP,93%,46%,4%,43%,0%,2%,0%,0%,5%,SUPP
124385,210,180,110,15,0,55,15,SUPP,0,20,5,86%,52%,7%,0%,27%,8%,SUPP,0%,10%,3%
124388,130,110,70,5,5,25,10,0,0,15,10,83%,55%,5%,5%,18%,7%,0%,0%,11%,6%
124389,140,120,80,15,SUPP,20,15,0,0,20,5,83%,57%,11%,SUPP,14%,12%,0%,0%,13%,4%
124390,140,130,80,15,SUPP,30,10,0,0,10,SUPP,91%,59%,9%,SUPP,23%,9%,0%,0%,7%,SUPP
124440,220,180,140,10,0,30,25,0,0,30,10,83%,64%,4%,0%,14%,11%,0%,0%,13%,4%
124441,180,150,90,20,5,30,10,0,0,15,10,85%,52%,12%,3%,18%,6%,0%,0%,10%,5%
124460,160,150,75,10,50,15,15,0,5,5,5,95%,47%,5%,33%,8%,9%,0%,2%,3%,2%
124465,180,160,55,5,70,25,10,0,SUPP,20,5,88%,30%,4%,38%,15%,7%,0%,SUPP,10%,2%
136460,130,130,10,0,110,5,0,0,0,SUPP,0,99%,10%,0%,87%,3%,0%,0%,0%,SUPP,0%
131969,170,150,70,SUPP,80,0,5,0,SUPP,20,5,85%,39%,SUPP,45%,0%,3%,0%,SUPP,11%,4%
134199,120,90,55,SUPP,15,20,5,0,0,15,10,77%,47%,SUPP,14%,15%,3%,0%,0%,13%,10%
126447,90,70,45,5,5,15,5,0,0,10,5,85%,54%,5%,7%,20%,5%,0%,0%,9%,6%
126448,210,170,85,5,75,0,10,0,SUPP,20,20,81%,41%,3%,36%,0%,6%,0%,SUPP,10%,9%
137308,200,180,80,SUPP,95,0,SUPP,0,0,10,15,88%,40%,SUPP,47%,0%,SUPP,0%,0%,6%,6%
136611,230,200,50,SUPP,145,SUPP,10,0,0,20,10,88%,23%,SUPP,65%,SUPP,4%,0%,0%,8%,4%
136911,290,270,110,5,155,SUPP,10,0,0,10,10,93%,38%,1%,53%,SUPP,4%,0%,0%,3%,4%
126458,160,130,85,5,10,25,10,0,0,15,15,80%,54%,4%,6%,15%,8%,0%,0%,11%,9%
126459,120,100,55,SUPP,45,5,5,0,0,15,10,82%,43%,SUPP,35%,2%,4%,0%,0%,11%,6%
137230,250,210,70,5,130,0,5,0,SUPP,20,20,84%,29%,2%,53%,0%,3%,0%,SUPP,8%,8%
126462,210,170,95,5,70,SUPP,10,0,0,30,10,80%,46%,1%,32%,SUPP,4%,0%,0%,15%,5%
126468,150,140,65,5,35,25,10,0,0,15,5,88%,42%,5%,24%,18%,5%,0%,0%,9%,3%
137057,180,160,45,0,115,SUPP,5,0,SUPP,5,10,90%,25%,0%,64%,SUPP,3%,0%,SUPP,4%,7%
126473,60,50,25,SUPP,15,5,SUPP,0,0,10,5,75%,41%,SUPP,21%,11%,SUPP,0%,0%,15%,10%
137375,150,140,45,0,100,SUPP,SUPP,0,0,5,SUPP,95%,30%,0%,64%,SUPP,SUPP,0%,0%,4%,SUPP
136389,130,120,50,SUPP,65,0,SUPP,0,0,10,SUPP,92%,39%,SUPP,52%,0%,SUPP,0%,0%,7%,SUPP
136849,70,70,50,SUPP,15,0,5,0,0,5,5,92%,72%,SUPP,18%,0%,4%,0%,0%,4%,4%
136632,290,250,80,5,170,0,5,0,SUPP,15,20,88%,28%,1%,58%,0%,2%,0%,SUPP,5%,7%
126500,260,230,75,SUPP,150,SUPP,5,0,0,10,20,88%,29%,SUPP,58%,SUPP,2%,0%,0%,4%,8%
126501,220,200,100,SUPP,100,0,5,0,0,15,10,89%,44%,SUPP,44%,0%,2%,0%,0%,6%,5%
126503,220,200,195,5,SUPP,0,5,0,0,15,5,91%,89%,2%,SUPP,0%,3%,0%,0%,6%,3%
126506,220,180,100,SUPP,70,0,5,0,0,25,20,81%,47%,SUPP,33%,0%,3%,0%,0%,11%,8%
136391,130,130,5,0,115,5,0,0,0,0,5,97%,4%,0%,88%,5%,0%,0%,0%,0%,3%
136500,120,120,5,0,110,5,SUPP,0,0,SUPP,SUPP,98%,5%,0%,90%,3%,SUPP,0%,0%,SUPP,SUPP
136296,260,230,85,5,145,0,10,0,SUPP,15,10,90%,33%,2%,55%,0%,3%,0%,SUPP,5%,5%
126510,180,160,75,5,75,0,10,0,0,15,15,86%,42%,2%,42%,0%,6%,0%,0%,7%,7%
135804,90,70,20,SUPP,45,5,5,0,0,10,15,75%,24%,SUPP,48%,5%,3%,0%,0%,11%,14%
126450,240,200,195,0,SUPP,0,5,0,SUPP,20,15,85%,84%,0%,SUPP,0%,2%,0%,SUPP,9%,6%
137408,200,160,150,5,5,0,5,0,0,20,20,81%,76%,3%,2%,0%,4%,0%,0%,10%,9%
136860,190,170,165,SUPP,5,0,5,0,0,5,15,89%,86%,SUPP,2%,0%,2%,0%,0%,4%,7%
126465,280,220,215,5,5,0,10,0,0,35,20,80%,78%,1%,1%,0%,4%,0%,0%,12%,7%
137264,240,210,205,SUPP,5,0,5,0,0,20,10,88%,86%,SUPP,1%,0%,2%,0%,0%,8%,5%
137265,250,220,210,10,5,0,15,0,0,20,10,88%,83%,4%,1%,0%,6%,0%,0%,8%,5%
136980,210,190,100,SUPP,90,0,5,0,0,15,5,90%,46%,SUPP,43%,0%,1%,0%,0%,7%,2%
137190,210,190,180,5,5,0,5,0,0,10,10,90%,87%,1%,2%,0%,2%,0%,0%,6%,4%
137160,220,200,80,SUPP,115,SUPP,5,0,SUPP,20,5,88%,36%,SUPP,51%,SUPP,3%,0%,SUPP,9%,3%
135364,130,100,40,SUPP,60,0,5,0,0,20,10,77%,30%,SUPP,45%,0%,2%,0%,0%,15%,8%
110047,130,90,45,10,25,15,5,0,0,30,15,67%,34%,6%,18%,10%,5%,0%,0%,22%,11%
110049,210,190,35,5,110,35,5,0,SUPP,15,5,90%,17%,3%,53%,17%,3%,0%,SUPP,7%,3%
110068,210,180,50,5,70,50,10,0,0,20,10,85%,25%,3%,34%,23%,4%,0%,0%,10%,5%
110069,220,180,70,10,80,20,15,0,5,25,15,82%,31%,4%,37%,8%,8%,0%,1%,11%,7%
110071,180,150,60,5,65,10,5,0,SUPP,20,15,81%,34%,2%,37%,6%,3%,0%,SUPP,11%,8%
137267,140,140,15,0,95,25,SUPP,0,0,SUPP,5,96%,10%,0%,69%,17%,SUPP,0%,0%,SUPP,3%
110046,240,210,45,SUPP,150,20,5,0,0,15,5,90%,19%,SUPP,62%,8%,2%,0%,0%,7%,3%
110051,180,170,15,SUPP,135,20,SUPP,0,SUPP,10,5,93%,9%,SUPP,74%,10%,SUPP,0%,SUPP,4%,2%
110056,230,190,35,SUPP,155,5,5,0,SUPP,20,15,85%,15%,SUPP,68%,1%,1%,0%,SUPP,9%,6%
110057,180,150,45,5,80,20,10,0,0,20,5,85%,25%,3%,45%,12%,6%,0%,0%,11%,4%
110066,180,160,40,SUPP,110,10,SUPP,0,0,10,5,90%,21%,SUPP,62%,6%,SUPP,0%,0%,6%,4%
110067,120,90,30,SUPP,60,5,5,0,0,15,10,78%,23%,SUPP,48%,5%,2%,0%,0%,13%,9%
133580,110,100,60,0,25,10,0,0,0,10,5,87%,53%,0%,25%,9%,0%,0%,0%,7%,6%
110080,110,100,40,0,40,15,5,0,0,10,5,86%,37%,0%,34%,15%,4%,0%,0%,11%,3%
110048,160,130,20,5,85,25,5,0,0,15,10,83%,12%,3%,53%,15%,4%,0%,0%,10%,6%
110050,80,70,20,5,45,SUPP,5,0,SUPP,10,5,84%,27%,4%,52%,SUPP,5%,0%,SUPP,10%,6%
136733,200,170,55,5,105,5,10,0,SUPP,20,10,84%,27%,3%,52%,1%,4%,0%,SUPP,11%,5%
136647,280,250,65,10,170,0,15,0,0,30,10,87%,23%,3%,60%,0%,5%,0%,0%,10%,3%
110063,260,230,25,5,200,SUPP,10,0,SUPP,20,10,90%,10%,2%,77%,SUPP,3%,0%,SUPP,7%,3%
110065,220,190,55,5,115,10,10,0,0,20,15,83%,24%,2%,52%,5%,4%,0%,0%,10%,7%
131790,150,110,45,5,60,0,10,0,0,25,10,75%,31%,4%,40%,0%,6%,0%,0%,18%,7%
137465,250,230,40,SUPP,180,5,5,0,SUPP,15,5,91%,17%,SUPP,72%,1%,2%,0%,SUPP,7%,2%
110100,210,170,45,10,110,10,15,0,0,15,20,84%,22%,4%,53%,5%,7%,0%,0%,7%,9%
110102,150,140,30,0,110,SUPP,SUPP,0,0,SUPP,10,92%,19%,0%,72%,SUPP,SUPP,0%,0%,SUPP,7%
136307,230,200,45,5,135,20,10,0,0,20,5,89%,19%,2%,60%,8%,4%,0%,0%,9%,2%
110096,130,100,25,10,55,10,10,0,0,20,10,79%,21%,6%,43%,9%,9%,0%,0%,14%,7%
136449,120,120,SUPP,0,120,5,SUPP,0,0,0,0,100%,SUPP,0%,96%,3%,SUPP,0%,0%,0%,0%
136876,180,140,40,15,80,10,15,0,0,20,20,80%,22%,8%,44%,5%,9%,0%,0%,10%,10%
110107,130,110,30,5,55,15,10,0,SUPP,10,10,85%,22%,4%,45%,13%,8%,0%,SUPP,7%,8%
136448,90,90,0,0,85,5,0,0,0,SUPP,SUPP,98%,0%,0%,90%,8%,0%,0%,0%,SUPP,SUPP
130247,100,80,25,5,45,SUPP,5,0,SUPP,10,10,76%,26%,3%,45%,SUPP,6%,0%,SUPP,12%,12%
137259,140,120,40,5,75,5,SUPP,0,0,10,5,90%,29%,3%,56%,2%,SUPP,0%,0%,6%,4%
110076,120,110,40,5,65,0,5,0,0,10,5,89%,34%,2%,52%,0%,2%,0%,0%,9%,2%
110078,140,130,40,0,85,0,5,0,5,5,5,92%,28%,0%,63%,0%,3%,0%,3%,4%,4%
137287,140,140,65,5,60,5,5,0,0,5,5,94%,47%,4%,41%,3%,5%,0%,0%,3%,3%
110084,140,130,10,0,110,5,0,0,0,10,5,91%,7%,0%,82%,2%,0%,0%,0%,6%,3%
110087,120,110,70,SUPP,40,SUPP,5,0,0,5,5,92%,58%,SUPP,32%,SUPP,3%,0%,0%,5%,3%
136521,150,150,SUPP,0,145,5,SUPP,0,0,SUPP,5,97%,SUPP,0%,95%,2%,SUPP,0%,0%,SUPP,2%
110103,120,110,15,SUPP,95,5,SUPP,0,0,5,SUPP,97%,12%,SUPP,80%,3%,SUPP,0%,0%,3%,SUPP
136420,160,150,15,SUPP,130,5,SUPP,0,0,5,5,94%,10%,SUPP,82%,2%,SUPP,0%,0%,3%,3%
110105,150,130,55,5,65,5,5,0,0,10,10,88%,39%,3%,44%,2%,3%,0%,0%,6%,6%
