"URN","LinkURN","LinkName","LinkType","LinkEstablishedDate"
139143,123586,"Bridgnorth Endowed School","Parent","01-01-2013"
139144,105112,"Calday Grange Grammar School","Parent","01-01-2013"
139146,123253,"Cheney School","Parent","01-01-2013"
139147,113708,"Chickerell Primary School","Parent","01-01-2013"
139148,105569,"Chorlton High School","Parent","01-01-2013"
139149,124765,"Elveden Church of England Voluntary Aided Primary School","Parent","01-01-2013"
139150,115517,"Forest View Primary School","Parent","01-01-2013"
139151,125303,"Gordon's School","Parent","01-01-2013"
139152,111434,"Great Sankey High School","Parent","01-01-2013"
139153,115209,"Hedingham School and Sixth Form","Parent","01-01-2013"
139154,117502,"Hitchin Boys' School","Parent","01-01-2013"
139155,112037,"Launceston College","Parent","01-01-2013"
139157,103484,"Lordswood Boys' School","Parent","01-01-2013"
139158,122094,"Magdalen College School","Parent","01-01-2013"
139159,117142,"Mandeville Primary School","Parent","01-01-2013"
139160,109674,"Mark Rutherford School","Parent","01-01-2013"
139161,109653,"Marston Vale Middle School","Parent","01-01-2013"
139162,103385,"Parkfield Community School","Parent","01-01-2013"
139163,126409,"Rowde Church of England Voluntary Aided Primary School","Parent","01-01-2013"
139164,110458,"Seer Green Church of England Combined School","Parent","01-01-2013"
139165,115746,"Severnbanks Primary School","Parent","01-01-2013"
139166,115058,"Shaw Primary School","Parent","01-01-2013"
139167,107128,"Silverdale School","Parent","01-01-2013"
139168,120712,"Sir John Gleed School","Parent","01-01-2013"
139169,102137,"St Ann's CofE Primary School","Parent","01-01-2013"
139170,115743,"St David's School","Parent","01-01-2013"
139171,124458,"St Edward's CofE(VA) Junior High School","Parent","01-01-2013"
139173,103415,"St John's CofE Primary School","Parent","01-01-2013"
139174,103418,"St Michael's Church of England Aided Primary School","Parent","01-01-2013"
139175,102140,"St Michael's CofE Primary School","Parent","01-01-2013"
139176,102133,"St Paul's and All Hallows CofE Infant School","Parent","01-01-2013"
139177,102141,"St Paul's and All Hallows CofE Junior School","Parent","01-01-2013"
139178,120543,"Stamford St Gilberts Church of England Primary School","Parent","01-01-2013"
139179,115231,"Tabor Science College","Parent","01-01-2013"
139180,120720,"The Boston Grammar School","Parent","01-01-2013"
139181,115323,"The Bromfords School","Parent","01-01-2013"
139182,107575,"The Crossley Heath School","Parent","01-01-2013"
139183,103194,"The Oaklands Primary School","Parent","01-01-2013"
139184,133391,"Venerable Bede Church of England (Aided) Secondary School","Parent","01-01-2013"
139185,116987,"Walkwood CofE Middle School","Parent","01-01-2013"
139186,118390,"Warden House Primary School","Parent","01-01-2013"
139187,120591,"Welton St Mary's Church of England Primary School","Parent","01-01-2013"
139189,116935,"Whitecross Hereford; High School and Specialist Sports College","Parent","01-01-2013"
139191,120501,"Park Primary School","Parent","01-01-2013"
139192,120411,"Gosberton Primary School","Parent","01-01-2013"
139193,125300,"Guildford County School","Parent","01-01-2013"
139194,120147,"St Mary's (Melton Mowbray) Church of England Primary School","Parent","17-12-2012"
139195,132206,"Skerne Park Primary School","Parent","17-12-2012"
139196,111446,"William Beamont Community High School","Parent","17-12-2012"
139197,130356,"The Links Education Support Centre","Parent","01-01-2013"
139198,136179,"Willow Primary School","Parent","17-12-2012"
139199,104353,"Woden Primary School","Parent","17-12-2012"
139200,120128,"Weavers Close Church of England Primary School","Parent","17-12-2012"
139201,107312,"Windhill CofE Primary School","Parent","17-12-2012"
139204,121210,"Downham Market High School - Technology College","Parent","18-12-2012"
139205,131992,"Kingshill CofE Primary School","Parent","18-12-2012"
139207,126274,"Toothill Primary School","Parent","18-12-2012"
139210,135892,"Carlton Community College","Parent","18-12-2012"
139211,136371,"Shafton Advanced Learning Centre","Parent","18-12-2012"
139212,134358,"Christ Church, Erith,CofE VA Primary School","Parent","18-12-2012"
139213,134357,"St Augustine of Canterbury CofE VA Primary School","Parent","18-12-2012"
139214,103216,"Hobmoor Primary School","Parent","18-12-2012"
139215,122679,"Tuxford Primary School and Early Years Centre","Parent","19-12-2012"
139217,122776,"Sneinton St Stephen's CofE Primary School","Parent","01-01-2013"
139219,109559,"Whipperley Infant School","Parent","01-01-2013"
139223,106837,"Coleridge Primary School","Parent","07-01-2013"
139225,106838,"East Dene Primary School","Parent","07-01-2013"
139226,123978,"Hollywall Primary School","Parent","07-01-2013"
139228,124018,"Maple Court Primary School","Parent","07-01-2013"
139229,107279,"Merlin Top Primary School","Parent","07-01-2013"
139230,106560,"Pipers Grove Primary School","Parent","07-01-2013"
139231,123579,"The Grange School","Parent","07-01-2013"
139232,122445,"Windmill Primary & Nursery School","Parent","08-01-2013"
139234,136149,"The JCB Academy","Parent","31-12-2012"
139237,136214,"Barnfield Business and Enterprise Studio Academy","Parent","01-01-2013"
139240,102134,"The Green CofE Primary School","Parent","14-01-2013"
139241,137495,"St Mary's Primary School, Dilwyn","Parent","01-01-2013"
139242,103173,"Matthew Boulton Community Primary School","Parent","15-01-2013"
139247,108957,"St Anne's Park Primary School","Parent","15-01-2013"
139248,115208,"The Ramsey College","Parent","15-01-2013"
139252,114731,"Messing-Cum-Inworth Primary School","Parent","15-01-2013"
139254,118552,"Chantry Primary School","Parent","15-01-2013"
139255,118700,"Ramsgate, Christ Church Church of England Junior School","Parent","15-01-2013"
139256,123088,"Windale Community Primary School","Parent","15-01-2013"
139257,123052,"Orchard Meadow Primary School","Parent","15-01-2013"
139258,113865,"Carter Community School","Parent","15-01-2013"
139259,103051,"Chapel End Junior School","Parent","15-01-2013"
139260,126476,"Kings Park Primary School","Parent","15-01-2013"
139263,105420,"Haveley Hey Community School","Parent","16-01-2013"
139265,133747,"Rosewood Free School","Parent","21-01-2013"
139266,120547,"The Fishtoft School","Parent","21-01-2013"
139267,103414,"St George's Church of England Primary School","Parent","21-01-2013"
139269,131754,"Hawkesley CofE/Methodist Primary School","Parent","23-01-2013"
139270,107532,"Mount Pellon Junior and Infant School","Parent","23-01-2013"
139271,115213,"Mark Hall Specialist Sport College","Parent","23-01-2013"
139272,110884,"The Neale-Wade Community College","Parent","23-01-2013"
139273,115907,"Front Lawn Infant School","Parent","23-01-2013"
139273,116480,"Front Lawn Junior School","Parent","23-01-2013"
139275,102390,"Laurel Lane Primary School","Parent","23-01-2013"
139276,102533,"Hounslow Manor School","Parent","23-01-2013"
139277,118088,"Brumby Engineering College","Parent","23-01-2013"
139278,136073,"Churchfield CofE VC Primary School","Parent","23-01-2013"
139279,108251,"Flanshaw St Michaels CofE (Voluntary Controlled) Primary (NIJ) School","Parent","23-01-2013"
139280,108214,"Wakefield Sandal Magna Junior and Infants School","Parent","24-01-2013"
139281,131113,"Trowbridge Longmeadow Primary School","Parent","24-01-2013"
139282,108063,"John Smeaton Community College","Parent","28-01-2013"
139284,119946,"Ratby Primary School","Parent","01-02-2013"
139286,117001,"St John's CofE Foundation Middle School","Parent","01-02-2013"
139287,120104,"Stonebow Primary School Loughborough","Parent","01-02-2013"
139288,124845,"Westbourne Sports College","Parent","01-02-2013"
139289,113323,"Widewell Primary School","Parent","01-02-2013"
139290,119741,"Worden Sports College","Parent","01-02-2013"
139291,115506,"Bourton-on-the-Water Primary School","Parent","01-02-2013"
139292,103731,"Caludon Castle School","Parent","01-02-2013"
139293,103095,"Connaught School for Girls","Parent","01-02-2013"
139294,106259,"Copley High School","Parent","01-02-2013"
139295,102374,"Coteford Junior School","Parent","01-02-2013"
139296,120449,"Gipsey Bridge Primary School","Parent","01-02-2013"
139297,107056,"Greengate Lane Primary School","Parent","01-02-2013"
139298,122992,"Harriers Ground Community Primary School","Parent","01-02-2013"
139299,113313,"Hooe Primary School","Parent","01-02-2013"
139300,134703,"Platt Bridge Community Primary School","Parent","01-02-2013"
139301,106787,"Sir Thomas Wharton Community College","Parent","01-02-2013"
139302,102419,"St Matthew's CofE Primary School","Parent","01-02-2013"
139303,126267,"Wansdyke Community School","Parent","01-02-2013"
139304,120665,"Spalding Grammar School","Parent","01-02-2013"
139305,104177,"Rough Hay Primary School","Parent","01-02-2013"
139306,117709,"Cowley St Laurence CofE Primary School","Parent","01-02-2013"
139307,102348,"Bower Park School","Parent","01-02-2013"
139308,116790,"Canon Pyon CofE Primary School","Parent","01-02-2013"
139309,118674,"Folkestone Christ Church CofE Primary School","Parent","01-02-2013"
139310,118743,"Folkestone, St Mary's Church of England Primary School","Parent","01-02-2013"
139311,121153,"Hobart High School","Parent","01-02-2013"
139312,123338,"Iffley Mead School","Parent","01-02-2013"
139313,116896,"Llangrove CofE Primary School","Parent","01-02-2013"
139314,108684,"Monkton Infants' School","Parent","01-02-2013"
139315,118742,"St Eanswythe's Church of England Primary School","Parent","01-02-2013"
139316,134227,"The Phoenix School","Parent","01-02-2013"
139317,131011,"Whittingham Community Primary School","Parent","01-02-2013"
139318,111730,"Conyers School","Parent","01-02-2013"
139319,101567,"Preston Manor School","Parent","01-02-2013"
139320,134032,"Greys Education Centre","Parent","01-02-2013"
139322,123342,"Fitzwaryn School","Parent","01-02-2013"
139324,123824,"Archbishop Cranmer Church of England Community Primary School","Parent","06-02-2013"
139325,121888,"Corby Kingswood Primary School","Parent","06-02-2013"
139326,122417,"Firbeck Primary and Nursery School with Individual Needs Centre for Deaf Children","Parent","08-03-2013"
139328,104008,"Alexandra High School and Sixth Form Centre","Parent","13-02-2013"
139332,120448,"The North-County Primary School, Gainsborough","Parent","25-02-2013"
139333,131236,"James Elliman School","Parent","26-02-2013"
139334,107138,"Firth Park Community Arts College","Parent","26-02-2013"
139335,108274,"Hemsworth Arts and Community College","Parent","26-02-2013"
139336,107003,"Meynell Community Primary School","Parent","26-02-2013"
139337,115620,"Dursley Church of England Primary School","Parent","26-02-2013"
139338,123845,"St John and St Francis CofE VA Primary School","Parent","26-02-2013"
139340,119904,"Asfordby Hill Primary School","Parent","01-03-2013"
139341,119987,"Swallowdale Primary School and Community Centre","Parent","01-03-2013"
139342,119911,"Great Dalby School","Parent","01-03-2013"
139343,111449,"The Catholic High School, Chester A Specialist Science College","Parent","01-03-2013"
139344,120083,"Red Hill Field Primary School","Parent","01-03-2013"
139345,109321,"Downend Comprehensive School","Parent","01-03-2013"
139346,107153,"St Joseph's Catholic Primary School","Parent","01-03-2013"
139347,107157,"St Patrick's Catholic Primary School","Parent","01-03-2013"
139348,109297,"The Castle School","Parent","01-03-2013"
139349,120231,"St Peter and St Paul Church of England Primary School","Parent","01-03-2013"
139350,108015,"St Joseph's Catholic Primary School, Pudsey","Parent","01-03-2013"
139351,108094,"St Mary's Catholic Comprehensive School, Menston","Parent","01-03-2013"
139352,108013,"St Mary's Catholic Primary School, Horsforth","Parent","01-03-2013"
139353,107343,"The Sacred Heart Catholic Primary School","Parent","01-03-2013"
139354,108017,"Ss Peter and Paul Catholic Primary School, Yeadon","Parent","01-03-2013"
139355,108014,"St Joseph's Catholic Primary School, Otley","Parent","01-03-2013"
139356,107635,"Birstall Community Primary School","Parent","01-03-2013"
139357,107679,"Fieldhead Junior Infant and Nursery School","Parent","01-03-2013"
139358,107290,"Shibden Head Primary School","Parent","01-03-2013"
139359,108234,"Castleford Park Junior School","Parent","01-03-2013"
139360,115109,"Kelvedon St Mary's Church of England Primary School","Parent","01-03-2013"
139361,120489,"The White's Wood Lane Community Junior School, Gainsborough","Parent","01-03-2013"
139362,102161,"St Thomas More Catholic School","Parent","01-03-2013"
139363,134163,"Haringey Sixth Form Centre","Parent","01-03-2013"
139364,100358,"Fulham College Boys' School","Parent","01-03-2013"
139365,100360,"Fulham Cross Girls' School and Language College","Parent","01-03-2013"
139366,120097,"Cobden Primary School & Community Centre","Parent","01-03-2013"
139367,110505,"The Beaconsfield School","Parent","01-03-2013"
139368,111435,"Wade Deacon High School","Parent","01-03-2013"
139369,101155,"St George's Catholic School","Parent","01-03-2013"
139370,134461,"Fulbridge Primary School","Parent","01-03-2013"
139372,109608,"Toddington St George Lower School","Parent","01-03-2013"
139374,109735,"Grange School","Parent","01-03-2013"
139378,103282,"Yarnfield Primary School","Parent","06-03-2013"
139379,111058,"Rudheath Community Primary School","Parent","06-03-2013"
139380,114866,"Purfleet Primary School","Parent","07-03-2013"
139381,126285,"Burbage Primary School","Parent","06-03-2013"
139382,114871,"Benyon Primary School","Parent","06-03-2013"
139383,103699,"Foleshill Church of England Primary School","Parent","06-03-2013"
139384,103701,"Stretton Church of England Primary School","Parent","06-03-2013"
139385,123670,"Manor Court Community Primary School","Parent","06-03-2013"
139386,126266,"Pembroke Park Primary School","Parent","06-03-2013"
139387,123677,"Wellesley Park Primary School","Parent","07-03-2013"
139388,123709,"Priorswood Primary School","Parent","07-03-2013"
139389,108793,"Plains Farm Primary School","Parent","07-03-2013"
139391,108821,"New Penshaw Primary School","Parent","07-03-2013"
139392,111547,"Hardwick Green Primary School","Parent","08-03-2013"
139393,101765,"Applegarth School","Parent","07-03-2013"
139394,113444,"St Nicholas Catholic Primary School","Parent","07-03-2013"
139396,133658,"Kemsley Primary School","Parent","08-03-2013"
139397,118352,"Milton Court Primary School","Parent","08-03-2013"
139398,114943,"Broadfields Primary School","Parent","08-03-2013"
139399,114901,"Roydon Primary School","Parent","08-03-2013"
139400,120979,"Cliff Park Junior School","Parent","08-03-2013"
139401,110872,"The Manor - A Foundation School","Parent","08-03-2013"
139402,115221,"Alec Hunter Humanities College","Parent","08-03-2013"
139403,124826,"The Denes High School","Parent","08-03-2013"
139404,105386,"Abbey Hey Primary School","Parent","08-03-2013"
139405,111746,"Dyke House Sports and Technology College","Parent","08-03-2013"
139406,102279,"Langtons Junior School","Parent","08-03-2013"
139420,117927,"Willows Primary School","Parent","14-03-2013"
139424,121932,"Thorplands Primary School","Parent","20-03-2013"
139435,104229,"Birchills Church of England Primary Community School","Parent","25-03-2013"
139436,118692,"Temple Ewell Church of England Primary School","Parent","25-03-2013"
139437,103782,"Bramford Primary School","Parent","25-03-2013"
139438,131882,"The Willows Primary School","Parent","01-04-2013"
139439,103271,"Tiverton Junior and Infant School","Parent","26-03-2013"
139441,119937,"Mercenfeld Primary School","Parent","01-04-2013"
139442,120247,"South Charnwood High School","Parent","01-04-2013"
139443,134280,"Acocks Green Primary School","Parent","01-04-2013"
139444,117058,"Vale of Evesham School","Parent","01-04-2013"
139445,105482,"Webster Primary School","Parent","01-04-2013"
139446,110418,"Brill Church of England Combined School","Parent","01-04-2013"
139447,113731,"Queens Park Infant School","Parent","01-04-2013"
139448,124768,"St Louis Roman Catholic Primary School","Parent","01-04-2013"
139449,110389,"Heronsgate School","Parent","01-04-2013"
139452,103389,"Mere Green Combined School","Parent","01-04-2013"
139453,113726,"Pokesdown Community Primary School","Parent","01-04-2013"
139454,118166,"Northwood Primary School","Parent","01-04-2013"
139455,123565,"Church Stretton School","Parent","01-04-2013"
139456,105579,"St Paul's Catholic High School","Parent","01-04-2013"
139457,131292,"Knowle Church of England Primary School","Parent","01-04-2013"
139458,105522,"St Anthony's Catholic Primary School","Parent","01-04-2013"
139459,111028,"Worth Primary School","Parent","01-04-2013"
139460,122024,"St Mary's Church of England Voluntary Aided Primary School","Parent","01-04-2013"
139461,121999,"Freemans Endowed Church of England Junior School","Parent","01-04-2013"
139462,114846,"Highwoods Community Primary School","Parent","01-04-2013"
139463,122015,"St Mary's Church of England Primary School, Burton Latimer","Parent","01-04-2013"
139464,123569,"Sundorne School and Sports College","Parent","01-04-2013"
139465,103319,"Brookvale Primary School","Parent","01-04-2013"
139466,110652,"Peckover Primary School","Parent","01-04-2013"
139467,105531,"St John Fisher and Thomas More Catholic Primary School","Parent","01-04-2013"
139468,134110,"Oak Wood Primary School","Parent","01-04-2013"
139469,123974,"Oak Wood Secondary School","Parent","01-04-2013"
139470,120437,"The Lincoln Manor Leas Junior School","Parent","01-04-2013"
139471,109083,"Birdwell Primary School","Parent","01-04-2013"
139472,131256,"Old Clee Primary School","Parent","01-04-2013"
139473,109601,"Raynsford VC Lower School","Parent","01-04-2013"
139476,111573,"Caldicotes Primary School","Parent","01-04-2013"
139477,123215,"Our Lady's Catholic Primary School","Parent","01-04-2013"
139478,125851,"Rustington Community Primary School","Parent","01-04-2013"
139479,125105,"Broadmere Community Primary School","Parent","01-04-2013"
139480,123217,"St John Fisher Catholic Primary School, Littlemore","Parent","01-04-2013"
139481,120044,"Leighfield Primary School","Parent","01-04-2013"
139482,121770,"The Woodlands School","Parent","01-04-2013"
139483,132026,"Ashwell Pupil Referral Unit","Parent","01-04-2013"
139484,103330,"Fairway Primary School","Parent","01-04-2013"
139485,124564,"Kedington Primary School","Parent","01-04-2013"
139486,125248,"Farnham Heath End School","Parent","01-04-2013"
139487,121181,"Taverham High School","Parent","01-04-2013"
139488,101915,"Brentside Primary School","Parent","01-04-2013"
139489,101273,"Deansbrook Junior School","Parent","01-04-2013"
139490,122780,"St Patrick's Catholic Primary and Nursery School","Parent","01-04-2013"
139491,134957,"Heartsease Primary School","Parent","01-04-2013"
139492,133652,"St Gregory's Catholic Primary School","Parent","01-04-2013"
139493,118431,"Woodlands Primary School","Parent","01-04-2013"
139494,101410,"Pelham Primary School","Parent","01-04-2013"
139495,119303,"Moorside Community Primary School","Parent","01-04-2013"
139496,116491,"Lyndhurst Junior School","Parent","01-04-2013"
139497,135993,"King David Primary School","Parent","01-04-2013"
139498,113657,"The Quay School","Parent","01-04-2013"
139499,108188,"Pontefract Larks Hill Junior and Infant School","Parent","01-04-2013"
139500,108275,"The King's School Specialising in Mathematics and Computing","Parent","01-04-2013"
139501,108279,"Carleton Community High School A Specialist Science College","Parent","01-04-2013"
139502,108204,"Pontefract Halfpenny Lane Junior Infant and Nursery School","Parent","01-04-2013"
139503,108173,"Pontefract Orchard Head Junior and Infant School","Parent","01-04-2013"
139504,108174,"The Rookeries Carleton Junior and Infant School: With Hearing Impairment Resource","Parent","01-04-2013"
139505,109149,"Stoke Bishop Church of England Primary School","Parent","01-04-2013"
139506,111431,"Penketh High School","Parent","01-04-2013"
139507,117561,"Christ Church Church of England School","Parent","01-04-2013"
139508,117901,"Biggin Hill Primary School","Parent","01-04-2013"
139509,100320,"The Bridge Academy","Parent","01-04-2013"
139510,109478,"Sharnbrook John Gibbard Lower School","Parent","01-04-2013"
139511,117929,"Bude Park Primary School","Parent","01-04-2013"
139512,117904,"Highlands Primary School","Parent","01-04-2013"
139513,117900,"Sutton Park Primary School","Parent","01-04-2013"
139514,119412,"Wensley Fold (VC) Church of England Primary School","Parent","01-04-2013"
139515,109632,"St John Rigby RC VA Lower School","Parent","01-04-2013"
139516,109629,"St Joseph's RC Lower School","Parent","01-04-2013"
139517,109698,"St Thomas More Catholic School","Parent","01-04-2013"
139518,134611,"St Nicholas' CofE Primary","Parent","01-04-2013"
139519,109496,"Putnoe Primary School","Parent","01-04-2013"
139520,134477,"Hill West Primary School","Parent","01-04-2013"
139521,114686,"Glyne Gap School","Parent","01-04-2013"
139522,109510,"The Hills Lower School","Parent","01-04-2013"
139523,109434,"Goldington Green Lower School","Parent","01-04-2013"
139524,115613,"Blockley Church of England Primary School","Parent","01-04-2013"
139525,117902,"Dorchester Primary School","Parent","01-04-2013"
139526,131473,"James Brindley School","Parent","01-04-2013"
139527,123205,"Our Lady of Lourdes Catholic Primary School, Witney","Parent","01-04-2013"
139528,133644,"St Gregory the Great VA Catholic Secondary School","Parent","01-04-2013"
139529,123209,"St Joseph's Catholic Primary School, Thame","Parent","01-04-2013"
139530,123206,"St Thomas More Catholic Primary School, Kidlington","Parent","01-04-2013"
139531,114240,"St Augustine's RC Primary School","Parent","01-04-2013"
139532,123191,"St Joseph's Catholic Primary School, Carterton","Parent","01-04-2013"
139533,114239,"Holy Family RC Primary School","Parent","01-04-2013"
139534,131110,"The Sweyne Park School","Parent","01-04-2013"
139535,120980,"Cliff Park Infant School, Gorleston","Parent","01-04-2013"
139536,123582,"The Lord Silkin School","Parent","01-04-2013"
139537,110859,"All Saints Interchurch VA Primary School","Parent","01-04-2013"
139538,108869,"St Aidan's Catholic School","Parent","01-04-2013"
139539,111269,"Stapeley Broad Lane CofE Primary School","Parent","01-04-2013"
139540,113640,"Combe Pafford School","Parent","01-04-2013"
139541,131555,"Primary Pupil Referral Unit","Parent","01-04-2013"
139542,118881,"Wrotham School","Parent","01-04-2013"
139543,115063,"Rayleigh Primary School","Parent","01-04-2013"
139544,107089,"Monteney Primary School","Parent","01-04-2013"
139545,134197,"Flamstead End Primary and Nursery School","Parent","01-04-2013"
139547,109696,"St Gregory's Catholic Middle School","Parent","01-04-2013"
139550,117198,"Chaulden Junior School","Parent","05-04-2013"
139551,121908,"Olympic Primary School","Parent","05-04-2013"
139552,122103,"Windmill Primary School","Parent","05-04-2013"
139553,113513,"Ilfracombe Arts College","Parent","05-04-2013"
139564,112944,"Sinfin Community School","Parent","17-04-2013"
139565,103944,"George Betts Primary School","Parent","17-04-2013"
139566,130901,"Stanford-le-Hope Primary School","Parent","17-04-2013"
139567,110000,"Colnbrook Church of England Primary School","Parent","17-04-2013"
139568,130950,"Havercroft Junior Infant and Nursery School","Parent","17-04-2013"
139570,117712,"Ainthorpe Primary School","Parent","18-04-2013"
139571,103181,"City Road Primary School","Parent","18-04-2013"
139572,121185,"Fakenham High School and College","Parent","18-04-2013"
139573,130974,"Hemsworth St Helens Church of England Voluntary Aided Junior and Infant School","Parent","22-04-2013"
139574,110642,"Murrow Primary School","Parent","22-04-2013"
139575,121194,"Norwich Road Community Primary School","Parent","22-04-2013"
139576,114854,"Quarry Hill Primary and Pre School","Parent","22-04-2013"
139577,115169,"St Luke's Catholic Primary School","Parent","22-04-2013"
139578,115353,"The Grays School Media Arts College","Parent","22-04-2013"
139579,117895,"Wheeler Primary School","Parent","22-04-2013"
139580,120997,"Woodlands School, Bradwell","Parent","22-04-2013"
139583,115259,"St Clare's Catholic Primary School","Parent","22-04-2013"
139584,111599,"Owton Manor Primary School","Parent","22-04-2013"
139585,121880,"Grange Community School","Parent","22-04-2013"
139605,109308,"Abbots Hall Primary School","Parent","01-05-2013"
139606,132809,"All Saints CofE School","Parent","01-05-2013"
139607,117051,"Barrs Court School","Parent","01-05-2013"
139608,116667,"Burghill Community Primary School","Parent","01-05-2013"
139609,102436,"Charville Primary School","Parent","01-05-2013"
139610,130153,"Edgar Stammers Primary School","Parent","01-06-2013"
139611,120228,"English Martyrs' Catholic Primary School","Parent","01-05-2013"
139612,109539,"Ferrars Infant School","Parent","01-05-2013"
139613,114796,"Graham James Primary School","Parent","01-05-2013"
139614,135475,"Halewood Centre for Learning (Community)","Parent","01-05-2013"
139615,118481,"Hartley Primary School","Parent","01-05-2013"
139616,135844,"Heartlands High School","Parent","01-05-2013"
139617,123647,"Horrington Primary School","Parent","01-05-2013"
139618,120377,"Huntingtower Community Primary School","Parent","01-05-2013"
139619,116131,"Kanes Hill Primary School","Parent","01-05-2013"
139620,120102,"Narborough The Pastures Primary School","Parent","01-05-2013"
139621,120609,"Our Lady of Good Counsel Catholic Primary School","Parent","01-05-2013"
139622,120618,"Our Lady of Lincoln Catholic Primary School","Parent","01-05-2013"
139623,120717,"St Peter and St Paul, Lincoln's Catholic High School, A Science College","Parent","01-05-2013"
139624,120265,"The Beauchamp College","Parent","01-05-2013"
139625,120760,"The Eresby School, Spilsby","Parent","01-05-2013"
139626,120610,"The Saint Augustine's Catholic Primary School, Stamford","Parent","01-05-2013"
139627,120617,"The Saint Hugh's Catholic Primary School, Lincoln","Parent","01-05-2013"
139628,118141,"Tweendykes School","Parent","01-05-2013"
139629,118061,"Winifred Holtby School Technology College","Parent","01-05-2013"
139630,123387,"Woodside Primary School","Parent","01-05-2013"
139631,103379,"Pegasus Primary School","Parent","01-05-2013"
139632,116130,"Hollybrook Junior School","Parent","01-05-2013"
139633,101257,"Parkfield Primary School","Parent","07-05-2013"
139634,135257,"The Round House Primary School","Parent","07-05-2013"
139637,103278,"Woodhouse Primary School","Parent","07-05-2013"
139639,101632,"Gray's Farm Primary School","Parent","07-05-2013"
139640,101757,"Roke Primary School","Parent","07-05-2013"
139641,114766,"Ravenscroft Primary School","Parent","07-05-2013"
139643,115732,"Primrose Hill CofE Primary School","Parent","07-05-2013"
139644,118189,"Shanklin Church of England Primary School","Parent","07-05-2013"
139645,100484,"Middle Row Primary School","Parent","08-05-2013"
139646,108056,"City of Leeds School","Parent","08-05-2013"
139649,135847,"St Andrew's College, North East Lincolnshire","Parent","09-05-2013"
139650,121917,"Queen Eleanor Primary School","Parent","09-05-2013"
139651,134246,"Richmond Primary School","Parent","09-05-2013"
139653,133423,"George Palmer Primary School","Parent","09-05-2013"
139655,123903,"Brymore School","Parent","09-05-2013"
139656,111757,"St Michael's Roman Catholic Voluntary Aided Comprehensive School","Parent","09-05-2013"
139658,108570,"Priory Primary School","Parent","09-05-2013"
139658,108650,"The King's School","Parent","09-05-2013"
139673,111753,"Grangefield School and Technology College","Parent","15-05-2013"
139674,135304,"Eastbrook Primary School","Parent","15-05-2013"
139675,119736,"Unity College Blackpool","Parent","02-09-2013"
139677,132029,"Whitehawk Primary School","Parent","15-05-2013"
139678,101630,"Royston Primary School","Parent","15-05-2013"
139679,110285,"Tilehouse Combined School","Parent","15-05-2013"
139680,103706,"St Bartholomew's Church of England Primary School","Parent","15-05-2013"
139681,103694,"Hill Farm Primary School","Parent","15-05-2013"
139682,113506,"Isca College of Media Arts","Parent","15-05-2013"
139683,114448,"Red Lake Community Primary School","Parent","03-09-2013"
139685,118581,"Dover Road Community Primary School","Parent","15-05-2013"
139686,104722,"Liverpool College International","Parent","15-05-2013"
139704,135153,"Coppice Primary School","Parent","17-05-2013"
139705,109536,"Dallow Primary School","Parent","31-10-2013"
139708,124405,"Maryhill High School","Parent","21-05-2013"
139709,123033,"Berinsfield Community Primary School","Parent","22-05-2013"
139710,135852,"Mayflower Community School","Parent","22-05-2013"
139711,113867,"Ashdown Technology College","Parent","22-05-2013"
139712,135160,"The Victory Primary School","Parent","22-05-2013"
139713,130926,"Somers Park Primary School","Parent","22-05-2013"
139714,116460,"City of Portsmouth Girls' School","Parent","22-05-2013"
139717,123680,"Hamp Community Junior School","Parent","22-05-2013"
139718,135375,"St Michael and All Angels CofE Academy","Parent","22-05-2013"
139719,124153,"Greenacres Primary School","Parent","22-05-2013"
139721,125162,"St John's CofE Community School and Nursery","Parent","22-05-2013"
139722,103024,"Carew Manor School","Parent","22-05-2013"
139723,103067,"Riverley Primary School","Parent","22-05-2013"
139724,103050,"Sybourn Primary School","Parent","23-05-2013"
139735,106272,"All Saints Catholic College","Parent","01-06-2013"
139736,120927,"Arden Grove Infant and Nursery School","Parent","01-06-2013"
139737,119971,"Battling Brook Community Primary School","Parent","01-06-2013"
139738,103547,"Baverstock Foundation School and Specialist Sports College","Parent","01-06-2013"
139739,120060,"Brocks Hill Primary School","Parent","01-06-2013"
139740,135394,"Carradon PRU","Parent","01-06-2013"
139741,137738,"Community & Hospital Education Service","Parent","01-06-2013"
139742,103939,"Corngreaves Primary School","Parent","01-06-2013"
139743,122255,"Croftway Primary School","Parent","01-06-2013"
139744,120130,"Frisby Church of England Primary School","Parent","01-06-2013"
139745,134756,"Glynn House Short Stay School","Parent","01-06-2013"
139746,103516,"Hamstead Hall Community Learning Centre","Parent","01-06-2013"
139747,128091,"Harefield Primary School","Parent","01-06-2013"
139748,106608,"Heather Garth Primary School","Parent","01-06-2013"
139749,116688,"Honeybourne First School","Parent","01-06-2013"
139750,131904,"Ladygrove Park Primary School","Parent","01-06-2013"
139751,120082,"Launde Primary School","Parent","01-06-2013"
139752,111065,"Leighton Primary School","Parent","01-06-2013"
139753,126338,"Malmesbury Church of England Primary School","Parent","01-06-2013"
139754,122262,"Malvin's Close Primary School","Parent","01-06-2013"
139755,123082,"Manor School","Parent","01-06-2013"
139756,122257,"Morpeth Road Primary School","Parent","01-06-2013"
139757,132780,"Newton Road Community Primary School","Parent","01-06-2013"
