"URN","LinkURN","LinkName","LinkType","LinkEstablishedDate"
139758,134755,"Nine Maidens Short Stay School","Parent","01-06-2013"
139759,134754,"North Cornwall Short Stay School","Parent","01-06-2013"
139760,134753,"Penwith Short Stay School","Parent","01-06-2013"
139761,134752,"Restormel PRU","Parent","01-06-2013"
139762,123065,"St John's Primary School","Parent","01-06-2013"
139763,115161,"St Mary's Church of England Voluntary Aided Primary School, Shenfield","Parent","01-06-2013"
139764,111452,"St Thomas More Catholic High School, A Specialist School for Maths & ICT","Parent","01-06-2013"
139765,133353,"The Nottingham Emmanuel School","Parent","01-06-2013"
139766,123576,"The Phoenix School","Parent","01-06-2013"
139767,119972,"Thringstone Primary School","Parent","01-06-2013"
139768,103966,"Timbertree Primary School","Parent","01-06-2013"
139769,123567,"William Brookes School","Parent","01-06-2013"
139770,135159,"Willowcroft Community School","Parent","01-06-2013"
139791,136940,"Barking Riverside School","Parent","01-09-2013"
139799,117897,"Wansbeck Primary School","Parent","12-06-2013"
139800,104376,"St Mary and St John Catholic Primary School","Parent","12-06-2013"
139802,115061,"Potter Street Primary School","Parent","12-06-2013"
139803,124667,"Gusford Community Primary School","Parent","13-06-2013"
139804,124640,"Whitton Green Primary School","Parent","13-06-2013"
139805,121807,"Rockingham Primary School","Parent","13-06-2013"
139806,114724,"Kirby Primary School","Parent","13-06-2013"
139808,114749,"Burrsville Community Infant School","Parent","17-06-2013"
139810,118362,"Petham Primary School","Parent","17-06-2013"
139817,130935,"The Hyde School","Parent","21-06-2013"
139818,113443,"St Michael's Church of England VA Primary School","Parent","21-06-2013"
139819,122121,"Weavers School","Parent","21-06-2013"
139820,100325,"Canberra Primary School","Parent","21-06-2013"
139821,114610,"William Parker Sports College","Parent","24-06-2013"
139822,134921,"Archbishop Courtenay Primary School","Parent","24-06-2013"
139823,135856,"Oakfields Community College","Parent","04-07-2013"
139824,101114,"Wilberforce Primary School","Parent","24-06-2013"
139825,116723,"The Harry Taylor First School","Parent","24-06-2013"
139830,101523,"Kensal Rise Primary School","Parent","26-06-2013"
139838,117715,"Bellfield Primary School","Parent","01-07-2013"
139839,108866,"Biddick School Sports College","Parent","01-07-2013"
139840,111444,"Birchwood Community High School","Parent","01-07-2013"
139841,103511,"Broadway School","Parent","01-07-2013"
139842,101059,"Burntwood School","Parent","01-07-2013"
139843,110639,"Burrowmoor Primary School","Parent","01-07-2013"
139844,110846,"Bury CofE Primary School","Parent","01-07-2013"
139845,119988,"Captains Close Primary School","Parent","01-07-2013"
139846,123991,"Carmountside Primary School","Parent","01-07-2013"
139847,121804,"Chipping Warden School","Parent","01-07-2013"
139848,117928,"Collingwood Primary School","Parent","01-07-2013"
139849,108760,"Diamond Hall Infant School","Parent","01-07-2013"
139850,117772,"Eastfield Primary School","Parent","01-07-2013"
139851,111589,"Eldon Grove Primary School","Parent","01-07-2013"
139852,108858,"Farringdon Community Sports College","Parent","01-07-2013"
139853,110061,"Forest School","Parent","01-07-2013"
139854,120203,"Gilmorton Chandler Church of England Primary School","Parent","01-07-2013"
139855,119962,"Glenmere Community Primary School","Parent","01-07-2013"
139856,107126,"Hinde House 3-16 School","Parent","01-07-2013"
139857,121841,"Kings Sutton Primary School","Parent","01-07-2013"
139858,120180,"Langham CofE (Controlled) Primary School","Parent","01-07-2013"
139859,120064,"Langmoor Primary School Oadby","Parent","01-07-2013"
139860,103297,"Ley Hill Junior and Infant (NC) School","Parent","01-07-2013"
139861,110390,"Loughton School","Parent","01-07-2013"
139862,107062,"Lound Infant School","Parent","01-07-2013"
139863,107053,"Lound Junior School","Parent","01-07-2013"
139864,120143,"Lubenham All Saints Church of England Primary School","Parent","01-07-2013"
139865,109620,"Meppershall CofE VA Lower School","Parent","01-07-2013"
139866,121846,"Middleton Cheney Community Primary School","Parent","01-07-2013"
139867,124809,"Mildenhall College of Technology","Parent","01-07-2013"
139868,120470,"North Thoresby Primary School","Parent","01-07-2013"
139869,102495,"Norwood Green Junior School","Parent","01-07-2013"
139870,104348,"Perry Hall Primary School","Parent","01-07-2013"
139871,114957,"Powers Hall Junior School","Parent","01-07-2013"
139872,103865,"Redhill School and Specialist Language College","Parent","01-07-2013"
139873,117501,"Richard Hale School","Parent","01-07-2013"
139874,120155,"Rothley Church of England Primary School","Parent","01-07-2013"
139875,103967,"Shireland Hall Primary School","Parent","01-07-2013"
139876,106945,"St Bede's Catholic Primary School","Parent","01-07-2013"
139877,106941,"St Gerard's Catholic Primary School","Parent","01-07-2013"
139878,108735,"St Joseph's RC Voluntary Aided Comprehensive School","Parent","01-07-2013"
139879,126058,"St Lawrence CofE Primary School","Parent","01-07-2013"
139880,106930,"St Mary's Catholic Primary School","Parent","01-07-2013"
139881,106940,"St Mary's Catholic Primary School (Maltby)","Parent","01-07-2013"
139882,110028,"St Mary's Catholic Primary School, Maidenhead","Parent","01-07-2013"
139883,106467,"Standish St Wilfrid's CofE Primary School","Parent","01-07-2013"
139884,111591,"Stranton Primary School","Parent","01-07-2013"
139885,120484,"The Utterby Primary School","Parent","01-07-2013"
139886,117822,"Thoresby Primary School","Parent","01-07-2013"
139887,113111,"Uffculme Primary School","Parent","01-07-2013"
139888,103489,"Washwood Heath Technology College","Parent","01-07-2013"
139889,102513,"Westbrook Primary School","Parent","01-07-2013"
139890,125082,"New Monument School","Parent","01-07-2013"
139891,104400,"St Edmunds Catholic School, A Specialist Mathematics & Computing College","Parent","01-07-2013"
139892,104377,"St Michael's Catholic Primary School","Parent","01-07-2013"
139893,104380,"St Teresa's Catholic Primary School, Parkfield","Parent","01-07-2013"
139894,104383,"The Giffard Catholic Primary School","Parent","01-07-2013"
139904,131593,"Grestone Primary School","Parent","05-07-2013"
139905,101711,"Benson Primary and Nursery School","Parent","05-07-2013"
139906,101805,"Westwood Girls' College for Languages and Arts","Parent","05-07-2013"
139910,135455,"Cranberry Primary School","Parent","08-07-2013"
139911,103757,"Three Spires School","Parent","08-07-2013"
139915,125114,"Marden Lodge Primary School","Parent","10-07-2013"
139916,124944,"Warlingham Village Primary School","Parent","10-07-2013"
139917,115153,"St Teresa's Catholic Primary School, Basildon","Parent","10-07-2013"
139918,104006,"Wodensborough Community Technology College","Parent","11-07-2013"
139920,116347,"The Holme Church of England Controlled Primary School","Parent","11-07-2013"
139921,117943,"Mersey Primary School","Parent","11-07-2013"
139922,133597,"The Parks Primary School","Parent","11-07-2013"
139927,118567,"Kingfisher Community Primary School","Parent","17-07-2013"
139928,133632,"Saxon Way Primary School","Parent","17-07-2013"
139929,134943,"Larkman Primary School","Parent","17-07-2013"
139930,110768,"Highlees Community Primary School","Parent","17-07-2013"
139931,111636,"Dormanstown Primary School","Parent","17-07-2013"
139932,107070,"Longley Primary School","Parent","17-07-2013"
139933,135775,"Grange Primary","Parent","17-07-2013"
139934,123792,"Cheddon Fitzpaine Church of England Primary School","Parent","17-07-2013"
139935,109058,"Charfield Primary School","Parent","17-07-2013"
139936,125732,"Nicholas Chamberlaine Technology College","Parent","17-07-2013"
139937,125768,"Queen Elizabeth School and Sports College","Parent","17-07-2013"
139938,110065,"Theale Green Community School","Parent","10-04-2014"
139939,118521,"Allhallows Primary School","Parent","17-07-2013"
139940,101109,"Churchill Gardens Community Primary School","Parent","31-08-2013"
139941,122487,"Daneswood Junior School","Parent","31-08-2013"
139942,106573,"Darfield Valley Primary School","Parent","17-07-2013"
139943,109913,"Foxborough Primary School","Parent","17-07-2013"
139944,116011,"Frogmore Junior School","Parent","17-07-2013"
139945,123676,"Hayesdown First School","Parent","17-07-2013"
139946,118829,"Hextable School","Parent","17-07-2013"
139947,116125,"Hightown Primary School","Parent","17-07-2013"
139948,133404,"Jubilee High School","Parent","17-07-2013"
139949,124096,"Maryhill Primary School","Parent","17-07-2013"
139950,114981,"Purford Green Primary School","Parent","17-07-2013"
139951,125121,"Pyrcroft Grange Primary School","Parent","17-07-2013"
139952,131255,"Reynolds Primary School","Parent","17-07-2013"
139953,135137,"Sir William Stanier Community School","Parent","17-07-2013"
139954,113484,"St George's CofE Primary School","Parent","17-07-2013"
139955,111986,"St Newlyn East Primary School","Parent","17-07-2013"
139956,122877,"The Holgate Comprehensive School","Parent","17-07-2013"
139957,122115,"The Kingswood School","Parent","17-07-2013"
139958,133968,"The Mill Primary School","Parent","17-07-2013"
139959,131658,"The Oak Tree Primary School","Parent","17-07-2013"
139960,111879,"Treyew Primary School","Parent","17-07-2013"
139961,122123,"Wrenn School","Parent","17-07-2013"
139965,102961,"Camden Junior School","Parent","22-07-2013"
139966,101629,"Malcolm Primary School","Parent","22-07-2013"
139967,116629,"Cliffdale Primary School","Parent","22-07-2013"
139968,117896,"Wold Primary School","Parent","22-07-2013"
139974,111787,"Abbey Hill School and Technology College","Parent","01-08-2013"
139975,107386,"Beckfoot School","Parent","01-08-2013"
139976,111784,"Catcote School","Parent","01-08-2013"
139977,135231,"Hazelbeck Special School","Parent","01-08-2013"
139978,135230,"Southfield School","Parent","01-08-2013"
139980,126418,"Dauntsey Academy Primary School","Parent","01-08-2013"
139981,131224,"Eastfield Primary School","Parent","01-08-2013"
139982,107414,"Grange Technology College","Parent","01-08-2013"
139983,120013,"Humberstone Junior School","Parent","01-08-2013"
139984,101644,"Parish Church of England Primary School","Parent","01-08-2013"
139985,123078,"Pegasus School","Parent","01-08-2013"
139986,107121,"Porter Croft Sheffield Church of England Primary School","Parent","01-08-2013"
139987,115625,"Stone with Woodford Church of England Primary School","Parent","01-08-2013"
139988,122090,"The Ferrers Specialist Arts College","Parent","01-08-2013"
139989,102542,"The Green School","Parent","01-08-2013"
139990,109597,"Ursula Taylor VC Lower School","Parent","01-08-2013"
139991,114906,"West Thurrock Primary School","Parent","01-08-2013"
139992,106951,"Wingfield Business and Enterprise College","Parent","01-08-2013"
139993,125270,"Woking High School","Parent","01-08-2013"
139994,103520,"Yardleys School","Parent","01-08-2013"
139995,132216,"The Challenge College","Parent","01-08-2013"
139996,114600,"Helenswood School","Parent","01-08-2013"
139999,133723,"Radcliffe Primary School","Parent","07-08-2013"
140000,101786,"Castle Hill Primary School","Parent","07-08-2013"
140001,135478,"Kirkby Sports College Centre for Learning","Parent","07-08-2013"
140002,132189,"Blyth Community College","Parent","07-08-2013"
140003,130967,"Hemsworth West End Primary School","Parent","07-08-2013"
140004,130871,"Park Lane Primary School Nursery and Parents' Centre","Parent","07-08-2013"
140007,113872,"Winton Arts and Media College","Parent","12-08-2013"
140008,113871,"Glenmoor School","Parent","12-08-2013"
140011,115721,"Beaufort Community School","Parent","16-08-2013"
140012,118542,"Cliftonville Primary School","Parent","16-08-2013"
140013,114838,"Corringham Primary School","Parent","16-08-2013"
140014,103495,"Golden Hillock School","Parent","16-08-2013"
140016,134051,"Herman Community Primary School","Parent","19-08-2013"
140017,122713,"Highbank Primary and Nursery School","Parent","19-08-2013"
140018,121320,"Hinderwell Community Primary School","Parent","19-08-2013"
140019,132222,"Little Parndon Primary School","Parent","19-08-2013"
140020,111959,"Looe Primary School","Parent","19-08-2013"
140021,119769,"Palatine Community Sports College","Parent","19-08-2013"
140022,102326,"Pinewood Primary School","Parent","19-08-2013"
140023,136049,"Pontefract De Lacy Primary School","Parent","19-08-2013"
140024,114930,"Cooks Spinney Primary School and Nursery","Parent","19-08-2013"
140025,107151,"St John Fisher Catholic Primary School","Parent","19-08-2013"
140026,125166,"St Mary's CofE Aided Primary School","Parent","19-08-2013"
140027,111994,"St Michael's Voluntary Controlled Church of England Primary School","Parent","19-08-2013"
140028,125136,"St Paul's CofE Primary School","Parent","19-08-2013"
140030,121988,"St Peter's Church of England Junior School","Parent","19-08-2013"
140031,110819,"Stanground St Johns CofE Controlled Primary School","Parent","19-08-2013"
140032,124837,"Stoke High School","Parent","19-08-2013"
140034,125071,"The Echelford Primary School","Parent","19-08-2013"
140035,108411,"The Thomas Hepburn Community Comprehensive School","Parent","19-08-2013"
140037,117550,"The Thomas Alleyne School","Parent","21-08-2013"
140040,118427,"Skinner Street Primary School","Parent","23-08-2013"
140041,131375,"Warndon Primary School","Parent","23-08-2013"
