URN,COHORT,OVERALL,FEC,INDEP,OTHERFE,SSF,SFC,SPI,AP_PRU,SPECIAL,APPREN,HE,COMBO,KNOWN,UNKNOWN,OVERALLPER,FECPER,INDEPPER,OTHERFEPER,SSFPER,SFCPER,SPIPER,AP_PRUPER,SPECIALPER,APPRENPER,HEPER,COMBOPER,KNOWNPER,UNKNOWNPER
114299,120,100,65,0,5,15,15,0,0,0,5,0,0,15,5,83%,55%,0%,4%,13%,12%,0%,0%,0%,5%,0%,0%,11%,6%
114300,120,100,45,0,SUPP,50,5,0,0,0,5,0,0,15,5,83%,37%,0%,SUPP,42%,3%,0%,0%,0%,4%,0%,0%,12%,5%
114301,150,120,70,0,SUPP,15,30,0,0,SUPP,20,0,SUPP,20,15,79%,48%,0%,SUPP,10%,19%,0%,0%,SUPP,12%,0%,SUPP,12%,9%
137234,120,100,40,0,SUPP,20,35,0,0,0,5,0,0,15,5,81%,33%,0%,SUPP,15%,31%,0%,0%,0%,4%,0%,0%,14%,6%
137153,130,120,15,0,5,55,40,0,0,0,5,0,5,5,5,93%,10%,0%,3%,44%,31%,0%,0%,0%,6%,0%,4%,4%,3%
138717,180,160,90,0,5,10,45,0,0,0,10,0,5,15,5,87%,51%,0%,4%,6%,24%,0%,0%,0%,4%,0%,2%,9%,3%
114305,150,120,65,0,10,5,45,0,0,0,5,0,0,20,5,82%,43%,0%,5%,3%,31%,0%,0%,0%,5%,0%,0%,15%,3%
136770,110,100,40,0,SUPP,60,SUPP,0,0,0,10,0,SUPP,5,SUPP,94%,37%,0%,SUPP,52%,SUPP,0%,0%,0%,7%,0%,SUPP,5%,SUPP
114307,70,60,40,0,5,SUPP,10,0,0,0,5,0,0,10,SUPP,86%,61%,0%,6%,SUPP,16%,0%,0%,0%,6%,0%,0%,13%,SUPP
114308,140,130,75,SUPP,5,40,0,0,0,0,10,0,0,5,5,92%,55%,SUPP,5%,31%,0%,0%,0%,0%,7%,0%,0%,4%,4%
137696,190,170,60,0,SUPP,105,0,0,0,0,5,0,5,10,10,90%,31%,0%,SUPP,56%,0%,0%,0%,0%,3%,0%,2%,5%,4%
114310,60,50,30,0,SUPP,20,0,0,0,0,SUPP,0,SUPP,10,5,81%,47%,0%,SUPP,30%,0%,0%,0%,0%,SUPP,0%,SUPP,14%,5%
114311,70,60,30,0,SUPP,25,0,0,0,0,5,0,0,5,5,86%,45%,0%,SUPP,39%,0%,0%,0%,0%,4%,0%,0%,7%,7%
114312,230,220,75,0,5,135,0,0,0,0,10,0,SUPP,10,10,93%,31%,0%,2%,58%,0%,0%,0%,0%,4%,0%,SUPP,3%,4%
114313,140,110,75,SUPP,15,5,15,0,0,0,15,0,0,15,10,82%,55%,SUPP,10%,5%,12%,0%,0%,0%,9%,0%,0%,12%,6%
136451,230,190,125,SUPP,10,25,25,0,0,0,10,0,5,30,5,84%,55%,SUPP,5%,12%,11%,0%,0%,0%,5%,0%,1%,14%,2%
114315,170,140,90,SUPP,5,20,25,0,0,0,15,0,0,15,10,86%,53%,SUPP,4%,11%,16%,0%,0%,0%,8%,0%,0%,9%,5%
114317,170,150,80,0,5,15,45,0,0,0,10,0,0,20,5,85%,46%,0%,4%,8%,26%,0%,0%,0%,6%,0%,0%,12%,4%
138075,150,120,90,0,5,15,10,0,0,0,5,0,0,20,5,81%,61%,0%,4%,9%,7%,0%,0%,0%,5%,0%,0%,15%,4%
137702,220,210,45,0,5,145,10,0,0,0,10,0,SUPP,10,5,93%,20%,0%,2%,65%,5%,0%,0%,0%,4%,0%,SUPP,5%,1%
114326,220,210,55,SUPP,5,145,SUPP,0,0,0,10,0,SUPP,5,5,95%,25%,SUPP,2%,66%,SUPP,0%,0%,0%,5%,0%,SUPP,3%,3%
114327,150,140,60,0,5,70,5,0,0,0,15,0,5,10,5,91%,39%,0%,4%,44%,2%,0%,0%,0%,9%,0%,2%,7%,3%
138172,210,200,65,0,SUPP,125,0,0,0,0,10,0,SUPP,10,5,92%,31%,0%,SUPP,60%,0%,0%,0%,0%,5%,0%,SUPP,4%,3%
131905,20,10,5,0,SUPP,0,0,0,0,SUPP,SUPP,0,0,5,SUPP,60%,40%,0%,SUPP,0%,0%,0%,0%,SUPP,SUPP,0%,0%,27%,SUPP
114337,20,10,5,SUPP,5,0,0,0,0,0,SUPP,0,0,SUPP,5,63%,38%,SUPP,19%,0%,0%,0%,0%,0%,SUPP,0%,0%,SUPP,25%
114340,20,20,15,0,SUPP,0,0,0,0,SUPP,0,0,0,0,0,100%,89%,0%,SUPP,0%,0%,0%,0%,SUPP,0%,0%,0%,0%,0%
114345,10,10,0,0,0,0,0,0,0,10,0,0,0,0,SUPP,89%,0%,0%,0%,0%,0%,0%,0%,89%,0%,0%,0%,0%,SUPP
138718,20,20,15,0,0,0,0,0,SUPP,5,0,0,0,SUPP,0,95%,68%,0%,0%,0%,0%,0%,SUPP,21%,0%,0%,0%,SUPP,0%
114347,30,20,15,0,5,0,0,0,0,0,0,0,0,5,5,55%,42%,0%,13%,0%,0%,0%,0%,0%,0%,0%,0%,23%,23%
114349,20,20,10,0,0,0,0,0,0,5,0,0,0,5,0,79%,42%,0%,0%,0%,0%,0%,0%,37%,0%,0%,0%,21%,0%
134662,50,40,30,0,SUPP,0,0,0,0,10,0,0,SUPP,5,5,88%,60%,0%,SUPP,0%,0%,0%,0%,24%,0%,0%,SUPP,6%,6%
136525,130,120,45,0,5,10,55,0,0,SUPP,10,0,0,10,5,91%,35%,0%,5%,7%,44%,0%,0%,SUPP,9%,0%,0%,6%,2%
138089,180,150,90,0,10,SUPP,40,0,0,0,15,0,0,25,10,80%,50%,0%,6%,SUPP,23%,0%,0%,0%,7%,0%,0%,14%,6%
137222,180,150,75,0,15,5,60,0,0,0,20,0,0,15,10,87%,42%,0%,8%,2%,35%,0%,0%,0%,12%,0%,0%,8%,5%
136838,250,220,50,0,15,5,150,0,0,0,10,0,0,30,SUPP,87%,20%,0%,5%,1%,61%,0%,0%,0%,4%,0%,0%,12%,SUPP
137622,180,170,30,SUPP,5,115,15,0,0,0,5,0,0,10,SUPP,92%,17%,SUPP,3%,63%,9%,0%,0%,0%,3%,0%,0%,7%,SUPP
135314,120,90,55,0,10,SUPP,25,0,0,0,5,0,0,20,10,75%,47%,0%,7%,SUPP,20%,0%,0%,0%,3%,0%,0%,18%,7%
138093,30,20,10,0,SUPP,0,SUPP,0,0,15,0,0,0,5,SUPP,72%,25%,0%,SUPP,0%,SUPP,0%,0%,41%,0%,0%,0%,22%,SUPP
131601,170,160,95,0,5,5,50,0,0,0,10,0,0,10,10,89%,55%,0%,4%,2%,29%,0%,0%,0%,6%,0%,0%,6%,5%
114584,230,210,45,5,5,45,115,0,0,0,5,0,0,20,5,91%,20%,2%,2%,19%,48%,0%,0%,0%,3%,0%,0%,8%,1%
137982,230,200,55,0,SUPP,140,0,0,0,0,5,0,0,20,15,86%,24%,0%,SUPP,60%,0%,0%,0%,0%,3%,0%,0%,8%,6%
138472,200,170,80,SUPP,5,80,SUPP,0,0,0,5,0,0,25,15,81%,40%,SUPP,1%,39%,SUPP,0%,0%,0%,3%,0%,0%,12%,7%
114587,230,210,95,SUPP,5,105,SUPP,0,0,0,5,0,0,10,15,89%,41%,SUPP,3%,45%,SUPP,0%,0%,0%,2%,0%,0%,5%,6%
114588,120,110,40,SUPP,SUPP,20,50,0,0,0,5,0,0,5,5,94%,35%,SUPP,SUPP,17%,40%,0%,0%,0%,3%,0%,0%,3%,3%
138473,190,170,145,SUPP,SUPP,SUPP,20,0,0,0,5,0,0,10,5,91%,77%,SUPP,SUPP,SUPP,11%,0%,0%,0%,3%,0%,0%,5%,4%
114590,260,230,50,SUPP,SUPP,175,5,0,0,0,10,0,SUPP,20,10,89%,19%,SUPP,SUPP,66%,2%,0%,0%,0%,4%,0%,SUPP,8%,4%
114591,160,140,35,SUPP,5,105,0,0,0,0,5,0,0,10,5,90%,22%,SUPP,2%,66%,0%,0%,0%,0%,4%,0%,0%,6%,3%
114592,190,170,160,SUPP,5,0,SUPP,0,0,0,5,0,0,10,5,90%,86%,SUPP,2%,0%,SUPP,0%,0%,0%,2%,0%,0%,6%,4%
137232,130,120,95,0,0,15,10,0,0,0,SUPP,0,0,5,5,91%,73%,0%,0%,10%,8%,0%,0%,0%,SUPP,0%,0%,6%,3%
114594,160,140,105,5,SUPP,15,20,0,0,0,5,0,0,10,10,88%,65%,2%,SUPP,8%,12%,0%,0%,0%,2%,0%,0%,6%,6%
138895,300,270,90,SUPP,5,SUPP,170,0,0,0,5,0,0,20,15,88%,30%,SUPP,1%,SUPP,56%,0%,0%,0%,2%,0%,0%,7%,4%
138624,140,110,75,0,SUPP,SUPP,35,0,0,0,5,0,0,15,10,80%,53%,0%,SUPP,SUPP,25%,0%,0%,0%,2%,0%,0%,12%,9%
114598,230,210,90,SUPP,SUPP,5,110,0,SUPP,0,10,0,0,10,15,90%,39%,SUPP,SUPP,1%,48%,0%,SUPP,0%,3%,0%,0%,4%,6%
139996,210,190,70,0,5,55,60,0,SUPP,0,5,0,SUPP,15,5,90%,33%,0%,1%,27%,27%,0%,SUPP,0%,2%,0%,SUPP,8%,2%
138474,230,200,185,SUPP,5,SUPP,5,0,0,0,5,SUPP,0,20,10,86%,80%,SUPP,2%,SUPP,3%,0%,0%,0%,2%,SUPP,0%,9%,5%
138475,200,190,185,SUPP,0,0,SUPP,0,0,0,SUPP,0,0,5,SUPP,96%,94%,SUPP,0%,0%,SUPP,0%,0%,0%,SUPP,0%,0%,4%,SUPP
131669,110,90,80,SUPP,5,SUPP,0,0,0,0,5,0,0,15,10,78%,70%,SUPP,6%,SUPP,0%,0%,0%,0%,5%,0%,0%,13%,9%
114612,200,190,90,5,0,SUPP,95,0,0,0,0,0,0,5,SUPP,96%,46%,2%,0%,SUPP,47%,0%,0%,0%,0%,0%,0%,3%,SUPP
114613,200,180,155,SUPP,10,0,5,0,0,0,15,0,0,15,10,87%,77%,SUPP,6%,0%,3%,0%,0%,0%,7%,0%,0%,8%,5%
136106,120,100,95,0,SUPP,0,0,0,0,0,SUPP,0,0,15,5,82%,81%,0%,SUPP,0%,0%,0%,0%,0%,SUPP,0%,0%,14%,4%
133653,20,20,0,0,0,0,SUPP,0,SUPP,15,0,0,0,0,0,100%,0%,0%,0%,0%,SUPP,0%,SUPP,89%,0%,0%,0%,0%,0%
114681,20,10,10,0,0,0,0,0,SUPP,SUPP,0,0,0,5,SUPP,76%,65%,0%,0%,0%,0%,0%,SUPP,SUPP,0%,0%,0%,18%,SUPP
114682,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
139521,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
114688,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
114691,30,20,15,0,0,0,SUPP,0,SUPP,5,0,0,0,SUPP,SUPP,89%,63%,0%,0%,0%,SUPP,0%,SUPP,19%,0%,0%,0%,SUPP,SUPP
114693,10,10,5,0,0,0,0,0,0,5,SUPP,0,0,SUPP,0,92%,38%,0%,0%,0%,0%,0%,0%,54%,SUPP,0%,0%,SUPP,0%
114694,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
114697,10,10,5,0,0,0,SUPP,0,0,0,0,0,0,SUPP,SUPP,64%,45%,0%,0%,0%,SUPP,0%,0%,0%,0%,0%,0%,SUPP,SUPP
114696,10,3,5,0,0,0,0,0,0,0,0,0,0,SUPP,5,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,SUPP,44%
114579,240,220,70,SUPP,10,SUPP,135,0,0,0,5,0,0,15,5,91%,30%,SUPP,3%,SUPP,56%,0%,0%,0%,2%,0%,0%,7%,2%
114580,340,320,50,5,5,5,260,0,0,0,5,0,0,5,5,96%,15%,1%,2%,1%,77%,0%,0%,0%,1%,0%,0%,1%,2%
114581,240,190,85,0,5,5,100,0,0,0,10,0,0,20,20,82%,35%,0%,3%,1%,42%,0%,0%,0%,5%,0%,0%,9%,9%
114606,310,280,45,SUPP,5,60,160,0,0,0,5,0,0,20,15,89%,15%,SUPP,2%,19%,52%,0%,0%,0%,2%,0%,0%,6%,5%
114607,290,260,75,0,5,70,105,0,SUPP,0,5,0,0,25,5,89%,26%,0%,2%,24%,36%,0%,SUPP,0%,2%,0%,0%,8%,2%
114608,180,150,65,SUPP,10,5,70,0,0,0,5,0,0,20,10,83%,37%,SUPP,4%,2%,39%,0%,0%,0%,4%,0%,0%,10%,7%
114611,340,320,40,5,SUPP,210,65,0,0,0,5,0,0,15,5,94%,11%,1%,SUPP,62%,20%,0%,0%,0%,1%,0%,0%,4%,1%
136164,110,90,45,0,5,20,20,0,0,0,5,0,SUPP,15,5,82%,40%,0%,4%,17%,19%,0%,0%,0%,3%,0%,SUPP,12%,6%
114677,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
114619,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
114678,20,10,5,0,SUPP,0,0,0,0,0,0,0,0,5,5,44%,33%,0%,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,39%,17%
114679,10,10,5,0,0,SUPP,SUPP,0,0,0,0,0,0,SUPP,SUPP,82%,55%,0%,0%,SUPP,SUPP,0%,0%,0%,0%,0%,0%,SUPP,SUPP
114680,10,10,0,0,0,0,0,0,0,5,0,0,0,0,SUPP,83%,0%,0%,0%,0%,0%,0%,0%,83%,0%,0%,0%,0%,SUPP
114685,10,10,10,0,0,0,0,0,0,5,SUPP,0,0,SUPP,SUPP,86%,57%,0%,0%,0%,0%,0%,0%,29%,SUPP,0%,0%,SUPP,SUPP
114687,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
133639,20,10,10,0,0,0,0,0,0,SUPP,0,0,0,5,0,80%,67%,0%,0%,0%,0%,0%,0%,SUPP,0%,0%,0%,20%,0%
138720,170,150,35,0,5,0,115,0,0,0,5,0,0,15,5,90%,20%,0%,2%,0%,67%,0%,0%,0%,2%,0%,0%,8%,3%
116405,200,170,115,0,5,SUPP,50,0,0,0,10,0,0,15,5,89%,60%,0%,3%,SUPP,25%,0%,0%,0%,6%,0%,0%,8%,3%
138287,200,180,65,0,5,SUPP,110,0,0,0,5,0,0,15,10,89%,32%,0%,3%,SUPP,53%,0%,0%,0%,3%,0%,0%,7%,4%
116407,210,200,40,SUPP,SUPP,5,150,0,0,0,SUPP,0,0,10,5,92%,18%,SUPP,SUPP,2%,70%,0%,0%,0%,SUPP,0%,0%,5%,3%
136640,280,250,55,SUPP,5,0,190,0,0,0,5,0,0,20,5,90%,21%,SUPP,1%,0%,68%,0%,0%,0%,2%,0%,0%,7%,3%
137535,170,150,25,SUPP,5,SUPP,115,0,0,0,SUPP,0,0,10,10,89%,15%,SUPP,2%,SUPP,70%,0%,0%,0%,SUPP,0%,0%,5%,6%
138038,210,200,180,SUPP,15,5,5,0,0,0,20,0,0,10,5,94%,83%,SUPP,7%,1%,2%,0%,0%,0%,8%,0%,0%,4%,2%
116411,210,200,85,0,5,0,115,0,0,0,10,0,0,10,5,94%,39%,0%,2%,0%,53%,0%,0%,0%,5%,0%,0%,4%,1%
116412,220,200,50,SUPP,5,0,145,0,0,0,10,0,0,10,5,93%,24%,SUPP,2%,0%,67%,0%,0%,0%,5%,0%,0%,5%,2%
116413,200,180,60,0,5,0,110,0,0,0,10,0,0,15,5,88%,31%,0%,3%,0%,55%,0%,0%,0%,4%,0%,0%,8%,4%
136654,350,330,75,0,20,0,235,0,0,0,35,0,0,25,SUPP,93%,21%,0%,5%,0%,66%,0%,0%,0%,10%,0%,0%,7%,SUPP
137125,230,200,135,0,10,5,55,SUPP,SUPP,0,15,0,0,15,10,89%,59%,0%,5%,1%,24%,SUPP,SUPP,0%,6%,0%,0%,7%,4%
137129,250,210,200,SUPP,SUPP,5,5,0,0,0,5,0,0,20,15,87%,81%,SUPP,SUPP,2%,3%,0%,0%,0%,3%,0%,0%,8%,5%
137128,190,190,35,0,SUPP,0,150,0,0,0,5,0,0,SUPP,5,97%,19%,0%,SUPP,0%,77%,0%,0%,0%,2%,0%,0%,SUPP,2%
116418,130,120,95,0,5,SUPP,15,0,0,0,5,0,0,10,5,88%,73%,0%,2%,SUPP,11%,0%,0%,0%,2%,0%,0%,7%,5%
116419,350,320,90,0,10,SUPP,220,0,0,0,15,0,0,20,5,93%,26%,0%,3%,SUPP,63%,0%,0%,0%,4%,0%,0%,6%,1%
137239,220,200,55,SUPP,10,SUPP,130,0,0,0,10,0,0,10,10,90%,26%,SUPP,4%,SUPP,60%,0%,0%,0%,5%,0%,0%,5%,4%
116422,190,160,60,0,5,5,85,0,0,0,5,0,0,20,10,83%,32%,0%,4%,2%,46%,0%,0%,0%,3%,0%,0%,11%,6%
116423,110,90,80,0,5,0,10,0,0,0,5,0,0,10,5,83%,72%,0%,3%,0%,8%,0%,0%,0%,4%,0%,0%,11%,6%
116424,250,230,80,0,5,0,140,0,0,0,10,0,SUPP,10,10,92%,32%,0%,2%,0%,57%,0%,0%,0%,3%,0%,SUPP,3%,5%
116425,100,80,45,0,5,0,30,0,0,0,5,0,0,10,5,84%,48%,0%,3%,0%,32%,0%,0%,0%,5%,0%,0%,12%,4%
116426,160,140,65,0,SUPP,10,65,0,0,0,5,0,0,10,10,89%,41%,0%,SUPP,6%,41%,0%,0%,0%,4%,0%,0%,6%,5%
116427,130,110,50,0,5,SUPP,50,0,0,0,5,0,0,15,5,85%,40%,0%,5%,SUPP,39%,0%,0%,0%,5%,0%,0%,10%,5%
116428,160,130,110,0,5,0,20,0,0,0,5,0,0,15,5,86%,71%,0%,2%,0%,14%,0%,0%,0%,3%,0%,0%,10%,4%
138184,270,250,80,SUPP,5,0,155,0,0,0,10,0,0,15,10,91%,30%,SUPP,2%,0%,58%,0%,0%,0%,3%,0%,0%,6%,3%
116430,140,130,55,0,5,25,40,0,0,0,10,0,0,5,10,89%,39%,0%,3%,18%,30%,0%,0%,0%,6%,0%,0%,5%,6%
116431,170,160,120,0,5,0,35,0,0,0,5,0,0,10,SUPP,92%,69%,0%,4%,0%,20%,0%,0%,0%,4%,0%,0%,6%,SUPP
116432,150,130,65,0,5,SUPP,55,0,SUPP,0,SUPP,0,0,10,10,87%,43%,0%,2%,SUPP,39%,0%,SUPP,0%,SUPP,0%,0%,7%,6%
116433,250,230,40,0,SUPP,155,35,0,0,SUPP,5,0,SUPP,10,10,93%,16%,0%,SUPP,61%,14%,0%,0%,SUPP,2%,0%,SUPP,4%,4%
137229,240,220,115,0,15,SUPP,90,0,0,0,20,0,0,15,5,91%,47%,0%,6%,SUPP,38%,0%,0%,0%,8%,0%,0%,7%,2%
116436,180,160,50,SUPP,5,SUPP,105,0,0,0,5,0,0,10,10,90%,28%,SUPP,2%,SUPP,58%,0%,0%,0%,4%,0%,0%,5%,5%
116437,230,210,170,0,10,0,25,0,0,0,15,0,0,10,10,90%,73%,0%,5%,0%,12%,0%,0%,0%,6%,0%,0%,5%,5%
116438,200,170,45,SUPP,SUPP,0,125,0,0,0,5,0,0,15,15,86%,23%,SUPP,SUPP,0%,61%,0%,0%,0%,1%,0%,0%,6%,8%
136715,290,280,35,5,SUPP,0,240,0,0,0,5,0,0,5,5,96%,12%,1%,SUPP,0%,82%,0%,0%,0%,2%,0%,0%,1%,2%
116440,130,110,45,0,SUPP,SUPP,65,0,0,0,5,0,0,10,10,84%,35%,0%,SUPP,SUPP,48%,0%,0%,0%,3%,0%,0%,9%,7%
116441,240,220,70,0,SUPP,0,145,0,0,0,5,0,0,15,10,91%,30%,0%,SUPP,0%,60%,0%,0%,0%,2%,0%,0%,5%,3%
116442,140,110,40,0,5,5,65,0,0,0,5,0,0,10,10,84%,28%,0%,2%,4%,50%,0%,0%,0%,5%,0%,0%,9%,7%
116444,140,110,60,0,5,5,50,0,0,0,10,0,0,15,10,82%,42%,0%,2%,3%,35%,0%,0%,0%,6%,0%,0%,10%,8%
116445,130,110,60,SUPP,10,0,35,0,0,0,10,0,0,10,15,82%,46%,SUPP,6%,0%,28%,0%,0%,0%,8%,0%,0%,8%,10%
116446,200,180,85,0,5,SUPP,90,0,0,0,10,0,0,5,15,90%,42%,0%,2%,SUPP,45%,0%,0%,0%,6%,0%,0%,2%,7%
116447,180,160,80,0,10,5,60,0,0,0,15,0,0,20,10,85%,45%,0%,6%,2%,32%,0%,0%,0%,7%,0%,0%,10%,5%
116448,180,160,55,0,5,SUPP,95,0,0,0,15,0,0,15,10,88%,31%,0%,3%,SUPP,53%,0%,0%,0%,9%,0%,0%,7%,4%
116466,160,150,90,0,5,SUPP,45,0,0,0,10,0,0,10,5,90%,56%,0%,4%,SUPP,28%,0%,0%,0%,7%,0%,0%,7%,3%
140069,140,120,90,0,SUPP,5,30,0,0,0,5,0,0,15,5,87%,63%,0%,SUPP,2%,21%,0%,0%,0%,3%,0%,0%,9%,4%
116468,330,310,45,5,5,5,255,0,0,0,5,0,0,10,5,95%,13%,1%,1%,1%,79%,0%,0%,0%,2%,0%,0%,3%,2%
116470,150,130,90,0,5,5,25,0,0,0,20,0,0,10,15,85%,61%,0%,4%,3%,17%,0%,0%,0%,13%,0%,0%,6%,9%
116472,320,270,130,0,10,10,120,0,0,0,15,0,0,30,15,86%,42%,0%,3%,3%,37%,0%,0%,0%,4%,0%,0%,10%,4%
116473,170,140,135,0,5,0,SUPP,0,0,0,5,0,0,15,10,85%,81%,0%,3%,0%,SUPP,0%,0%,0%,3%,0%,0%,9%,6%
116475,130,100,75,0,5,0,25,0,0,0,5,0,0,15,10,82%,60%,0%,4%,0%,18%,0%,0%,0%,4%,0%,0%,11%,7%
138135,240,220,25,SUPP,SUPP,SUPP,190,0,0,SUPP,5,0,0,10,10,93%,11%,SUPP,SUPP,SUPP,79%,0%,0%,SUPP,1%,0%,0%,3%,4%
116478,140,130,30,0,0,SUPP,100,0,0,0,SUPP,0,0,10,SUPP,93%,20%,0%,0%,SUPP,72%,0%,0%,0%,SUPP,0%,0%,6%,SUPP
136719,150,130,55,SUPP,SUPP,70,5,0,0,0,5,0,0,10,5,90%,38%,SUPP,SUPP,48%,2%,0%,0%,0%,3%,0%,0%,5%,5%
136652,190,180,60,0,5,120,0,0,0,0,5,0,0,5,5,93%,30%,0%,2%,62%,0%,0%,0%,0%,3%,0%,0%,4%,3%
136657,260,240,100,0,5,130,SUPP,0,0,0,10,SUPP,0,15,10,91%,38%,0%,2%,49%,SUPP,0%,0%,0%,5%,SUPP,0%,5%,4%
116498,220,200,70,0,5,60,70,0,0,0,10,0,0,10,5,94%,33%,0%,1%,27%,32%,0%,0%,0%,4%,0%,0%,4%,2%
137315,200,180,30,0,15,0,130,0,0,0,15,0,0,15,10,89%,16%,0%,8%,0%,65%,0%,0%,0%,8%,0%,0%,7%,4%
136643,250,240,55,5,5,SUPP,175,0,0,0,5,0,0,5,10,93%,22%,1%,1%,SUPP,69%,0%,0%,0%,3%,0%,0%,2%,4%
137791,340,320,110,0,20,130,55,0,0,0,20,0,SUPP,20,10,92%,33%,0%,6%,38%,16%,0%,0%,0%,6%,0%,SUPP,5%,3%
116502,160,150,40,0,SUPP,SUPP,105,0,0,0,5,0,0,10,SUPP,92%,24%,0%,SUPP,SUPP,67%,0%,0%,0%,3%,0%,0%,6%,SUPP
137345,220,210,100,SUPP,SUPP,100,10,0,0,0,5,0,0,5,10,94%,44%,SUPP,SUPP,45%,4%,0%,0%,0%,3%,0%,0%,2%,4%
116504,90,80,55,0,SUPP,SUPP,25,0,0,0,5,0,0,5,SUPP,90%,61%,0%,SUPP,SUPP,26%,0%,0%,0%,4%,0%,0%,8%,SUPP
116506,170,150,135,0,5,0,5,0,0,0,15,0,0,15,5,89%,81%,0%,4%,0%,4%,0%,0%,0%,8%,0%,0%,9%,2%
137538,210,190,110,0,5,SUPP,75,0,0,0,10,0,0,5,5,94%,54%,0%,3%,SUPP,37%,0%,0%,0%,5%,0%,0%,3%,3%
136903,260,240,150,SUPP,SUPP,SUPP,85,0,0,0,5,0,0,10,10,92%,58%,SUPP,SUPP,SUPP,33%,0%,0%,0%,3%,0%,0%,3%,5%
116511,30,20,15,0,SUPP,0,0,0,0,5,0,0,0,SUPP,SUPP,92%,62%,0%,SUPP,0%,0%,0%,0%,27%,0%,0%,0%,SUPP,SUPP
136156,100,70,60,0,SUPP,0,10,0,0,0,0,0,0,15,10,70%,60%,0%,SUPP,0%,9%,0%,0%,0%,0%,0%,0%,18%,12%
131559,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
133581,10,10,5,0,0,0,SUPP,0,0,0,0,0,0,5,SUPP,50%,30%,0%,0%,0%,SUPP,0%,0%,0%,0%,0%,0%,30%,SUPP
116603,20,10,10,0,SUPP,0,0,0,0,0,SUPP,0,0,5,5,62%,52%,0%,SUPP,0%,0%,0%,0%,0%,SUPP,0%,0%,24%,14%
116609,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
116611,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
116614,10,10,0,0,0,0,0,0,0,5,0,0,0,0,SUPP,86%,0%,0%,0%,0%,0%,0%,0%,86%,0%,0%,0%,0%,SUPP
116617,40,30,10,0,0,0,20,0,0,0,0,0,0,SUPP,SUPP,91%,34%,0%,0%,0%,57%,0%,0%,0%,0%,0%,0%,SUPP,SUPP
116618,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
135823,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
137605,30,30,15,0,0,0,10,0,0,SUPP,0,0,0,5,SUPP,84%,44%,0%,0%,0%,34%,0%,0%,SUPP,0%,0%,0%,13%,SUPP
