"Group UID","Group ID","Group Name","Companies House Number","Group Type (code)","Group Type","Closed Date","Group Status (code)","Group Status","Group Contact Street","Group Contact Locality","Group Contact Address 3","Group Contact Town","Group Contact County","Group Contact Postcode","Head of Group Title","Head of Group First Name","Head of Group Last Name"
"80013","","North","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80014","","Red","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80019","","Central","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80020","","Bilborough, Aspley and Bilborough","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80021","","AfC South West (Lots 11 and 36)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80022","","Eastleigh - Central","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80023","","Locality 1 East Devon","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80025","","Spurgeons Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80026","","Balsall Heath Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80027","","Locality North Devon","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80028","","Rother","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80030","","Network 2","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80031","","East Oldham","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80034","","Bentley","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80041","","Basingstoke and Deane A","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80042","","North Dorset","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80043","","Bromley 3 - EAST","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80045","","South East","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80046","","EPOSS","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80048","","Poole Children's Centres'","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80049","","Blaby, Oadby & Wigston","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80053","","Fareham","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80054","","Wyre Forest Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80055","","Runcorn-Brookvale/Windmill Hill","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80056","","Brough & Howden Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80059","","Amesbury","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80061","","Bulwell & Bulwell Forest","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80062","","Basingstoke and Deane B","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80065","","Network 3","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80066","","Rugby Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80069","","Chelmsley","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80074","","Kingsbury Locality","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80075","","Moulsecoomb/City View","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80076","","Meadows, Clifton, Wollaton and Lenton Abbey","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80077","","North West Leicestershire","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80078","","West Oldham","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80080","","Bromley 1 - WEST","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80081","","Conway Court/West Hove","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80082","","Radcliffe","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80083","","AfC North (Lot 15)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80084","","Bromley 2 - CENTRAL","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80086","","North Group 1","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80090","","Wealden","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80091","","Harlesden Locality 1","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80094","","Daventry","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80095","","Lakeside South","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80098","","AfC Central (Lot 33)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80099","","Locality 1","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80100","","Devizes","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80101","","Eastbourne","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80103","","Widnes-Ditton/Upton","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80104","","AfC Broadland North (Lots 18 and 19)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80105","","Dronfield Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80108","","Hinckley & Bosworth","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80111","","Mid Sussex","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80113","","Bridlington Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80114","","Bexhill","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80115","","Stort Valley and Villages","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80116","","Salisbury Central","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80117","","Hart","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80118","","Malvern Hills Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80119","","Locality 3 Exeter","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80121","","Failsworth & Hollinwood","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80127","","East Dorset","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80128","","Gloucester North Locality","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80130","","Bath West","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80132","","North East 1","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80133","","Sutton Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80135","","FAYS Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80137","","North Group 2","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80141","","Glossop Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80144","","West","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80145","","Kilburn Locality","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80147","","GYCT East (Lots 23 and 24)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80151","","East","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80152","","Hertsmere East","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80153","","Borehamwood","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80154","","Bushey","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80155","","Runcorn-Halton Lodge/Halton Brook","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80157","","Norman Jackson & Tangley Park","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80158","","Bury St Edmunds","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80160","","Hastings","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80161","","Langley Mill Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80163","","Lancaster 1","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80167","","Hollingbury & Patcham/Hollingdean","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80168","","Chadderton","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80169","","Old Whittington Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80172","","Wallsend","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80173","","Bury East","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80175","","Hyson Green, Sherwood, Arboretum, Berridge, Radford, Dunkirk and Lenton","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80177","","Area 3 & 4 Kelvin Grove & Eliot Bank","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80178","","North and East Halifax Children's Centre group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80182","","Melksham","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80184","","South","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80185","","North Bournemouth Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80188","","South East","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80192","","Hailsham","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80196","","Lewes","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80197","","Leamington Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80198","","Swale","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80200","","Lincoln North","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80204","","Test Valley","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80205","","Central Halifax Children's Centres Group 1","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80209","","AfC South East (Lots 8 and 10)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80210","","Trowbridge","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80213","","South Group 2","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80214","","Shirley","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80216","","West Dorset","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80218","","North East Shropshire","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80219","","Harborough","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80224","","Area 2","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80225","","Winchester","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80226","","Locality 3","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80227","","South East","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80229","","Somer Valley","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80230","","Havant - West","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80233","","Area 1","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80234","","Charnwood","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80236","","St Michael's West (Lot 28)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80237","","Wellingborough","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80241","","Hadley Castle","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80242","","Locality 10 Teign Bridge","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80247","","NCH&C Poppyland (Lots 12 and 14)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80248","","Central Locality","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80252","","The Wrekin","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80253","","West Group 2","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80254","","Locality 2","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80255","","North West Shropshire","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80256","","Locality 5 East Devon","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80257","","Rushmoor","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80260","","North Group 3","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80261","","Network 4","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80262","","Central Locality","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80263","","Cluster 1 (Plymstock, Plum Tree & Nomony)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80264","","North Warwickshire Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80266","","Crawley","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80268","","Wembley Cluster 2","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80270","","West","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80271","","Network 1","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80274","","Central","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80275","","Chippenham","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80277","","North East 2","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80282","","South Northants","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80285","","East Reading Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80286","","Horsham","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80289","","Harpenden and Rural","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80290","","St Albans East","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80291","","St Albans South","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80293","","Saddleworth & Lees","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80294","","Worcester City Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80296","","The Havens","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80298","","Prestwich","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80299","","Chichester","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80300","","Royton, Shaw & Crompton","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80304","","Central Halifax Children's Centres Group 2","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80306","","St Leonards","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80308","","East Lindsey Coastal","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80309","","St Ann's, Mapperley and Dales","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80311","","Christchurch","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80313","","Locality Torridge","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80316","","South Bournemouth Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80318","","Bestwood & Leen Valley","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80319","","South Holland","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80320","","AfC Broadland North East (Lots 13 and 17)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80321","","North West 1","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80323","","Cotswolds Locality","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80327","","Ladywood Locality","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80329","","South Kesteven (South)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80331","","Havant - East","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80332","","North Locality","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80333","","Central Bournemouth Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80334","","Green Oak","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80335","","South West Warwickshire group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80337","","Gosport","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80339","","Preston 1","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80340","","AfC City (Lot 2)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80341","","Slough Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80342","","Wyre 1","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80343","","Hyndburn 1","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80344","","Lincoln Central","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80345","","Lancaster 2","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80346","","Preston 2","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80347","","Handsworth Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80349","","Weymouth & Portland","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80350","","Locality 2 Exeter","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80351","","Hartlepool Children's Centre Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80353","","NCH&C Thetford (Lot 35)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80354","","South Locality","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80355","","4C West (Lots 31 and 32)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80357","","Sevenoaks.","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80358","","South Kesteven North","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80361","","Locality 11 Teign Bridge","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80362","","Locality 9 Teignbridge","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80363","","Elmbridge Borough Council","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80365","","New Forest - West / Rural","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80366","","Melton Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80367","","Yellow","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80368","","West Lancs 2","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80371","","New Forest - East / Waterside","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80374","","Arun","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80375","","Wembley Cluster 1","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80376","","Eastleigh - Southern Parishes","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80377","","South West","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80378","","Upper Valley Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80384","","East Hampshire","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80385","","Locality 8 Mid Devon","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80387","","AfC West (Lots 26 and 29)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80390","","Wychavon Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80391","","Purbeck","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80392","","Widnes-Warrington Rd/Kingsway","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80393","","South Ribble","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80395","","Lower Valley Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80397","","West Lindsey Rural","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80400","","Bath East","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80402","","Cheltenham Locality","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80408","","Wychall Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80409","","Willesden Locality","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80410","","North","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80411","","Kingshurst","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80412","","North Wiltshire","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80413","","Chester Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80415","","Northwich Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80416","","Ellesmere Port Group 2","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80417","","Winsford Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80420","","Belfield, Littleborough and Heybrook Children Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80421","","Derby Street and Woodland Children Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80422","","Howard Street, Meanwood and Norden Children Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80423","","Langley, Boarshaw, Hollin and Kirkway Children Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80424","","Newbold and Moorhouse Children Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80425","","Sandbrook and Castleton Children Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80435","","Birkenhead","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80439","","Wallasey","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80504","","Huyton","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80507","","Kirkby","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80588","","North Lowestoft","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80589","","Keynsham & Chew Valley","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80598","","Maidenhead Hub","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80599","","Datchet/Windsor Hub","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80601","","Hebburn Jarrow (EECC, J & P)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80602","","East Shields (HH,R & WM)","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80604","","Bermondsey and Rotherhithe","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80605","","Borough, Bankside and Walworth","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80606","","Nunhead and Peckham Rye","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80607","","Cambridge City (North) Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80609","","Oldbury Cluster","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80610","","Rowley Regis Cluster","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80611","","Smethwick Cluster","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80612","","Tipton Cluster","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80613","","Wednesbury Cluster","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80614","","West Bromwich North Cluster","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80615","","West Bromwich South Cluster","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80626","","Burnley","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80627","","Hyndburn 2","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80632","","Haverhill","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80633","","Thurston & High Suffolk","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80634","","West Ipswich","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80635","","East","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80637","","Central","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80638","","West","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80639","","Redditch Group","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80640","","Ollerton and Trent","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80641","","South Reading Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80642","","West Central Reading Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80643","","West Reading Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80644","","Isle","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80645","","North Reading Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80647","","Malden's & Coombe","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80648","","North Kingston & Kingston Town","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80649","","South of the Borough","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80650","","Surbiton & Tolworth","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80651","","South Cambridgeshire (North) Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80652","","Mid Hunts Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80653","","St Neots Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
"80654","","South Fenland Children's Centres","","08","Children's Centres Group","","OPEN","Open","","","","","Not recorded","","","",""
