URN,COHORT,OVERALL,FEC,INDEP,OTHERFE,SSF,SFC,SPI,AP_PRU,SPECIAL,APPREN,HE,COMBO,KNOWN,UNKNOWN,OVERALLPER,FECPER,INDEPPER,OTHERFEPER,SSFPER,SFCPER,SPIPER,AP_PRUPER,SPECIALPER,APPRENPER,HEPER,COMBOPER,KNOWNPER,UNKNOWNPER
138481,110 ,80 ,35 ,0 ,5 ,45 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,15 ,10 ,77%,33%,0%,3%,41%,0%,0%,0%,0%,6%,0%,0%,12%,11%
137981,400 ,340 ,105 ,0 ,15 ,215 ,10 ,0 ,0 ,0 ,25 ,0 ,SUPP,35 ,20 ,87%,27%,0%,4%,54%,2%,0%,0%,0%,7%,0%,SUPP,8%,5%
137158,210 ,190 ,110 ,0 ,10 ,65 ,SUPP,0 ,0 ,5 ,15 ,0 ,0 ,15 ,10 ,87%,51%,0%,4%,30%,SUPP,0%,0%,1%,6%,0%,0%,8%,6%
122830,180 ,150 ,70 ,0 ,5 ,75 ,0 ,0 ,0 ,SUPP,15 ,0 ,SUPP,20 ,10 ,86%,38%,0%,4%,42%,0%,0%,0%,SUPP,8%,0%,SUPP,10%,4%
137857,180 ,130 ,65 ,0 ,10 ,55 ,SUPP,0 ,0 ,0 ,15 ,0 ,0 ,15 ,25 ,76%,38%,0%,6%,31%,SUPP,0%,0%,0%,8%,0%,0%,9%,15%
136361,220 ,170 ,75 ,0 ,10 ,75 ,10 ,0 ,0 ,0 ,20 ,0 ,0 ,20 ,20 ,80%,35%,0%,4%,35%,6%,0%,0%,0%,8%,0%,0%,10%,10%
137536,280 ,240 ,85 ,0 ,15 ,135 ,5 ,0 ,0 ,5 ,15 ,0 ,0 ,15 ,15 ,88%,30%,0%,5%,49%,2%,0%,0%,1%,6%,0%,0%,6%,6%
136627,210 ,180 ,70 ,SUPP,5 ,90 ,5 ,0 ,0 ,SUPP,10 ,0 ,SUPP,20 ,15 ,84%,33%,SUPP,3%,44%,2%,0%,0%,SUPP,5%,0%,SUPP,9%,7%
138832,220 ,180 ,50 ,0 ,5 ,75 ,45 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,25 ,82%,24%,0%,3%,35%,21%,0%,0%,0%,4%,0%,0%,6%,12%
138837,110 ,90 ,50 ,0 ,5 ,25 ,5 ,0 ,0 ,SUPP,10 ,0 ,SUPP,5 ,10 ,85%,47%,0%,5%,25%,5%,0%,0%,SUPP,10%,0%,SUPP,5%,11%
122854,170 ,150 ,50 ,0 ,5 ,75 ,15 ,0 ,0 ,SUPP,10 ,0 ,0 ,15 ,5 ,88%,30%,0%,3%,45%,10%,0%,0%,SUPP,5%,0%,0%,8%,4%
122855,140 ,120 ,45 ,0 ,5 ,50 ,15 ,0 ,0 ,0 ,10 ,0 ,SUPP,10 ,10 ,85%,32%,0%,3%,38%,10%,0%,0%,0%,8%,0%,SUPP,8%,7%
138641,250 ,210 ,75 ,0 ,15 ,75 ,40 ,0 ,0 ,0 ,25 ,0 ,0 ,25 ,15 ,83%,31%,0%,6%,31%,15%,0%,0%,0%,9%,0%,0%,10%,6%
122857,130,100,55,0,10,5,35,0,0,SUPP,10,0,0,15,15,77%,40%,0%,7%,4%,26%,0%,0%,SUPP,8%,0%,0%,11%,11%
136628,240,230,60,0,5,155,10,0,0,0,5,0,0,10,SUPP,95%,24%,0%,1%,66%,3%,0%,0%,0%,3%,0%,0%,4%,SUPP
138482,220 ,210 ,75 ,0 ,SUPP,125 ,5 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,SUPP,96%,35%,0%,SUPP,57%,3%,0%,0%,0%,2%,0%,0%,4%,SUPP
136878,220 ,190 ,45 ,0 ,5 ,140 ,5 ,0 ,0 ,0 ,10 ,0 ,SUPP,20 ,15 ,86%,19%,0%,2%,63%,2%,0%,0%,0%,5%,0%,SUPP,8%,6%
137628,200 ,180 ,80 ,SUPP,5 ,85 ,10 ,0 ,0 ,0 ,5 ,0 ,0 ,20 ,10 ,87%,39%,SUPP,1%,41%,4%,0%,0%,0%,1%,0%,0%,9%,4%
122867,190 ,170 ,80 ,0 ,10 ,55 ,25 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,10 ,88%,42%,0%,6%,28%,13%,0%,0%,0%,6%,0%,0%,8%,4%
138964,190 ,160 ,60 ,SUPP,5 ,100 ,SUPP,0 ,0 ,0 ,10 ,SUPP,0 ,10 ,15 ,87%,31%,SUPP,2%,52%,SUPP,0%,0%,0%,4%,SUPP,0%,6%,7%
137319,220 ,190 ,55 ,0 ,10 ,125 ,0 ,0 ,0 ,0 ,15 ,0 ,SUPP,20 ,15 ,84%,24%,0%,4%,56%,0%,0%,0%,0%,7%,0%,SUPP,9%,8%
138191,170 ,150 ,65 ,0 ,SUPP,80 ,0 ,SUPP,0 ,0 ,10 ,0 ,SUPP,15 ,5 ,89%,38%,0%,SUPP,49%,0%,SUPP,0%,0%,5%,0%,SUPP,9%,2%
138076,200 ,160 ,70 ,SUPP,5 ,85 ,SUPP,0 ,0 ,0 ,5 ,0 ,0 ,20 ,20 ,81%,34%,SUPP,4%,43%,SUPP,0%,0%,0%,4%,0%,0%,10%,9%
137763,260 ,240 ,105 ,0 ,10 ,110 ,5 ,0 ,0 ,SUPP,10 ,0 ,0 ,15 ,15 ,89%,40%,0%,5%,41%,2%,0%,0%,SUPP,4%,0%,0%,5%,6%
137409,170 ,150 ,40 ,0 ,5 ,95 ,10 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,5 ,91%,25%,0%,3%,57%,6%,0%,0%,0%,4%,0%,0%,5%,4%
137159,210 ,180 ,90 ,SUPP,5 ,55 ,30 ,0 ,0 ,0 ,5 ,0 ,SUPP,20 ,10 ,87%,43%,SUPP,1%,26%,15%,0%,0%,0%,3%,0%,SUPP,9%,4%
122898,240,210,45,0,5,160,5,0,0,SUPP,SUPP,0,0,15,10,90%,20%,0%,2%,66%,1%,0%,0%,SUPP,SUPP,0%,0%,6%,4%
138810,140 ,130 ,50 ,0 ,SUPP,60 ,15 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,5 ,89%,37%,0%,SUPP,42%,10%,0%,0%,0%,6%,0%,0%,6%,4%
122900,170,150,40,SUPP,SUPP,105,5,0,0,0,5,0,SUPP,15,5,89%,25%,SUPP,SUPP,60%,2%,0%,0%,0%,4%,0%,SUPP,8%,2%
136291,220 ,190 ,60 ,0 ,5 ,105 ,20 ,0 ,0 ,0 ,15 ,0 ,0 ,20 ,10 ,86%,27%,0%,3%,48%,8%,0%,0%,0%,6%,0%,0%,9%,5%
138661,10 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,100%,30%,0%,0%,0%,0%,0%,0%,70%,0%,0%,0%,0%,0%
135583,120 ,100 ,50 ,0 ,5 ,40 ,SUPP,0 ,0 ,5 ,5 ,0 ,0 ,10 ,10 ,82%,42%,0%,3%,34%,SUPP,0%,0%,3%,6%,0%,0%,8%,9%
122947,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
122948,20,10,SUPP,0,SUPP,10,0,0,0,SUPP,SUPP,0,SUPP,0,SUPP,93%,SUPP,0%,SUPP,53%,0%,0%,0%,SUPP,SUPP,0%,SUPP,0%,SUPP
122949,10,10,5,0,SUPP,0,0,SUPP,0,5,0,0,0,SUPP,SUPP,83%,25%,0%,SUPP,0%,0%,SUPP,0%,42%,0%,0%,0%,SUPP,SUPP
122952,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
122953,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
122955,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,0 ,0 ,SUPP,0 ,95%,0%,0%,0%,0%,0%,0%,0%,95%,0%,0%,0%,SUPP,0%
122956,10,10,SUPP,0,0,0,0,0,0,5,0,0,0,0,0,100%,SUPP,0%,0%,0%,0%,0%,0%,78%,0%,0%,0%,0%,0%
122957,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
122961,10 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,SUPP,0 ,83%,25%,0%,0%,0%,0%,0%,0%,58%,0%,0%,0%,SUPP,0%
130996,10 ,10 ,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,100%,SUPP,0%,0%,0%,0%,0%,0%,92%,0%,0%,0%,0%,0%
122828,250,190,150,0,5,10,30,0,0,0,15,0,0,40,15,78%,59%,0%,3%,4%,12%,0%,0%,0%,7%,0%,0%,16%,6%
122835,200 ,160 ,145 ,0 ,5 ,SUPP,10 ,0 ,0 ,0 ,5 ,0 ,0 ,35 ,10 ,79%,73%,0%,2%,SUPP,4%,0%,0%,0%,3%,0%,0%,17%,5%
136724,190,170,60,SUPP,5,5,100,0,0,0,5,0,0,10,5,91%,32%,SUPP,2%,3%,53%,0%,0%,0%,3%,0%,0%,6%,3%
122844,150 ,120 ,100 ,0 ,5 ,0 ,10 ,0 ,0 ,0 ,10 ,0 ,SUPP,20 ,10 ,80%,69%,0%,2%,0%,8%,0%,0%,0%,6%,0%,SUPP,14%,6%
133256,130 ,90 ,70 ,0 ,5 ,SUPP,5 ,0 ,0 ,SUPP,5 ,0 ,0 ,30 ,10 ,68%,57%,0%,6%,SUPP,4%,0%,0%,SUPP,3%,0%,0%,23%,9%
139765,160 ,140 ,60 ,SUPP,5 ,50 ,20 ,0 ,0 ,0 ,5 ,0 ,0 ,15 ,10 ,85%,37%,SUPP,2%,32%,14%,0%,0%,0%,4%,0%,0%,9%,6%
137798,300 ,270 ,65 ,SUPP,5 ,135 ,70 ,SUPP,0 ,0 ,10 ,0 ,0 ,15 ,15 ,90%,21%,SUPP,1%,45%,22%,SUPP,0%,0%,3%,0%,0%,5%,5%
138341,180 ,160 ,30 ,0 ,5 ,125 ,5 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,10 ,91%,16%,0%,3%,69%,3%,0%,0%,0%,5%,0%,0%,4%,4%
134253,250 ,210 ,95 ,0 ,5 ,95 ,20 ,0 ,0 ,0 ,10 ,0 ,SUPP,25 ,15 ,85%,38%,0%,1%,38%,7%,0%,0%,0%,3%,0%,SUPP,10%,5%
135761,80,50,20,0,5,25,0,0,0,0,SUPP,0,0,20,10,62%,26%,0%,4%,32%,0%,0%,0%,0%,SUPP,0%,0%,25%,13%
135881,290 ,220 ,80 ,SUPP,5 ,115 ,15 ,0 ,0 ,0 ,10 ,0 ,SUPP,50 ,25 ,75%,27%,SUPP,1%,40%,6%,0%,0%,0%,3%,0%,SUPP,17%,8%
135685,150 ,100 ,65 ,0 ,5 ,20 ,10 ,SUPP,0 ,0 ,10 ,0 ,0 ,30 ,20 ,67%,43%,0%,4%,13%,5%,SUPP,0%,0%,7%,0%,0%,21%,12%
137915,10 ,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPP,0 ,92%,92%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,SUPP,0%
122962,10 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPP,0 ,0 ,0 ,0 ,SUPP,89%,78%,0%,0%,0%,0%,0%,0%,SUPP,0%,0%,0%,0%,SUPP
122964,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPP,10 ,0 ,0 ,0 ,0 ,0 ,100%,0%,0%,0%,0%,0%,0%,SUPP,90%,0%,0%,0%,0%,0%
122966,10 ,SUPP,SUPP,0 ,0 ,0 ,0 ,0 ,SUPP,0 ,0 ,0 ,0 ,5 ,SUPP,SUPP,SUPP,0%,0%,0%,0%,0%,SUPP,0%,0%,0%,0%,43%,SUPP
134889,10 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPP,0 ,0 ,0 ,0 ,0 ,100%,78%,0%,0%,0%,0%,0%,0%,SUPP,0%,0%,0%,0%,0%
135573,10 ,10 ,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,SUPP,89%,SUPP,0%,0%,0%,0%,0%,0%,67%,0%,0%,0%,0%,SUPP
138216,160 ,150 ,45 ,0 ,0 ,0 ,105 ,0 ,0 ,0 ,SUPP,0 ,0 ,5 ,5 ,94%,28%,0%,0%,0%,66%,0%,0%,0%,SUPP,0%,0%,4%,2%
123564,110 ,80 ,20 ,0 ,SUPP,15 ,40 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,15 ,76%,20%,0%,SUPP,15%,40%,0%,0%,0%,3%,0%,0%,8%,16%
139455,150 ,120 ,50 ,0 ,5 ,0 ,65 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,10 ,82%,35%,0%,3%,0%,45%,0%,0%,0%,6%,0%,0%,9%,8%
139102,110 ,90 ,30 ,5 ,5 ,5 ,40 ,0 ,0 ,0 ,5 ,0 ,0 ,5 ,20 ,77%,29%,3%,5%,5%,34%,0%,0%,0%,4%,0%,0%,6%,17%
139769,160 ,150 ,50 ,0 ,5 ,65 ,30 ,0 ,0 ,0 ,10 ,0 ,SUPP,10 ,5 ,90%,29%,0%,2%,39%,20%,0%,0%,0%,6%,0%,SUPP,6%,4%
123568,210,190,70,0,10,70,40,0,0,0,15,0,SUPP,10,10,90%,33%,0%,5%,34%,18%,0%,0%,0%,6%,0%,SUPP,6%,4%
139464,90 ,70 ,45 ,0 ,SUPP,0 ,25 ,0 ,0 ,0 ,5 ,0 ,0 ,15 ,10 ,73%,47%,0%,SUPP,0%,24%,0%,0%,0%,3%,0%,0%,14%,13%
123570,160 ,130 ,65 ,SUPP,5 ,0 ,65 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,10 ,84%,40%,SUPP,4%,0%,40%,0%,0%,0%,5%,0%,0%,9%,7%
123573,190 ,160 ,50 ,0 ,5 ,0 ,105 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,10 ,85%,26%,0%,2%,0%,58%,0%,0%,0%,5%,0%,0%,9%,5%
123575,70,30,20,0,SUPP,0,SUPP,0,0,0,5,0,0,10,35,34%,30%,0%,SUPP,0%,SUPP,0%,0%,0%,4%,0%,0%,16%,50%
123577,120 ,100 ,50 ,SUPP,5 ,SUPP,45 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,5 ,85%,41%,SUPP,5%,SUPP,37%,0%,0%,0%,4%,0%,0%,10%,5%
123578,110 ,100 ,35 ,0 ,SUPP,5 ,55 ,0 ,0 ,0 ,5 ,SUPP,0 ,10 ,5 ,87%,29%,0%,SUPP,6%,49%,0%,0%,0%,4%,SUPP,0%,9%,4%
123580,180 ,150 ,70 ,SUPP,10 ,65 ,5 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,15 ,85%,39%,SUPP,7%,36%,2%,0%,0%,0%,5%,0%,0%,8%,7%
123583,140 ,120 ,55 ,SUPP,5 ,55 ,5 ,0 ,0 ,0 ,5 ,0 ,SUPP,15 ,5 ,87%,40%,SUPP,3%,40%,2%,0%,0%,0%,2%,0%,SUPP,9%,4%
136979,260 ,150 ,110 ,SUPP,10 ,0 ,25 ,0 ,0 ,0 ,10 ,0 ,0 ,40 ,65 ,59%,43%,SUPP,5%,0%,11%,0%,0%,0%,3%,0%,0%,16%,25%
139143,170 ,150 ,50 ,0 ,10 ,70 ,25 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,10 ,89%,29%,0%,5%,42%,14%,0%,0%,0%,5%,0%,0%,6%,5%
123587,150 ,130 ,35 ,0 ,15 ,SUPP,75 ,0 ,0 ,0 ,10 ,0 ,SUPP,10 ,10 ,84%,25%,0%,9%,SUPP,49%,0%,0%,0%,6%,0%,SUPP,8%,8%
123588,120,90,20,0,5,65,0,0,0,0,10,0,SUPP,15,10,79%,18%,0%,5%,55%,0%,0%,0%,0%,8%,0%,SUPP,13%,8%
123589,200,180,40,SUPP,SUPP,130,5,0,0,0,5,0,SUPP,10,15,88%,19%,SUPP,SUPP,65%,3%,0%,0%,0%,1%,0%,SUPP,6%,6%
137336,150 ,140 ,50 ,5 ,5 ,SUPP,75 ,0 ,0 ,0 ,10 ,0 ,0 ,5 ,5 ,92%,33%,3%,3%,SUPP,53%,0%,0%,0%,6%,0%,0%,5%,3%
123630,10 ,3 ,SUPP,0 ,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,SUPP,43%,SUPP,0%,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,43%,SUPP
140531,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,0 ,0 ,0 ,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
136516,50 ,50 ,0 ,0 ,0 ,50 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPP,98%,0%,0%,0%,93%,6%,0%,0%,0%,0%,0%,0%,0%,SUPP
139450,180 ,140 ,55 ,0 ,10 ,10 ,60 ,0 ,0 ,0 ,10 ,0 ,0 ,30 ,10 ,77%,31%,0%,6%,6%,34%,0%,0%,0%,7%,0%,0%,17%,6%
123574,220,200,100,0,10,45,50,0,0,0,20,0,0,10,10,91%,44%,0%,4%,20%,22%,0%,0%,0%,8%,0%,0%,4%,4%
139766,180 ,140 ,55 ,0 ,10 ,10 ,65 ,0 ,0 ,0 ,15 ,0 ,0 ,25 ,15 ,78%,32%,0%,6%,4%,35%,0%,0%,0%,7%,0%,0%,14%,8%
139536,120 ,90 ,70 ,0 ,SUPP,5 ,20 ,0 ,0 ,0 ,SUPP,0 ,0 ,10 ,10 ,80%,58%,0%,SUPP,4%,17%,0%,0%,0%,SUPP,0%,0%,10%,9%
139451,60 ,40 ,20 ,0 ,5 ,0 ,15 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,10 ,67%,32%,0%,7%,0%,28%,0%,0%,0%,7%,0%,0%,19%,14%
133708,160 ,140 ,75 ,0 ,10 ,5 ,50 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,10 ,85%,47%,0%,5%,2%,31%,0%,0%,0%,6%,0%,0%,10%,5%
137446,100 ,100 ,SUPP,5 ,0 ,85 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPP,98%,SUPP,3%,0%,85%,8%,0%,0%,0%,0%,0%,0%,0%,SUPP
123595,140 ,130 ,45 ,0 ,10 ,15 ,55 ,0 ,0 ,0 ,5 ,0 ,0 ,5 ,10 ,89%,32%,0%,8%,9%,40%,0%,0%,0%,5%,0%,0%,5%,6%
123597,230,210,60,SUPP,10,20,120,0,0,0,15,0,0,15,5,91%,26%,SUPP,4%,8%,52%,0%,0%,0%,6%,0%,0%,6%,2%
123598,120 ,100 ,30 ,0 ,5 ,30 ,35 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,SUPP,89%,28%,0%,5%,26%,30%,0%,0%,0%,6%,0%,0%,9%,SUPP
123627,170,150,5,0,SUPP,135,10,0,0,0,5,0,0,5,10,92%,4%,0%,SUPP,82%,5%,0%,0%,0%,2%,0%,0%,4%,5%
135149,150,120,35,0,5,60,10,0,SUPP,0,10,0,5,20,5,82%,24%,0%,5%,42%,7%,0%,SUPP,0%,5%,0%,3%,14%,4%
135582,120 ,100 ,30 ,0 ,5 ,35 ,25 ,0 ,0 ,0 ,SUPP,0 ,0 ,20 ,5 ,80%,26%,0%,5%,28%,21%,0%,0%,0%,SUPP,0%,0%,15%,5%
123631,30,30,25,0,0,0,0,0,0,SUPP,0,0,0,SUPP,SUPP,88%,84%,0%,0%,0%,0%,0%,0%,SUPP,0%,0%,0%,SUPP,SUPP
123635,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
132122,10 ,10 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,SUPP,45%,0%,0%,45%,0%,0%,0%,0%,0%,0%,0%,0%,45%,SUPP
111402,210 ,190 ,55 ,0 ,10 ,115 ,SUPP,0 ,0 ,0 ,5 ,0 ,SUPP,15 ,10 ,89%,27%,0%,5%,56%,SUPP,0%,0%,0%,2%,0%,SUPP,7%,4%
140108,230 ,210 ,100 ,SUPP,5 ,95 ,5 ,0 ,0 ,0 ,10 ,0 ,SUPP,10 ,5 ,93%,45%,SUPP,2%,42%,3%,0%,0%,0%,5%,0%,SUPP,4%,3%
136340,210 ,200 ,40 ,SUPP,0 ,150 ,10 ,0 ,0 ,0 ,5 ,0 ,0 ,5 ,5 ,95%,19%,SUPP,0%,71%,5%,0%,0%,0%,1%,0%,0%,3%,1%
111410,140 ,130 ,80 ,0 ,5 ,0 ,45 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,5 ,91%,56%,0%,4%,0%,31%,0%,0%,0%,6%,0%,0%,7%,2%
111417,130 ,110 ,100 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,10 ,84%,76%,0%,8%,0%,0%,0%,0%,0%,8%,0%,0%,8%,8%
111419,210 ,190 ,75 ,0 ,10 ,105 ,SUPP,0 ,SUPP,0 ,10 ,0 ,SUPP,10 ,10 ,91%,36%,0%,4%,50%,SUPP,0%,SUPP,0%,6%,0%,SUPP,5%,4%
111420,160 ,140 ,125 ,0 ,10 ,SUPP,SUPP,0 ,0 ,0 ,10 ,0 ,0 ,20 ,5 ,86%,77%,0%,7%,SUPP,SUPP,0%,0%,0%,6%,0%,0%,12%,2%
138002,230 ,200 ,80 ,0 ,SUPP,95 ,25 ,0 ,0 ,SUPP,5 ,0 ,0 ,10 ,10 ,89%,36%,0%,SUPP,43%,10%,0%,0%,SUPP,2%,0%,0%,5%,5%
137449,200 ,180 ,35 ,0 ,5 ,110 ,35 ,0 ,0 ,0 ,10 ,0 ,SUPP,5 ,5 ,94%,17%,0%,2%,57%,18%,0%,0%,0%,4%,0%,SUPP,3%,3%
111436,250 ,240 ,40 ,0 ,10 ,150 ,35 ,0 ,0 ,0 ,15 ,0 ,0 ,10 ,SUPP,96%,16%,0%,4%,62%,14%,0%,0%,0%,5%,0%,0%,3%,SUPP
136279,210,180,70,SUPP,5,105,0,0,0,0,10,0,0,10,20,86%,33%,SUPP,2%,51%,0%,0%,0%,0%,4%,0%,0%,5%,9%
111442,150 ,130 ,115 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,10 ,84%,76%,0%,8%,0%,0%,0%,0%,0%,7%,0%,0%,10%,5%
111443,290 ,250 ,60 ,SUPP,5 ,165 ,10 ,0 ,SUPP,0 ,10 ,0 ,SUPP,25 ,15 ,86%,21%,SUPP,2%,58%,4%,0%,SUPP,0%,3%,0%,SUPP,8%,6%
136655,180,150,50,0,5,85,10,0,0,0,5,0,0,20,15,80%,27%,0%,2%,47%,4%,0%,0%,0%,3%,0%,0%,11%,9%
138662,160 ,140 ,50 ,SUPP,10 ,70 ,10 ,0 ,0 ,0 ,10 ,0 ,SUPP,15 ,5 ,89%,31%,SUPP,6%,44%,6%,0%,0%,0%,8%,0%,SUPP,9%,3%
139764,120 ,110 ,95 ,SUPP,5 ,5 ,SUPP,0 ,0 ,0 ,5 ,0 ,0 ,10 ,SUPP,91%,79%,SUPP,4%,6%,SUPP,0%,0%,0%,3%,0%,0%,8%,SUPP
139139,180 ,160 ,50 ,SUPP,5 ,95 ,10 ,0 ,0 ,0 ,5 ,0 ,SUPP,15 ,5 ,89%,29%,SUPP,2%,52%,4%,0%,0%,0%,3%,0%,SUPP,7%,3%
136278,240 ,210 ,70 ,0 ,5 ,135 ,SUPP,0 ,SUPP,0 ,10 ,0 ,SUPP,20 ,5 ,90%,29%,0%,3%,57%,SUPP,0%,SUPP,0%,5%,0%,SUPP,8%,3%
111499,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
111507,10,10,0,0,0,0,0,0,0,5,0,0,0,0,0,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
111508,10 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPP,0 ,0 ,0 ,0 ,0 ,100%,86%,0%,0%,0%,0%,0%,0%,SUPP,0%,0%,0%,0%,0%
140457,10 ,10 ,5 ,0 ,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPP,0 ,83%,67%,0%,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,SUPP,0%
131733,10 ,SUPP,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,5 ,SUPP,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,38%
111396,110,50,35,5,10,SUPP,SUPP,0,0,0,5,0,0,15,45,47%,33%,4%,8%,SUPP,SUPP,0%,0%,0%,3%,0%,0%,13%,40%
111397,140 ,100 ,20 ,0 ,SUPP,80 ,0 ,0 ,0 ,0 ,SUPP,0 ,0 ,15 ,25 ,72%,16%,0%,SUPP,57%,0%,0%,0%,0%,SUPP,0%,0%,12%,17%
138318,250 ,230 ,40 ,0 ,5 ,175 ,SUPP,0 ,0 ,SUPP,10 ,0 ,0 ,15 ,10 ,90%,16%,0%,3%,70%,SUPP,0%,0%,SUPP,5%,0%,0%,6%,5%
111414,210 ,190 ,70 ,0 ,10 ,SUPP,105 ,0 ,0 ,0 ,20 ,0 ,SUPP,15 ,5 ,90%,34%,0%,4%,SUPP,51%,0%,0%,0%,9%,0%,SUPP,7%,2%
138743,170 ,150 ,70 ,0 ,SUPP,0 ,75 ,0 ,0 ,0 ,10 ,SUPP,SUPP,10 ,5 ,90%,43%,0%,SUPP,0%,45%,0%,0%,0%,5%,SUPP,SUPP,7%,4%
138483,190 ,170 ,55 ,0 ,SUPP,95 ,20 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,5 ,90%,28%,0%,SUPP,50%,11%,0%,0%,0%,4%,0%,0%,6%,4%
136645,200 ,190 ,45 ,5 ,5 ,125 ,5 ,0 ,0 ,0 ,15 ,0 ,0 ,5 ,5 ,94%,23%,2%,3%,63%,4%,0%,0%,0%,7%,0%,0%,4%,3%
111422,280 ,240 ,85 ,SUPP,5 ,145 ,5 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,25 ,86%,30%,SUPP,2%,52%,1%,0%,0%,0%,4%,0%,0%,5%,9%
111424,160 ,130 ,30 ,SUPP,5 ,85 ,5 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,15 ,84%,20%,SUPP,3%,56%,4%,0%,0%,0%,5%,0%,0%,6%,10%
111429,270,240,100,SUPP,15,130,0,0,0,0,25,0,SUPP,15,5,91%,37%,SUPP,6%,48%,0%,0%,0%,0%,9%,0%,SUPP,6%,2%
