URN,COHORT,OVERALL,FEC,INDEP,OTHERFE,SSF,SFC,SPI,AP_PRU,SPECIAL,APPREN,HE,COMBO,KNOWN,UNKNOWN,OVERALLPER,FECPER,INDEPPER,OTHERFEPER,SSFPER,SFCPER,SPIPER,AP_PRUPER,SPECIALPER,APPRENPER,HEPER,COMBOPER,KNOWNPER,UNKNOWNPER
131692,10,SUPP,SUPP,0,0,0,0,0,0,0,0,0,0,5,SUPP,SUPP,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,70%,SUPP
105354,180 ,160 ,105 ,0 ,5 ,0 ,50 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,10 ,88%,58%,0%,3%,0%,27%,0%,0%,0%,4%,0%,0%,8%,4%
134195,40,30,20,0,SUPP,15,0,0,0,0,0,SUPP,0,SUPP,15,64%,45%,0%,SUPP,31%,0%,0%,0%,0%,0%,SUPP,0%,SUPP,33%
105355,150 ,120 ,85 ,0 ,10 ,0 ,25 ,0 ,0 ,0 ,10 ,0 ,0 ,20 ,10 ,80%,57%,0%,7%,0%,17%,0%,0%,0%,7%,0%,0%,12%,8%
105357,180 ,170 ,125 ,0 ,0 ,5 ,35 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,5 ,91%,68%,0%,0%,2%,20%,0%,0%,0%,2%,0%,0%,7%,3%
105358,160 ,140 ,85 ,0 ,5 ,SUPP,40 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,10 ,88%,55%,0%,4%,SUPP,27%,0%,0%,0%,5%,0%,0%,7%,5%
105360,170 ,150 ,100 ,0 ,5 ,SUPP,45 ,0 ,0 ,0 ,5 ,0 ,0 ,15 ,5 ,86%,57%,0%,3%,SUPP,25%,0%,0%,0%,3%,0%,0%,10%,4%
105361,190 ,170 ,70 ,0 ,SUPP,5 ,90 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,5 ,88%,37%,0%,SUPP,2%,47%,0%,0%,0%,5%,0%,0%,9%,4%
105362,150 ,130 ,95 ,0 ,5 ,5 ,25 ,0 ,0 ,0 ,5 ,0 ,0 ,20 ,5 ,84%,62%,0%,3%,2%,18%,0%,0%,0%,3%,0%,0%,13%,3%
105363,150 ,140 ,95 ,0 ,5 ,5 ,30 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,5 ,90%,63%,0%,5%,2%,20%,0%,0%,0%,5%,0%,0%,6%,4%
105364,120 ,90 ,75 ,0 ,5 ,0 ,5 ,0 ,0 ,0 ,SUPP,0 ,0 ,25 ,5 ,74%,63%,0%,5%,0%,6%,0%,0%,0%,SUPP,0%,0%,21%,5%
105365,160 ,140 ,65 ,0 ,5 ,SUPP,70 ,0 ,0 ,0 ,10 ,0 ,SUPP,10 ,5 ,92%,41%,0%,4%,SUPP,46%,0%,0%,0%,6%,0%,SUPP,5%,3%
105366,210 ,190 ,35 ,0 ,SUPP,30 ,120 ,0 ,0 ,0 ,5 ,0 ,0 ,20 ,5 ,88%,15%,0%,SUPP,15%,56%,0%,0%,0%,2%,0%,0%,10%,2%
105367,210 ,190 ,70 ,SUPP,10 ,5 ,100 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,5 ,91%,35%,SUPP,4%,2%,50%,0%,0%,0%,5%,0%,0%,7%,2%
134361,100 ,90 ,75 ,0 ,10 ,SUPP,5 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,5 ,84%,70%,0%,8%,SUPP,5%,0%,0%,0%,9%,0%,0%,13%,4%
105378,20 ,20 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,SUPP,0 ,94%,56%,0%,0%,0%,0%,0%,0%,39%,0%,0%,0%,SUPP,0%
105556,300 ,250 ,70 ,0 ,10 ,140 ,35 ,0 ,0 ,0 ,10 ,0 ,0 ,30 ,10 ,86%,23%,0%,3%,48%,12%,0%,0%,0%,4%,0%,0%,10%,4%
105557,180 ,150 ,65 ,0 ,SUPP,5 ,80 ,0 ,0 ,0 ,SUPP,0 ,0 ,15 ,15 ,85%,37%,0%,SUPP,3%,44%,0%,0%,0%,SUPP,0%,0%,7%,8%
105558,260 ,230 ,95 ,0 ,5 ,70 ,60 ,0 ,0 ,5 ,5 ,0 ,0 ,20 ,10 ,88%,37%,0%,2%,26%,23%,0%,0%,1%,2%,0%,0%,7%,5%
105560,220 ,190 ,135 ,SUPP,SUPP,0 ,55 ,0 ,0 ,0 ,SUPP,0 ,0 ,20 ,15 ,86%,60%,SUPP,SUPP,0%,25%,0%,0%,0%,SUPP,0%,0%,8%,6%
105564,320 ,250 ,150 ,0 ,15 ,SUPP,85 ,0 ,0 ,0 ,20 ,0 ,0 ,45 ,25 ,78%,47%,0%,5%,SUPP,26%,0%,0%,0%,6%,0%,0%,13%,8%
105568,180 ,150 ,65 ,0 ,SUPP,30 ,55 ,0 ,0 ,0 ,SUPP,0 ,0 ,10 ,10 ,87%,38%,0%,SUPP,18%,31%,0%,0%,0%,SUPP,0%,0%,6%,7%
139148,300 ,260 ,180 ,SUPP,5 ,10 ,65 ,0 ,0 ,0 ,10 ,0 ,0 ,25 ,15 ,87%,60%,SUPP,2%,3%,22%,0%,0%,0%,3%,0%,0%,8%,4%
105571,170 ,130 ,70 ,SUPP,5 ,35 ,20 ,0 ,0 ,0 ,10 ,0 ,SUPP,30 ,15 ,76%,40%,SUPP,3%,20%,11%,0%,0%,0%,5%,0%,SUPP,16%,8%
105574,80 ,70 ,55 ,0 ,SUPP,SUPP,15 ,0 ,0 ,0 ,SUPP,0 ,0 ,5 ,5 ,88%,64%,0%,SUPP,SUPP,20%,0%,0%,0%,SUPP,0%,0%,8%,4%
105576,140,110,75,0,5,5,20,0,0,0,15,0,0,25,5,76%,54%,0%,4%,3%,14%,0%,0%,0%,9%,0%,0%,19%,5%
105577,220 ,200 ,135 ,SUPP,5 ,SUPP,55 ,0 ,0 ,0 ,15 ,0 ,0 ,15 ,SUPP,92%,62%,SUPP,3%,SUPP,26%,0%,0%,0%,6%,0%,0%,7%,SUPP
137801,250 ,230 ,135 ,0 ,SUPP,5 ,85 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,10 ,92%,55%,0%,SUPP,2%,34%,0%,0%,0%,4%,0%,0%,4%,3%
139456,150 ,110 ,80 ,0 ,10 ,5 ,15 ,0 ,0 ,0 ,15 ,0 ,0 ,35 ,10 ,72%,52%,0%,7%,2%,11%,0%,0%,0%,11%,0%,0%,22%,5%
105581,180 ,140 ,60 ,0 ,10 ,0 ,65 ,0 ,0 ,0 ,10 ,0 ,0 ,25 ,15 ,78%,35%,0%,5%,0%,38%,0%,0%,0%,6%,0%,0%,14%,8%
131880,170 ,140 ,100 ,0 ,5 ,SUPP,40 ,0 ,0 ,0 ,5 ,0 ,0 ,15 ,10 ,86%,58%,0%,4%,SUPP,23%,0%,0%,0%,4%,0%,0%,9%,5%
137309,120 ,120 ,10 ,0 ,SUPP,105 ,5 ,0 ,0 ,SUPP,SUPP,0 ,0 ,SUPP,SUPP,98%,8%,0%,SUPP,85%,2%,0%,0%,SUPP,SUPP,0%,0%,SUPP,SUPP
134224,170 ,130 ,85 ,SUPP,5 ,5 ,35 ,0 ,0 ,0 ,10 ,0 ,SUPP,25 ,5 ,81%,52%,SUPP,2%,3%,22%,0%,0%,0%,6%,0%,SUPP,15%,4%
135296,80 ,70 ,20 ,0 ,0 ,40 ,5 ,0 ,0 ,0 ,SUPP,0 ,SUPP,5 ,5 ,88%,28%,0%,0%,50%,9%,0%,0%,0%,SUPP,0%,SUPP,5%,7%
135874,120 ,90 ,25 ,0 ,15 ,25 ,15 ,0 ,0 ,0 ,20 ,0 ,SUPP,20 ,10 ,74%,23%,0%,15%,23%,12%,0%,0%,0%,16%,0%,SUPP,19%,8%
135875,80 ,60 ,25 ,0 ,5 ,25 ,5 ,0 ,0 ,0 ,5 ,0 ,0 ,15 ,5 ,72%,30%,0%,7%,29%,6%,0%,0%,0%,6%,0%,0%,20%,7%
135905,250,210,150,0,5,0,55,0,0,0,10,0,0,30,10,83%,60%,0%,2%,0%,22%,0%,0%,0%,5%,0%,0%,13%,4%
135909,120 ,90 ,70 ,0 ,10 ,0 ,SUPP,0 ,0 ,0 ,5 ,0 ,0 ,25 ,5 ,73%,62%,0%,9%,0%,SUPP,0%,0%,0%,5%,0%,0%,22%,5%
136174,140 ,110 ,85 ,0 ,SUPP,10 ,5 ,0 ,0 ,0 ,5 ,0 ,SUPP,25 ,10 ,76%,62%,0%,SUPP,9%,3%,0%,0%,0%,5%,0%,SUPP,17%,7%
105604,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
105611,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
105614,20 ,10 ,5 ,0 ,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,5 ,33%,27%,0%,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,47%,20%
138532,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,0 ,0 ,0 ,0 ,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
105622,10 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,100%,31%,0%,0%,0%,0%,0%,0%,69%,0%,0%,0%,0%,0%
105623,20 ,10 ,5 ,0 ,SUPP,SUPP,0 ,0 ,0 ,0 ,SUPP,0 ,0 ,5 ,5 ,41%,29%,0%,SUPP,SUPP,0%,0%,0%,0%,SUPP,0%,0%,35%,24%
132905,20 ,20 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,0 ,0 ,0 ,100%,35%,0%,0%,0%,0%,0%,0%,65%,0%,0%,0%,0%,0%
137039,190 ,160 ,75 ,0 ,10 ,SUPP,75 ,0 ,0 ,SUPP,5 ,0 ,0 ,25 ,10 ,83%,38%,0%,6%,SUPP,38%,0%,0%,SUPP,4%,0%,0%,12%,5%
105734,230 ,190 ,95 ,0 ,SUPP,10 ,85 ,0 ,0 ,SUPP,15 ,0 ,0 ,30 ,10 ,84%,42%,0%,SUPP,5%,36%,0%,0%,SUPP,6%,0%,0%,12%,3%
105735,290 ,240 ,145 ,0 ,10 ,SUPP,80 ,0 ,0 ,0 ,15 ,0 ,0 ,35 ,15 ,83%,51%,0%,3%,SUPP,28%,0%,0%,0%,5%,0%,0%,11%,6%
105736,250 ,230 ,70 ,SUPP,10 ,0 ,145 ,0 ,0 ,0 ,15 ,0 ,0 ,20 ,5 ,90%,28%,SUPP,4%,0%,57%,0%,0%,0%,5%,0%,0%,8%,2%
105737,270 ,240 ,80 ,0 ,10 ,80 ,70 ,0 ,0 ,0 ,15 ,0 ,0 ,20 ,5 ,91%,30%,0%,4%,30%,26%,0%,0%,0%,5%,0%,0%,7%,3%
105738,270 ,220 ,115 ,SUPP,5 ,10 ,85 ,0 ,0 ,0 ,10 ,0 ,0 ,35 ,15 ,82%,43%,SUPP,2%,4%,32%,0%,0%,0%,3%,0%,0%,14%,5%
137133,220 ,210 ,30 ,0 ,5 ,135 ,40 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,5 ,95%,13%,0%,1%,61%,18%,0%,0%,0%,3%,0%,0%,4%,1%
137294,210 ,200 ,45 ,0 ,5 ,125 ,25 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,0 ,95%,21%,0%,1%,60%,12%,0%,0%,0%,3%,0%,0%,5%,0%
136027,220 ,160 ,95 ,0 ,15 ,5 ,45 ,0 ,0 ,0 ,10 ,0 ,0 ,40 ,20 ,72%,43%,0%,6%,2%,21%,0%,0%,0%,5%,0%,0%,19%,9%
136115,150 ,130 ,45 ,0 ,10 ,SUPP,75 ,0 ,0 ,0 ,5 ,0 ,0 ,15 ,5 ,85%,29%,0%,5%,SUPP,50%,0%,0%,0%,2%,0%,0%,11%,4%
136148,320 ,260 ,115 ,SUPP,25 ,0 ,115 ,0 ,0 ,0 ,20 ,0 ,0 ,40 ,25 ,80%,36%,SUPP,7%,0%,37%,0%,0%,0%,6%,0%,0%,13%,7%
138697,30 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,0 ,0 ,SUPP,0 ,93%,0%,0%,0%,0%,0%,0%,0%,93%,0%,0%,0%,SUPP,0%
105834,280 ,230 ,185 ,0 ,15 ,SUPP,30 ,0 ,0 ,0 ,25 ,0 ,SUPP,35 ,10 ,82%,67%,0%,5%,SUPP,10%,0%,0%,0%,8%,0%,SUPP,13%,4%
105837,240 ,200 ,105 ,0 ,10 ,SUPP,85 ,0 ,0 ,SUPP,10 ,0 ,0 ,25 ,10 ,87%,45%,0%,4%,SUPP,37%,0%,0%,SUPP,3%,0%,0%,10%,3%
105839,180 ,160 ,100 ,SUPP,10 ,0 ,45 ,0 ,0 ,0 ,5 ,0 ,0 ,15 ,10 ,87%,55%,SUPP,4%,0%,26%,0%,0%,0%,2%,0%,0%,7%,6%
105840,240 ,220 ,120 ,SUPP,10 ,5 ,80 ,0 ,0 ,0 ,15 ,0 ,0 ,15 ,10 ,90%,49%,SUPP,5%,2%,34%,0%,0%,0%,5%,0%,0%,6%,4%
105842,200 ,170 ,105 ,0 ,10 ,10 ,45 ,0 ,0 ,0 ,15 ,0 ,0 ,25 ,10 ,83%,50%,0%,4%,6%,23%,0%,0%,0%,7%,0%,0%,13%,4%
105844,180 ,170 ,40 ,0 ,10 ,65 ,45 ,0 ,0 ,0 ,15 ,0 ,5 ,15 ,SUPP,90%,21%,0%,5%,36%,26%,0%,0%,0%,8%,0%,2%,9%,SUPP
105845,240 ,210 ,145 ,0 ,5 ,SUPP,60 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,5 ,90%,60%,0%,3%,SUPP,26%,0%,0%,0%,3%,0%,0%,7%,3%
131726,100 ,80 ,45 ,0 ,5 ,SUPP,35 ,0 ,0 ,0 ,5 ,0 ,0 ,15 ,SUPP,85%,45%,0%,3%,SUPP,35%,0%,0%,0%,4%,0%,0%,13%,SUPP
140055,180 ,140 ,70 ,0 ,5 ,SUPP,65 ,0 ,0 ,0 ,10 ,0 ,0 ,25 ,10 ,80%,41%,0%,2%,SUPP,37%,0%,0%,0%,5%,0%,0%,14%,6%
140091,230 ,200 ,80 ,0 ,5 ,5 ,105 ,0 ,0 ,0 ,15 ,0 ,0 ,25 ,10 ,85%,35%,0%,3%,3%,45%,0%,0%,0%,6%,0%,0%,10%,4%
135795,260 ,220 ,110 ,0 ,15 ,SUPP,95 ,0 ,0 ,SUPP,5 ,0 ,0 ,30 ,10 ,85%,42%,0%,5%,SUPP,37%,0%,0%,SUPP,2%,0%,0%,11%,4%
135313,80 ,60 ,25 ,0 ,SUPP,35 ,SUPP,0 ,SUPP,0 ,5 ,0 ,0 ,15 ,10 ,73%,29%,0%,SUPP,39%,SUPP,0%,SUPP,0%,4%,0%,0%,17%,11%
105861,20 ,10 ,5 ,0 ,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,SUPP,35%,29%,0%,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,53%,SUPP
135202,30 ,30 ,SUPP,0 ,SUPP,0 ,0 ,0 ,0 ,25 ,0 ,0 ,0 ,SUPP,SUPP,93%,SUPP,0%,SUPP,0%,0%,0%,0%,86%,0%,0%,0%,SUPP,SUPP
138698,40 ,30 ,30 ,SUPP,0 ,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,SUPP,82%,74%,SUPP,0%,SUPP,0%,0%,0%,0%,0%,0%,0%,15%,SUPP
105974,150 ,110 ,95 ,0 ,10 ,0 ,SUPP,0 ,0 ,0 ,15 ,0 ,0 ,25 ,10 ,74%,66%,0%,8%,0%,SUPP,0%,0%,0%,12%,0%,0%,18%,8%
105975,230 ,200 ,165 ,SUPP,10 ,0 ,25 ,0 ,0 ,0 ,20 ,0 ,0 ,20 ,5 ,88%,71%,SUPP,5%,0%,11%,0%,0%,0%,8%,0%,0%,9%,3%
105976,150 ,130 ,60 ,0 ,10 ,55 ,0 ,0 ,0 ,0 ,15 ,0 ,SUPP,20 ,10 ,82%,39%,0%,7%,35%,0%,0%,0%,0%,10%,0%,SUPP,12%,5%
105977,160 ,130 ,115 ,SUPP,10 ,SUPP,5 ,0 ,0 ,0 ,20 ,0 ,0 ,20 ,5 ,84%,73%,SUPP,6%,SUPP,3%,0%,0%,0%,13%,0%,0%,14%,3%
105982,160 ,120 ,110 ,0 ,5 ,5 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,25 ,15 ,76%,70%,0%,4%,2%,0%,0%,0%,0%,3%,0%,0%,16%,8%
136987,190 ,160 ,155 ,0 ,10 ,0 ,SUPP,0 ,0 ,0 ,15 ,0 ,0 ,20 ,5 ,89%,83%,0%,5%,0%,SUPP,0%,0%,0%,8%,0%,0%,10%,2%
133351,150 ,110 ,75 ,0 ,10 ,0 ,20 ,0 ,0 ,SUPP,5 ,0 ,0 ,30 ,10 ,73%,51%,0%,7%,0%,14%,0%,0%,SUPP,5%,0%,0%,19%,8%
105985,120 ,110 ,95 ,0 ,10 ,0 ,SUPP,0 ,0 ,0 ,10 ,0 ,0 ,10 ,5 ,87%,77%,0%,8%,0%,SUPP,0%,0%,0%,8%,0%,0%,10%,3%
105986,180 ,160 ,145 ,0 ,5 ,5 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,10 ,5 ,91%,84%,0%,4%,3%,0%,0%,0%,0%,5%,0%,0%,6%,3%
131512,110 ,90 ,80 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,15 ,10 ,79%,73%,0%,6%,0%,0%,0%,0%,0%,12%,0%,0%,13%,8%
105989,140 ,140 ,130 ,0 ,5 ,SUPP,SUPP,0 ,0 ,0 ,10 ,0 ,0 ,5 ,SUPP,94%,90%,0%,2%,SUPP,SUPP,0%,0%,0%,6%,0%,0%,5%,SUPP
135071,110 ,90 ,30 ,0 ,10 ,50 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,15 ,5 ,83%,28%,0%,8%,46%,0%,0%,0%,0%,3%,0%,0%,13%,5%
135661,100 ,90 ,80 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,5 ,87%,83%,0%,4%,0%,0%,0%,0%,0%,3%,0%,0%,10%,3%
138130,40 ,40 ,35 ,0 ,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPP,SUPP,95%,92%,0%,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,SUPP,SUPP
106010,10 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
106011,20 ,10 ,5 ,0 ,SUPP,0 ,0 ,0 ,0 ,0 ,SUPP,0 ,0 ,15 ,5 ,27%,18%,0%,SUPP,0%,0%,0%,0%,0%,SUPP,0%,0%,59%,14%
106133,240 ,220 ,95 ,0 ,SUPP,5 ,120 ,0 ,0 ,0 ,10 ,0 ,0 ,5 ,10 ,93%,40%,0%,SUPP,3%,50%,0%,0%,0%,4%,0%,0%,3%,4%
137885,260 ,210 ,80 ,0 ,25 ,SUPP,100 ,0 ,0 ,0 ,35 ,0 ,0 ,30 ,25 ,79%,31%,0%,9%,SUPP,38%,0%,0%,0%,14%,0%,0%,12%,9%
106135,190 ,150 ,55 ,0 ,10 ,0 ,90 ,0 ,0 ,0 ,10 ,0 ,0 ,25 ,15 ,79%,28%,0%,4%,0%,47%,0%,0%,0%,6%,0%,0%,12%,9%
106136,240,170,75,SUPP,15,0,75,0,SUPP,0,25,0,0,35,30,73%,32%,SUPP,7%,0%,33%,0%,SUPP,0%,11%,0%,0%,15%,12%
137923,230 ,210 ,70 ,SUPP,5 ,SUPP,130 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,15 ,88%,29%,SUPP,2%,SUPP,55%,0%,0%,0%,5%,0%,0%,6%,6%
106138,280 ,250 ,35 ,SUPP,15 ,SUPP,195 ,0 ,0 ,0 ,20 ,0 ,0 ,15 ,15 ,90%,12%,SUPP,5%,SUPP,72%,0%,0%,0%,8%,0%,0%,5%,5%
106139,270 ,240 ,45 ,5 ,SUPP,40 ,145 ,0 ,0 ,0 ,10 ,0 ,SUPP,15 ,10 ,91%,17%,3%,SUPP,15%,55%,0%,0%,0%,4%,0%,SUPP,5%,4%
137843,230 ,210 ,55 ,SUPP,10 ,10 ,130 ,0 ,0 ,0 ,25 ,0 ,0 ,15 ,10 ,88%,24%,SUPP,3%,4%,56%,0%,0%,0%,10%,0%,0%,7%,5%
106141,290 ,260 ,70 ,SUPP,10 ,25 ,155 ,0 ,0 ,SUPP,15 ,0 ,SUPP,30 ,5 ,88%,24%,SUPP,3%,8%,52%,0%,0%,SUPP,4%,0%,SUPP,10%,2%
106142,160 ,140 ,20 ,SUPP,SUPP,5 ,110 ,0 ,SUPP,0 ,10 ,0 ,0 ,5 ,10 ,88%,13%,SUPP,SUPP,3%,70%,0%,SUPP,0%,6%,0%,0%,4%,8%
106143,160 ,140 ,25 ,0 ,10 ,0 ,110 ,0 ,0 ,SUPP,10 ,0 ,0 ,10 ,10 ,89%,15%,0%,5%,0%,68%,0%,0%,SUPP,6%,0%,0%,6%,5%
106144,130 ,110 ,25 ,0 ,SUPP,0 ,80 ,0 ,0 ,0 ,5 ,0 ,0 ,15 ,5 ,85%,20%,0%,SUPP,0%,63%,0%,0%,0%,4%,0%,0%,11%,4%
135262,120 ,100 ,40 ,0 ,5 ,30 ,20 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,15 ,79%,32%,0%,3%,26%,17%,0%,0%,0%,3%,0%,0%,9%,12%
134064,10 ,10 ,SUPP,0 ,0 ,0 ,SUPP,0 ,0 ,10 ,0 ,0 ,0 ,SUPP,SUPP,83%,SUPP,0%,0%,0%,SUPP,0%,0%,67%,0%,0%,0%,SUPP,SUPP
106166,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
106172,30 ,30 ,20 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPP,5 ,87%,61%,0%,0%,0%,26%,0%,0%,0%,0%,0%,0%,SUPP,10%
106173,20 ,20 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,0 ,0 ,0 ,100%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%
131889,10 ,SUPP,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,5 ,SUPP,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,38%,50%
134283,150 ,110 ,75 ,0 ,10 ,5 ,25 ,0 ,0 ,0 ,10 ,0 ,0 ,20 ,15 ,75%,50%,0%,5%,2%,17%,0%,0%,0%,7%,0%,0%,15%,10%
139294,170 ,130 ,65 ,0 ,5 ,0 ,60 ,0 ,0 ,0 ,10 ,0 ,0 ,25 ,15 ,77%,37%,0%,4%,0%,36%,0%,0%,0%,5%,0%,0%,15%,8%
106266,150,130,50,0,0,SUPP,75,0,0,0,5,0,0,15,5,85%,33%,0%,0%,SUPP,51%,0%,0%,0%,3%,0%,0%,10%,5%
106267,180 ,150 ,80 ,0 ,10 ,5 ,50 ,0 ,0 ,0 ,10 ,0 ,0 ,25 ,10 ,82%,45%,0%,6%,2%,29%,0%,0%,0%,6%,0%,0%,13%,5%
106268,170 ,140 ,85 ,SUPP,5 ,SUPP,45 ,0 ,0 ,0 ,5 ,0 ,0 ,20 ,10 ,82%,49%,SUPP,4%,SUPP,27%,0%,0%,0%,2%,0%,0%,13%,6%
106269,160 ,130 ,60 ,0 ,5 ,0 ,65 ,0 ,0 ,0 ,10 ,0 ,0 ,20 ,10 ,82%,39%,0%,2%,0%,41%,0%,0%,0%,5%,0%,0%,13%,5%
135122,290 ,220 ,140 ,0 ,15 ,5 ,60 ,0 ,0 ,0 ,15 ,0 ,0 ,45 ,25 ,77%,49%,0%,5%,1%,21%,0%,0%,0%,5%,0%,0%,15%,8%
106270,160,140,60,0,10,SUPP,70,0,0,0,10,0,0,10,10,87%,36%,0%,6%,SUPP,44%,0%,0%,0%,6%,0%,0%,7%,6%
106271,150 ,130 ,40 ,SUPP,10 ,5 ,75 ,0 ,0 ,0 ,10 ,0 ,0 ,20 ,5 ,83%,26%,SUPP,6%,3%,48%,0%,0%,0%,7%,0%,0%,12%,5%
139735,160 ,140 ,45 ,0 ,10 ,60 ,30 ,0 ,0 ,0 ,20 ,0 ,SUPP,10 ,5 ,88%,27%,0%,6%,37%,18%,0%,0%,0%,11%,0%,SUPP,7%,4%
136273,200 ,180 ,80 ,SUPP,15 ,55 ,35 ,0 ,0 ,0 ,25 ,0 ,0 ,15 ,5 ,90%,39%,SUPP,7%,27%,16%,0%,0%,0%,11%,0%,0%,7%,2%
137020,180 ,160 ,45 ,0 ,15 ,20 ,80 ,0 ,0 ,0 ,15 ,0 ,0 ,10 ,10 ,89%,24%,0%,7%,11%,46%,0%,0%,0%,9%,0%,0%,5%,6%
136593,190 ,170 ,55 ,0 ,5 ,35 ,70 ,0 ,0 ,0 ,10 ,0 ,0 ,15 ,10 ,86%,27%,0%,3%,18%,37%,0%,0%,0%,5%,0%,0%,9%,6%
135508,250 ,210 ,85 ,0 ,15 ,25 ,75 ,0 ,0 ,0 ,15 ,0 ,0 ,20 ,20 ,83%,35%,0%,7%,10%,31%,0%,0%,0%,7%,0%,0%,8%,8%
135864,250,190,90,0,10,15,75,0,0,0,15,0,0,45,20,76%,36%,0%,3%,7%,30%,0%,0%,0%,6%,0%,0%,17%,7%
106279,10 ,10 ,10 ,0 ,0 ,0 ,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,SUPP,SUPP,82%,73%,0%,0%,0%,SUPP,0%,0%,0%,0%,0%,0%,SUPP,SUPP
106280,20 ,20 ,20 ,0 ,SUPP,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,SUPP,95%,90%,0%,SUPP,0%,0%,0%,0%,0%,0%,0%,0%,0%,SUPP
138124,60 ,40 ,35 ,0 ,5 ,SUPP,0 ,0 ,0 ,0 ,5 ,0 ,0 ,15 ,5 ,72%,59%,0%,10%,SUPP,0%,0%,0%,0%,10%,0%,0%,21%,7%
136965,180 ,140 ,115 ,0 ,5 ,15 ,10 ,0 ,SUPP,0 ,5 ,0 ,0 ,20 ,15 ,80%,65%,0%,2%,9%,5%,0%,SUPP,0%,2%,0%,0%,13%,7%
106365,60 ,50 ,35 ,0 ,5 ,5 ,5 ,0 ,0 ,0 ,5 ,0 ,0 ,10 ,5 ,76%,53%,0%,6%,11%,5%,0%,0%,0%,8%,0%,0%,18%,6%
136378,190,160,90,0,10,60,5,0,0,0,10,0,SUPP,15,15,84%,47%,0%,5%,30%,2%,0%,0%,0%,6%,0%,SUPP,9%,7%
138614,160 ,130 ,80 ,0 ,5 ,35 ,15 ,0 ,0 ,0 ,5 ,0 ,0 ,20 ,10 ,82%,50%,0%,3%,21%,8%,0%,0%,0%,4%,0%,0%,11%,7%
